gene_id,symbol,C_pearson,C_spearman,mean_expression,max_expression
ENSG00000004848,ARX,-0.038931050088621424,-0.11396344165632942,0.005951579254285714,0.17836025
ENSG00000004864,SLC25A13,0.71235103808394,0.2563025210084034,0.4472190754285714,1.5196335
ENSG00000004866,ST7,0.5745403540324937,0.5969187675070028,0.10842248591428572,0.24806167
ENSG00000004897,CDC27,0.16872049297248248,0.2358543417366947,0.42123580999999993,0.9628637
ENSG00000004939,SLC4A1,0.09505193479403333,0.31837301465327694,0.0059702277685714285,0.028118022
ENSG00000004948,CALCR,0.033735595051672444,0.16970202220133732,0.003080823970914286,0.02173598
ENSG00000004961,HCCS,0.45811013041664406,0.32072829131652664,0.08261126814285714,0.1924396
ENSG00000004975,DVL2,0.6274607919687808,0.5851540616246499,0.060487159885714285,0.11675891
ENSG00000005001,PRSS22,0.8846756735027844,0.47327916243406404,0.05821448454026857,0.63460565
ENSG00000005007,UPF1,0.37382576916646226,0.323249299719888,0.20546969228571427,0.3040963
ENSG00000005020,SKAP2,0.6840740987448759,0.7103641456582634,0.6487341030571429,1.8280485
ENSG00000005022,SLC25A5,0.433165797857124,0.5067226890756302,0.8384830948571428,1.4968387
ENSG00000005059,MCUB,0.1741820078036115,0.4277310924369748,0.3333281193714286,1.0088178
ENSG00000005073,HOXA11,0.593169748185459,0.6402735330768823,0.0048548962108571425,0.05945777
ENSG00000005100,DHX33,0.5545008393454518,0.49971988795518213,0.08908055785714286,0.18019947
ENSG00000005102,MEOX1,0.3296737163194662,0.33125569098672186,0.011668497602,0.234831
ENSG00000005108,THSD7A,0.6512607527170488,0.5270558718165568,0.08768782472857144,0.8466202
ENSG00000005156,LIG3,0.6643350259353601,0.44257703081232497,0.0745767087142857,0.14489526
ENSG00000005175,RPAP3,0.6242942048438601,0.5638655462184874,0.1581069384,0.24418193
ENSG00000005187,ACSM3,0.006378097224809614,0.29148289873095956,0.20616952162857144,1.9511235
ENSG00000005189,REXO5,0.3702859915096427,0.33183763352780826,0.04010998814857143,0.19411556
ENSG00000005194,CIAPIN1,0.5284057462150098,0.37647058823529417,0.11809738585714287,0.22298077
ENSG00000005206,SPPL2B,0.5979022925454698,0.377136467591772,0.11187135819999999,0.37261328
ENSG00000005238,ATOSB,0.10103415892930465,0.26806722689075635,0.0787074813,0.21156012
ENSG00000005243,COPZ2,0.84977867606042,0.7053221288515408,0.08273341054285714,0.4122676
ENSG00000005249,PRKAR2B,0.1622023579735109,0.24544691352926623,0.1359008607314286,0.6396295
ENSG00000005302,MSL3,-0.3601450928227551,-0.34817927170868346,0.19523213645714285,0.67883146
ENSG00000005339,CREBBP,-0.19404945671034143,-0.14537815126050418,0.7863568525714286,1.5152214
ENSG00000005379,TSPOAP1,0.217855143239952,0.2888098873336464,0.054018701485714284,0.20265253
ENSG00000005381,MPO,0.6338948954887921,0.739687655010942,0.12080756440607714,2.212251
ENSG00000005421,PON1,0.9982216392108432,0.13071292526101136,0.032634882094400006,0.9765718
ENSG00000005436,GCFC2,0.15733210122736704,0.22088381593490922,0.14706699294285713,0.48187202
ENSG00000005448,WDR54,0.11435941186191372,0.1610644257703081,0.07338204189714286,0.24887307
ENSG00000005469,CROT,0.22115338667402143,0.37731092436974795,0.110460069,0.6591164
ENSG00000005471,ABCB4,0.9766527051607986,0.3323059811024084,0.05798095997028572,1.3939154
ENSG00000005483,KMT2E,-0.007870503044489,-0.038375350140056025,1.3421903702857143,2.1678088
ENSG00000005486,RHBDD2,0.10563788997579089,0.10952380952380952,0.14919834225714287,0.27432042
ENSG00000005513,SOX8,0.3596567362266202,0.7390543070386579,0.0056182506977142865,0.038566098
ENSG00000005700,IBTK,0.4248605167788514,0.3142857142857143,0.3644796979142857,0.74410045
ENSG00000005810,MYCBP2,0.585754868026202,0.5672268907563025,0.9496469565714286,1.6111314
ENSG00000005812,FBXL3,0.43313752490271096,0.3815126050420168,0.2686671345714286,0.49455404
ENSG00000005844,ITGAL,0.7993923546150249,0.849859943977591,0.21527797019428568,1.0949885
ENSG00000005882,PDK2,0.45227911441592067,0.6680672268907563,0.07700432535142858,0.19534932
ENSG00000005884,ITGA3,0.9113749615801777,0.6677871148459383,0.11004969052285714,0.84930205
ENSG00000005889,ZFX,0.14062275628439672,0.09663865546218488,0.3990512994285714,0.61364603
ENSG00000005893,LAMP2,0.5565682251285758,0.5722689075630253,0.5401078762857143,1.0557756
ENSG00000005961,ITGA2B,0.6222261432479069,-0.014845938375350141,0.03235699998285714,0.32092708
ENSG00000005981,ASB4,-0.007958237293110484,0.24984196667160807,0.0031794716791971427,0.022486817
ENSG00000006007,GDE1,0.5128943935145173,0.4722689075630252,0.19241466559999998,0.3312
ENSG00000006015,REX1BD,0.09136360653170243,0.0638655462184874,0.38148780114285713,0.56427497
ENSG00000006016,CRLF1,0.6553968479249415,0.43182295784865254,0.09965088798571428,0.92919046
ENSG00000006025,OSBPL7,0.1256503313710933,0.42072829131652667,0.058133850120000004,0.53671265
ENSG00000006042,TMEM98,0.4331583459340782,0.7904761904761906,0.12183352389999999,0.57028747
ENSG00000006047,YBX2,0.3726538671797498,0.6006451612903225,0.003620058420285714,0.04911441
ENSG00000006062,MAP3K14,0.3146582003385187,0.5005602240896359,0.20724542420000003,0.4396932
ENSG00000006071,ABCC8,0.6122573776529668,0.44835668958106045,0.0044373549143714285,0.014223887
ENSG00000006116,CACNG3,-0.0725706837872511,-0.13421628585860898,0.0022363589905714286,0.013762409
ENSG00000006118,TMEM132A,0.730251203189147,0.7308123249299721,0.019468104739714286,0.16784407
ENSG00000006125,AP2B1,0.19405741282590927,-0.08683473389355742,0.5767139397142855,0.96656233
ENSG00000006128,TAC1,0.3792883434439807,0.7617775536038105,0.014268450783200002,0.17695946
ENSG00000006194,ZNF263,0.11353516443565992,0.1431372549019608,0.1101033634,0.2058736
ENSG00000006210,CX3CL1,0.5206538870892194,0.41456582633053224,0.05366427719142857,0.46922553
ENSG00000006282,SPATA20,0.39757484553386546,0.5453580039424653,0.07859138097142856,0.18881705
ENSG00000006283,CACNA1G,0.5861316715005244,0.41009670722863123,0.005501731762,0.035404593
ENSG00000006327,TNFRSF12A,0.6205018495590598,0.8019607843137255,0.18808874920000002,1.6488665
ENSG00000006377,DLX6,0.8823339921593314,0.0011682485690945354,0.0018008797557708572,0.0446411
ENSG00000006432,MAP3K9,0.207947597535125,0.35910364145658263,0.06326091608000001,0.24720915
ENSG00000006451,RALA,0.6229741296196979,0.4627450980392157,0.38730721057142853,0.85612994
ENSG00000006453,BAIAP2L1,0.8327588308540221,0.6168067226890757,0.23478908212285715,1.5942588
ENSG00000006459,KDM7A,,,0.4888388437142857,1.1655798
ENSG00000006468,ETV1,0.6628953488927668,0.384593837535014,0.04360081909914286,0.2857597
ENSG00000006530,AGK,0.3717592255099822,0.4722689075630252,0.13766665338857142,0.44068617
ENSG00000006534,ALDH3B1,0.6335064737142194,0.6072829131652662,0.08186274908285715,0.34051457
ENSG00000006555,TTC22,0.5558728666622039,0.4626799181935978,0.024974200559999996,0.109829046
ENSG00000006576,PHTF2,0.28564726190670403,0.4403361344537815,0.3696479891428572,1.0603222
ENSG00000006607,FARP2,0.3588504573062907,0.5263305322128852,0.3331719062857143,0.9053604
ENSG00000006611,USH1C,0.8412241735078041,0.4551101072840203,0.03764015627282857,0.40565237
ENSG00000006625,GGCT,0.15283571824433395,0.16246498599439776,0.17189896097142857,0.46651548
ENSG00000006634,DBF4,0.7382722540621912,0.7582633053221288,0.17405731731428573,0.41524762
ENSG00000006638,TBXA2R,0.3581601025839966,0.5201680672268908,0.01189447769942857,0.11902188
ENSG00000006652,IFRD1,0.09946258099987121,0.365826330532213,0.3622250391428571,0.99243397
ENSG00000006695,COX10,0.6029674870069897,0.5854341736694678,0.1455728452285714,0.37027463
ENSG00000006704,GTF2IRD1,0.5183575322023679,0.73109243697479,0.13170422057142858,0.5105104
ENSG00000006712,PAF1,0.2482527209679255,0.2795518207282913,0.15457277262857141,0.24964127
ENSG00000006715,VPS41,0.26782690639722867,0.21960784313725493,0.3518100477142857,0.7395274
ENSG00000006740,ARHGAP44,0.39557448277122403,0.7064956390047359,0.08285029187428572,0.47978112
ENSG00000006744,ELAC2,0.440786072471134,0.23193277310924368,0.10466546328571429,0.21175708
ENSG00000006747,SCIN,0.8196570974912197,0.47623871373292215,0.07574548340485715,0.6168684
ENSG00000006788,MYH13,-0.13701445331523615,-0.1288220467283531,0.009915836208185713,0.08901573
ENSG00000006831,ADIPOR2,0.4729799461483991,0.3851540616246499,0.49363271200000003,1.0429773
ENSG00000006837,CDKL3,0.20449514966949034,0.4162464985994398,0.007656893337142856,0.020202553
ENSG00000007001,UPP2,0.7025591280226371,0.18022542275583323,0.028487842222857145,0.15293506
ENSG00000007038,PRSS21,-0.06907041350191641,0.0038394562759312316,0.013764310664571427,0.15993337
ENSG00000007047,MARK4,-0.0058407565525133475,-0.07647058823529412,0.17596270742857145,0.30120265
ENSG00000007062,PROM1,0.6807544556002871,0.6136284068553185,0.07956544222285714,0.74158907
ENSG00000007080,CCDC124,0.24296615671010618,0.13725490196078433,0.21425307637142854,0.47691143
ENSG00000007168,PAFAH1B1,0.2452840865481234,0.2030812324929972,0.8792922105714286,1.2008293
ENSG00000007171,NOS2,0.03202726125739371,0.3996070283358401,0.0026345339181142852,0.0241052
ENSG00000007174,DNAH9,0.3024213615966325,0.28487284894740383,0.024867523871428567,0.06741006
ENSG00000007202,BLTP2,0.03792567694971946,0.13221288515406163,0.20290609628571424,0.39180985
ENSG00000007216,SLC13A2,0.9345121945538974,0.28454166991628216,0.0061587715663714284,0.11071857
ENSG00000007237,GAS7,0.42736796909357155,0.6028011204481794,0.5182780058000002,1.8228099
ENSG00000007255,TRAPPC6A,0.36279043841068864,0.5820728291316527,0.21303251954285715,0.51294965
ENSG00000007264,MATK,0.17392224213915894,0.8030812324929973,0.07551706023714286,0.69338024
ENSG00000007312,CD79B,0.9541731719872188,0.6935574229691878,0.09657159946142858,1.1797827
ENSG00000007314,SCN4A,-0.03255746707648438,0.22571432006030903,0.006350502862571428,0.09921116
ENSG00000007341,ST7L,0.3933859493240976,0.4134453781512606,0.18960860482857142,0.31191903
ENSG00000007350,TKTL1,0.16788581898573315,0.3308354934928697,0.01228126945142857,0.07318353
ENSG00000007372,PAX6,0.09765186275857218,0.02395450373169136,0.0016513675542857143,0.01118435
ENSG00000007376,RPUSD1,0.5079892330492934,0.2263305322128852,0.04788978648571429,0.12703982
ENSG00000007384,RHBDF1,0.8628197611592375,0.8565826330532214,0.055997500120857135,0.24949516
ENSG00000007392,LUC7L,0.40158155768268505,0.34761904761904766,0.39032592714285713,0.56321084
ENSG00000007402,CACNA2D2,0.5978787373987731,0.3276300557569569,0.019973865481428568,0.16386485
ENSG00000007516,BAIAP3,0.5657604019927468,0.3693535970959769,0.011517254653428571,0.048547495
ENSG00000007520,TSR3,-0.07840833161714622,-0.07114845938375351,0.1705277178857143,0.30949792
ENSG00000007541,PIGQ,0.0739759554362961,0.38739495798319334,0.05665301605714286,0.24013314
ENSG00000007545,CRAMP1,0.2541990027894453,0.27871148459383754,0.06112581757142857,0.13243136
ENSG00000007866,TEAD3,0.8951183965112307,0.8387105023230318,0.07705591501714285,0.32185647
ENSG00000007908,SELE,0.9800778101714637,0.2740211394974965,0.03660895102702857,0.98319256
ENSG00000007923,DNAJC11,0.5957251290777698,0.5630252100840336,0.14673578694285713,0.2799422
ENSG00000007933,FMO3,0.970488046719696,0.21996603488252367,0.05787877615514286,1.1589174
ENSG00000007944,MYLIP,0.3828198052789292,0.44593837535014,0.45359278748571424,0.82318234
ENSG00000007952,NOX1,0.683151587022991,0.13261571590341456,0.0048592400475714285,0.098534405
ENSG00000007968,E2F2,0.33538417382113095,0.6677871148459383,0.02240948041942857,0.15547417
ENSG00000008018,PSMB1,0.2486247320220127,0.11260504201680673,0.7437615285714286,1.2121311
ENSG00000008056,SYN1,-0.09966449269705717,0.12308987489889064,0.006218585681885715,0.049784858
ENSG00000008083,JARID2,0.7848676080705853,0.5971988795518207,0.9388024571428571,2.3711622
ENSG00000008086,CDKL5,0.20861004672284544,-0.12557816678399764,0.1848535746285714,0.8227869
ENSG00000008118,CAMK1G,0.12305022537806308,0.2862096449726353,0.004519267789417143,0.06592196
ENSG00000008130,NADK,0.7452383267463567,0.731652661064426,0.24326258814285717,0.78970087
ENSG00000008196,TFAP2B,0.7183776446879692,0.2588460493997688,0.005145333229728571,0.13912857
ENSG00000008197,TFAP2D,0.1457956600924472,-0.03892406575460071,0.00016121468712000002,0.0015896069
ENSG00000008226,DLEC1,-0.13094448391501462,-0.1884994841341396,0.017173766122857145,0.04384674
ENSG00000008256,CYTH3,0.6837365008849794,0.6058823529411765,0.24736966634285715,0.9719457
ENSG00000008277,ADAM22,0.44792351782757606,0.47030812324929977,0.05533547741428571,0.17683895
ENSG00000008282,SYPL1,0.4663600312689947,0.5198879551820729,0.40639155182857145,1.1007158
ENSG00000008283,CYB561,0.6446314842355719,0.7355742296918768,0.09293826182,0.34921205
ENSG00000008294,SPAG9,0.16759230155174518,0.21456582633053223,1.0175625031428572,1.8857757
ENSG00000008300,CELSR3,-0.052639420194446236,-0.2664799254872509,0.003716742167428571,0.012793995
ENSG00000008311,AASS,0.6848535165402149,0.6398323263541257,0.28167936814285716,1.8443711
ENSG00000008323,PLEKHG6,0.8377568189006407,0.7703081232492998,0.058795670028571424,0.36443126
ENSG00000008324,SS18L2,-0.13542289738350113,-0.07759103641456583,0.23045900302857142,0.4666299
ENSG00000008382,MPND,0.4553442432195184,0.34145658263305323,0.06784063700857142,0.17202452
ENSG00000008394,MGST1,0.5457974938857351,0.561344537815126,0.7391253388857144,2.5049095
ENSG00000008405,CRY1,0.26091493528570914,0.3182072829131653,0.4749298528571429,0.9696151
ENSG00000008438,PGLYRP1,0.7316147130315446,0.5467787114845939,0.03476142048685714,0.6196596
ENSG00000008441,NFIX,0.8629645059834149,0.7683473389355743,0.2633565031142857,1.0562586
ENSG00000008513,ST3GAL1,0.12366478515749757,0.1235294117647059,0.5163438427142857,0.89081806
ENSG00000008516,MMP25,0.7055603750225509,0.5906991780301704,0.05487225546285714,1.0051969
ENSG00000008710,PKD1,0.8680649613985438,0.6064425770308124,0.11697594043714284,0.34246734
ENSG00000008735,MAPK8IP2,-0.008136956749472261,0.2653980227215102,0.005690970595,0.043970067
ENSG00000008838,MED24,0.38903866883029875,0.6148459383753502,0.11804644362857142,0.2548569
ENSG00000008853,RHOBTB2,0.1851281501473025,0.11876750700280113,0.04464773006857144,0.1357026
ENSG00000008869,HEATR5B,-0.021187268190972077,-0.028433363750657307,0.3101575137142858,0.64314854
ENSG00000008952,SEC62,0.5085612317999829,0.4689075630252101,0.930391908857143,1.4695122
ENSG00000008988,RPS20,0.595495769129297,0.4274509803921569,1.8468551077142856,2.874539
ENSG00000009307,CSDE1,0.3632214080461704,0.40280112044817934,0.9562092705714286,1.316982
ENSG00000009335,UBE3C,0.25248469265340123,0.04565826330532213,0.48880113428571437,0.83171904
ENSG00000009413,REV3L,0.29891514398345914,0.19327731092436976,0.7817810728571428,1.6782806
ENSG00000009694,TENM1,-0.15974298217801994,-0.13811590688558384,0.15152467448857143,0.97714305
ENSG00000009709,PAX7,-0.006449201721616726,0.30808127492896653,0.002484386016591429,0.024521993
ENSG00000009724,MASP2,0.9985098758602055,0.060454148301509546,0.028818657577714284,0.72360724
ENSG00000009765,IYD,0.5876370401768107,0.3380087475917235,0.011853894487257143,0.17914934
ENSG00000009780,FAM76A,0.48355577687942236,0.4282913165266107,0.12164130768571427,0.19109192
ENSG00000009790,TRAF3IP3,0.8184936309279673,0.8257703081232494,0.22230822712285717,0.98136723
ENSG00000009830,POMT2,0.7165629164467812,0.7781512605042017,0.03972579707142858,0.08779071
ENSG00000009844,VTA1,0.29168977014155545,0.21708683473389356,0.23189735028571432,0.3506917
ENSG00000009950,MLXIPL,0.9573522831172427,0.6707780203439874,0.09449551389594285,1.6621194
ENSG00000009954,BAZ1B,0.36880392500190634,0.2991596638655462,0.3987592151428571,0.7559461
ENSG00000010017,RANBP9,0.284893435799985,0.06442577030812326,0.5234101988571429,1.3741539
ENSG00000010072,SPRTN,-0.05916037406837549,-0.10182338205460219,0.09032264937142857,0.17183824
ENSG00000010165,METTL13,0.6410490455057227,0.392436974789916,0.0641248293142857,0.13755667
ENSG00000010219,DYRK4,-0.1041969664113146,0.03528170202007913,0.06631826135714285,0.16217382
ENSG00000010244,ZNF207,0.3761439708331453,0.31064425770308124,0.6654747374285714,0.9702908
ENSG00000010256,UQCRC1,0.5510333730968432,0.5182072829131653,0.39597725599999994,0.8212046
ENSG00000010270,STARD3NL,0.24125106161006096,0.34649859943977596,0.2232725056,0.43781608
ENSG00000010278,CD9,0.6919098822936729,0.6745098039215687,0.5323495832857144,2.2443645
ENSG00000010282,HHATL,-0.015888791944509983,0.27545958564341994,0.0008198627388,0.008513651
ENSG00000010292,NCAPD2,0.5688087550448809,0.40140056022408965,0.1078974022,0.54338604
ENSG00000010295,IFFO1,0.724908583381859,0.719607843137255,0.0665443430257143,0.12840612
ENSG00000010310,GIPR,0.806255460954038,0.45346018986328857,0.04087053833952858,0.35013595
ENSG00000010318,PHF7,0.5464916618788195,0.21904761904761905,0.06317672365714286,0.210679
ENSG00000010319,SEMA3G,0.9695276408569531,0.41985702219000387,0.010701638767714286,0.20605858
ENSG00000010322,NISCH,0.08766832577012654,0.13753501400560225,0.1856292834285714,0.36371306
ENSG00000010327,STAB1,0.5630837996988388,0.5299719887955182,0.1795674791171429,1.1358931
ENSG00000010361,FUZ,0.6406066754165186,0.6843137254901962,0.042486315600000005,0.1067152
ENSG00000010379,SLC6A13,0.9772998711611014,0.22723452839296218,0.010268968265428571,0.2530262
ENSG00000010404,IDS,-0.34437494823386183,-0.19859943977591038,0.1785449825714286,0.49469158
ENSG00000010610,CD4,0.19491012204358746,0.19635854341736697,0.1445497166085714,0.689327
ENSG00000010626,LRRC23,-0.06720217757356221,-0.007004464267017122,0.11625005737142856,0.36383194
ENSG00000010671,BTK,0.8645750325542234,0.8022408963585435,0.11972140416285718,0.43167976
ENSG00000010704,HFE,0.4008753072614672,0.6837535014005603,0.03135850301714286,0.10251437
ENSG00000010803,SCMH1,0.2491336555300817,0.37030812324929974,0.45824039285714285,1.1855953
ENSG00000010810,FYN,0.8255553853229404,0.7829131652661065,0.8647247220571429,2.8942704
ENSG00000010818,HIVEP2,0.5848380798414137,0.5596638655462186,0.6589400074285714,1.5534453
ENSG00000010932,FMO1,0.6119228047004452,0.4179271708683474,0.014987414337142856,0.07797562
ENSG00000011007,ELOA,-0.11229625462144076,-0.1535014005602241,0.16675810708571426,0.25651827
ENSG00000011009,LYPLA2,0.3173304189619005,0.29747899159663865,0.1276512871714286,0.22497797
ENSG00000011021,CLCN6,-0.08052492849226837,-0.026050420168067228,0.12435396294285714,0.20576338
ENSG00000011028,MRC2,0.9339488506212403,0.6243697478991598,0.1529025235057143,1.1497152
ENSG00000011083,SLC6A7,0.4694112280818013,0.2296272881793247,0.006367047154285715,0.09919487
ENSG00000011105,TSPAN9,0.5107500738340554,0.7739495798319328,0.1308072924,1.1613202
ENSG00000011114,BTBD7,0.20496555166848363,0.25462184873949584,0.49900418371428573,1.0745583
ENSG00000011132,APBA3,0.021899580141820526,0.09215686274509804,0.04692739905714286,0.0805517
ENSG00000011143,MKS1,0.3912219615725633,0.2221288515406163,0.029488203508571433,0.07767139
ENSG00000011198,ABHD5,0.7272378092782188,0.5935574229691877,0.48845909085714284,2.3981876
ENSG00000011243,AKAP8L,0.24785409897175972,0.23025210084033615,0.28920864799999996,0.42809048
ENSG00000011258,MBTD1,0.2271893166029181,0.2759103641456583,0.29434467742857146,0.42780855
ENSG00000011260,UTP18,0.5173606082910515,0.6022408963585434,0.20799942400000002,0.34965393
ENSG00000011275,RNF216,-0.15882968066778333,-0.19635854341736697,0.45688070199999997,0.67906755
ENSG00000011295,TTC19,0.2725067952046637,0.27535014005602243,0.46544747285714294,0.7011708
ENSG00000011304,PTBP1,0.4439036339289136,0.46022408963585437,0.396031947,0.77698606
ENSG00000011332,DPF1,0.13955019923606082,0.15706778717588463,0.0029522030361714283,0.009827071
ENSG00000011347,SYT7,0.6083156354453331,0.580952380952381,0.02983159709285715,0.33039075
ENSG00000011376,LARS2,0.06009171186003338,0.04285714285714286,0.1457579988285714,0.33198515
ENSG00000011405,PIK3C2A,0.3294536520847317,0.22913165266106442,0.521267582,1.358835
ENSG00000011422,PLAUR,0.4718074207032987,0.6672268907563026,0.6751489222,2.0649002
ENSG00000011426,ANLN,0.3271060431638633,0.44873949579831934,0.03649705896285714,0.5561723
ENSG00000011451,WIZ,0.6625252140824913,0.6252100840336134,0.06526051627428571,0.11963666
ENSG00000011454,RABGAP1,0.37987151324216784,0.32857142857142857,0.49826634514285717,0.9056737
ENSG00000011465,DCN,0.9794145843219991,0.7896358543417367,0.8328551011171428,5.023379
ENSG00000011478,QPCTL,0.41221097337268875,-0.08403361344537816,0.059030201142857154,0.18331376
ENSG00000011485,PPP5C,0.23876012782696754,0.380952380952381,0.17301002379999997,0.36910033
ENSG00000011523,CEP68,0.24256516244083215,0.1431372549019608,0.19698488797142857,0.4188169
ENSG00000011566,MAP4K3,0.41638134708910357,0.5341736694677871,0.5432086146857142,1.3149282
ENSG00000011590,ZBTB32,0.5800229838521896,0.4621848739495799,0.012902083721142857,0.12760113
ENSG00000011600,TYROBP,0.9008638567135595,0.86218487394958,0.6985854481285715,2.6725752
ENSG00000011638,LDAF1,0.5409121512165042,0.769747899159664,0.15563695068,0.56530625
ENSG00000011677,GABRA3,-0.09434805363880427,0.3152878276291263,0.0037752070822857143,0.014284767
ENSG00000012048,BRCA1,0.40608274176627,0.3647058823529412,0.08462838108571429,0.5073272
ENSG00000012061,ERCC1,0.37603524781261055,0.4047619047619048,0.44114435285714293,0.678264
ENSG00000012124,CD22,0.9617174318804642,0.5792717086834734,0.05577580584228572,1.0326146
ENSG00000012171,SEMA3B,0.5100382162118782,0.6769403459893917,0.07948472495142855,0.48069602
