ensembl_gene_id,gene_name,B cell,"CD4-positive, alpha-beta T cell","CD8-positive, alpha-beta T cell",T cell,adventitial cell,basal cell,bladder urothelial cell,classical monocyte,endothelial cell,enterocyte of epithelium of large intestine,epithelial cell,fibroblast,fibroblast of cardiac tissue,granulocyte,hematopoietic precursor cell,hematopoietic stem cell,hepatocyte,intermediate monocyte,large intestine goblet cell,luminal epithelial cell of mammary gland,macrophage,mature NK T cell,mesenchymal stem cell,mesenchymal stem cell of adipose tissue,monocyte,myeloid dendritic cell,myeloid leukocyte,natural killer cell,neutrophil,non-classical monocyte,pancreatic acinar cell,pancreatic ductal cell,plasma cell,smooth muscle cell,stromal cell,mean_expression_divergence
ENSG00000001461,NIPAL3,0.035907844089878,0.026828133706845936,0.007031848660501233,0.02484869241832733,0.018303951687328998,0.017380491788674814,0.02136531291670249,0.0075612537489379,0.0107072145946476,0.02076783280376272,0.08031908913398397,0.021055781915541253,0.020015779351206804,0.00923191735897361,0.01113290247359116,0.045058846705291526,0.01257251811123582,0.008501301322167195,0.015510674618414298,0.031035094828373105,0.04016516153064484,0.006543997612561175,0.001612942171042674,0.010901707582570953,0.01793636088554104,0.013492450772011961,0.05252663056825394,0.01791059068716966,0.04023969437076634,0.008135038921048839,0.03239560129217588,0.021311025554629624,0.02507886266163418,0.0061215141773827125,0.06798043137010387,0.02307109978262639
ENSG00000001497,LAS1L,0.026503585964699036,0.012277419583925128,0.0035764635271614553,0.01306532625744294,0.010228019659843466,0.021844709953697042,0.0035103443566981375,0.006141617632670238,0.02035438292741324,0.018359278430047428,0.0031547379044612293,0.01196436354329385,0.004178989092840427,0.014619123096542806,0.025435585712821833,0.016147067085667197,0.017850538263787293,0.01559548222379499,0.05056352887001499,0.023421150747073897,0.02976720361946224,0.005643669974090739,0.010812659903704256,0.013558001729190312,0.027782928594061305,0.004498996739595324,0.042386284900940416,0.0033119950261185334,0.017677569071316408,0.019290594060770817,0.0505632633231584,0.0107104355900542,0.007664515030934797,0.017188023602248553,0.01697453652861171,0.01704635407223299
ENSG00000001561,ENPP4,0.012387984359818133,0.08034780523965102,0.014199881426366946,0.028869923219689383,0.012584846390342803,0.0894363349671664,0.026155538555061062,0.005435106356632351,0.013564022296771481,0.016221050384883716,0.03226474819555003,0.0008792304577629941,0.014576588186369824,0.03206420116388579,0.01886982539775624,0.06898727988181397,0.010957386743646718,0.04193923077781095,0.007720168226968957,0.025784302246098185,0.04134455118810246,0.08016112969820165,0.009511205447275236,0.054027786967256866,0.04362890433854543,0.03773226969654462,0.039908373539387046,0.05810196212558438,0.013555044610799266,0.0049631801664999685,0.03312221709573704,0.013266539514537719,0.028706753810884025,0.0027874931421296685,0.06710512000298885,0.030890513880529172
ENSG00000001617,SEMA3F,0.00047760292725575366,0.01744114686471504,0.016696722133493817,0.002496976574212524,0.0017909400948824261,0.0011327786210560947,0.03575464538255751,0.026024327067278124,0.04830539753027895,0.015276472789432028,0.03239621589777546,0.01163287733942505,0.001141152380843672,0.011942577678740534,0.032941301961506686,0.01894025743730922,0.002856695073159962,0.019797654611856112,0.01709367996157287,0.03365466036474433,0.004108992484197884,0.01011009259706024,0.0015421982761328334,0.003003074112599112,0.010970209956313677,0.005911326098301711,0.001038173368271741,0.0007954572445584398,0.05160440301094181,0.03301354849430043,0.000315075744236136,0.022047018363628147,0.0043606349749095415,0.0695175225651831,0.0029018532764215777,0.016258104664547215
ENSG00000001626,CFTR,0.12174601804375174,0.18765006350785787,0.09355077153440558,0.08991660291941032,0.2544460459301675,0.25934769440073907,0.26005111991959606,0.03186310598166553,0.09007893288789354,0.07802846010613435,0.30524401120572475,0.020064990251941722,0.1355891272314926,0.08984836277454442,0.11645141433653729,0.240276790563057,0.029408335346895437,0.11668910348087475,0.17852607035646476,0.1587914430281518,0.2126934694216075,0.10862724067433818,0.2854934595374346,0.3833639739407068,0.24526354484765078,0.33757036323165535,0.06804740590541497,0.0724072198303313,0.250883298836957,0.03240296077122452,0.07077536540504434,0.5651123338452095,0.024793157726717363,0.2507752307159655,0.3709183700598581,0.17533416738735488
ENSG00000001629,ANKIB1,0.010784077200293684,0.02546688506416328,0.03123464635716235,0.09518603189056621,0.12285428078878409,0.0374244830208664,0.028292259508777493,0.021500768899739328,0.03649037890680708,0.06584918206731838,0.11992247224640928,0.012719649964502585,0.16890399356614932,0.0425187713845189,0.018102012447848898,0.025685236983664674,0.02055217174302559,0.035489230467082494,0.02103404817968631,0.010898932696640481,0.030591307602202047,0.03181467156555363,0.03778714639539868,0.07437050592859983,0.03365239203644568,0.01617002684958741,0.041256599525299836,0.08490427264607167,0.048531612009512476,0.017492536610538817,0.04145423797977961,0.024472350173531575,0.06691770708350847,0.0008665889119695395,0.136839399384911,0.04680088194534048
ENSG00000001630,CYP51A1,0.001196502381247952,0.014758752834780477,0.008130955108743206,0.009817101007797162,0.015430061104085263,0.009221050566107974,0.021779655921298262,0.032092658057691,0.00873203575944402,0.04828844256034786,0.0018664395515739299,0.011085679141048521,0.030995205876136096,0.004308532097442842,0.018455397784986723,0.018457003544184756,0.009959632168554354,0.004148708365082163,0.03559749944607095,0.0026722246891445513,0.013360085227112555,0.0015262226626649687,0.004832603224194697,0.011458930859075414,0.004982113909425743,0.017309466312864577,0.015007632388999336,0.0054394939137356255,0.006726808430720222,0.022602054766467924,0.009750347461333526,0.004492759195064849,0.007908109437598336,0.0012091650584445746,0.021431422403184908,0.01300087866333301
ENSG00000001631,KRIT1,0.026581534389782602,0.02187513264487155,0.009218159616111377,0.016292533020202213,0.04441802182883965,0.010479282388569008,0.007360955122745355,0.006916984286653664,0.00811321428572812,0.02500634665821496,0.012946762361228461,0.004985366691600228,0.061786197166584705,0.009079105242520095,0.047894656310998915,0.04649488488900278,0.005367504538943631,0.01370793648708943,0.00954670545572888,0.01052950973724205,0.0031412681523681953,0.007363428659888094,0.042601554499934836,0.03578167513844233,0.02342913327503697,0.010581598958426882,0.02453722077367785,0.01885966230259154,0.026297674947932344,0.020169314066770888,0.03812368835982239,0.00035665939786498884,0.022580134847172913,0.02626644710918558,0.004384842686885226,0.02008785989424739
ENSG00000002016,RAD52,0.03822872433893711,0.00851300513677225,0.009305368694096922,0.01006054620478375,0.015944991427248284,0.00333115596151937,0.0016557211503605814,0.005559247907551773,0.003925494938148493,0.0012331189249761717,0.007709367906927645,0.0015618507381028159,0.011530462482463689,0.008158393873837558,0.028745638725726656,0.06321239878322046,0.0034210658722037025,0.012328178656074024,0.028373211338503387,0.00290577532630851,0.009777105222127352,0.011802865225351601,0.02137850842814097,0.03296342399048859,0.022172710586664483,0.021726768582344888,0.021351113117911397,0.0006358919134847058,0.017977660980766204,0.010844121976249538,0.0370263817796212,0.0020522204871758548,0.009829272950835074,0.02228017526601009,0.029083566112135813,0.015331585857344884
ENSG00000002330,BAD,0.019777990996997487,0.00913362625257197,0.004820198006113944,0.020654465443136955,0.05267847378196382,0.03376642703565358,0.03449288325496776,0.015658439147921605,0.00851255336766552,0.0038963206854837826,0.14264317208372157,0.02033009384479873,0.08622494046622992,0.00168485344661028,0.03524477937312845,0.06061131973918628,0.012653030650031896,0.026647464736983578,0.08324755817618651,0.022534691134923672,0.006269427149654335,0.014588615946020414,0.026670747374452252,0.00919999920667397,0.011749338247448077,0.004458564311353878,0.054731555581712596,0.01283295464150927,0.08075014454240856,0.009046287858493162,0.09600144429614829,0.0013319412857673591,0.00899815409526171,0.01674104948883563,0.012654397948186347,0.030321082959948654
ENSG00000002549,LAP3,0.08416012507618983,0.05403324227312899,0.017913368427380484,0.07609780260345819,0.07993730766448612,0.038637007824589856,0.025985657683312353,0.01775865884730736,0.1234286800065236,0.019060712900609865,0.05458339420802297,0.03320323656805952,0.10790894304829118,0.006333350521633068,0.06278667185428073,0.058065118793710596,0.0334030952592833,0.13359772812009368,0.09658465927176893,0.047009239452888076,0.13197083789095815,0.028927054774044114,0.018455073450898054,0.010952372770189742,0.009864442960156112,0.017654225230123374,0.018009267552975612,0.010999669834839455,0.04527953937229606,0.03782913876946123,0.13379096383580474,0.06349437495954606,0.08412391539272053,0.05820440555085642,0.011971372340348355,0.05291470443114961
ENSG00000002587,HS3ST1,0.057262928210892836,0.038901934095571314,0.05307814299956507,0.023386854276995363,0.01648674016963985,0.16727203843995928,0.20888358977971136,0.010045426607740895,0.010546665267132348,0.061535689697429695,0.06358879273003894,0.04042822006634912,0.06393872145494023,0.0030483305885341053,0.05321441508311061,0.043433253093253604,0.06713430324701145,0.039281057888987815,0.02070210276964369,0.2106694745497373,0.03967165620915933,0.059307314688772275,0.031072704019097022,0.0910121008157464,0.0005104997262148775,0.044171791199774366,0.03255310405863244,0.01123900177325934,0.08631155137706073,0.02683249981500588,0.013332222454137538,0.08259251868996532,0.007020267118741805,0.08875704932313977,0.07461242022951918,0.05548101092898488
ENSG00000002745,WNT16,0.016723125563122887,0.005973179776880479,0.0014505693695302144,0.005436676628094925,0.002160065499016983,0.0026298505887633857,0.0017986538907658757,0.0010573519856162858,0.00043873764130413146,0.0030162420133733893,0.00019009652904457145,0.0032921285801761403,0.0023855777450511664,0.0005232900569835711,0.006105495032921843,0.004202690077588613,0.0013087473911157419,0.0021920832072358427,0.0009494547995953658,0.001407470221162957,0.006654812530368535,0.0026661867056763833,0.003684518903861862,0.006936891938436562,0.00020819720702208028,0.002362287786558036,0.0010373759608278783,0.00039223291349393713,0.0009324597779015154,0.00048509192652590797,0.0006465582229040059,2.043070636293591e-05,0.0017582669596128467,0.00027556678545509293,0.006573653670166313,0.0027964576740719506
ENSG00000002746,HECW1,0.0017121100198139838,0.001771166392035335,0.00032502811156052947,0.0008706121397761288,0.008319377811816013,0.007737313934458506,0.0011218482158793584,0.0015407818403999577,6.976750948529216e-05,0.0010549432936091242,0.009511310011767218,0.01145968618396143,0.013846526198689205,0.003857423005116864,0.0001652032630198915,0.005080011003139694,9.019574119644965e-05,0.0018391333289519574,0.0010112477518938413,0.007945737105827232,0.0014230082493317652,0.004751492321128074,0.013481278555730277,0.0022999833015146815,0.0012742876655460547,0.0014304191500216458,0.0030800368136222117,0.0011451750308681618,0.006157431336372039,0.0032560869878995027,0.004287523622773914,0.0017090162358433594,0.0010639264231900771,0.0016963266770660644,0.017611483116705302,0.004114197095714603
ENSG00000002822,MAD1L1,0.0025760112375882377,0.0042568956333049555,0.00048189384781527475,0.00429604307388668,0.010836788307857252,0.015367669825997469,0.009219459825078165,0.00264347241531856,0.0002650136537509229,0.0010125645854751454,0.008278895664912427,0.00633820065940956,0.008281505242403472,0.0014666281332647519,0.009847818946445635,0.00838709803481994,0.004252895689148127,0.0006270469677192077,0.004693668246270631,0.004211604121530989,0.0004916000130593353,0.00793415648488265,0.004104034526211733,0.004797517058075909,0.0005179954433519943,0.005497489877335579,0.0036239898109490833,0.013427118445520754,0.0007855793712936796,0.004092226005036194,0.0015042960539270317,0.0036207771239547435,0.00351500937373564,0.0003754855244268284,0.008273838481132403,0.004854351077282598
ENSG00000002834,LASP1,0.04811599079687755,0.0890994753569004,0.0026839629669033575,0.09068620589496168,0.0427026831534709,0.06357988099839756,0.04213259817235371,0.057049539463801445,0.017603384683225892,0.14364475878974206,0.19074540797954798,0.032874486997040986,0.027028103068377184,0.06392680602905647,0.0697145032349915,0.029742379352426067,0.0350976378370961,0.004878771317249151,0.08904875246598043,0.1176766168894948,0.0843739851722198,0.022176019517171984,0.051081398351074475,0.017564519493917706,0.016025093779017414,0.002287292877697784,0.02512352864179898,0.07159323521636814,0.13156787847955076,0.019442193840925735,0.00029025418999750405,0.049244692384514295,0.13900009476513495,0.023620084683504773,0.15574531786452328,0.05906192956300894
ENSG00000002919,SNX11,0.003052239202181458,0.01476759157014489,0.0031044084049373826,0.01612657268602294,0.0021514173693245086,0.027265065381876265,0.015084283276153855,0.01994501888178357,0.003268114774893336,0.026250827622673993,0.0038319814907048786,0.005070279275183125,0.007855545136635885,0.004327063410523949,0.01190071698810712,0.00036208638888371274,0.004747996122974784,0.01143744703193594,0.011434271119030984,0.002014008227266953,0.009104965727862409,0.010597198677449458,0.01137992130052253,0.004999339626145026,0.013914137355818965,0.007309507659586526,0.01375896443366196,0.021435786342100145,0.013761701607209926,0.0015436478398725305,0.005272517472815464,0.012577831654149593,0.016482822030157718,0.009982450780945725,0.01481071819746151,0.010312241287628544
ENSG00000002933,TMEM176A,0.1279540352048892,0.019277248513700954,0.05035675064916173,0.07930811470674841,0.1190136490742571,0.020678702554424874,0.04573088302407717,0.036360548984238135,0.05275456030240109,0.0014510963818748918,0.08917398834345855,0.1760715291079511,0.144767721023172,0.04585947305458918,0.08111597683495667,0.037015079433143985,0.03020449109335338,0.05059050704479859,0.0885287476867229,0.01438079815174767,0.18792307766703384,0.0007509877751029903,0.030002595285080702,0.09131308820655211,0.10471842883057292,0.043775071805138094,0.04155970093178643,0.04706143187257908,0.05512588327434544,0.010032242741237096,0.20684814418923875,0.1082438269707196,0.06309205539119511,0.08043497813741082,0.12684618541004372,0.07166633141879158
ENSG00000003056,M6PR,0.06710499828386798,0.035576330046792747,0.011723516571276703,0.1299893226464561,0.028005138201529688,0.06871106461784561,0.012706512943700976,0.04128288146305434,0.057921675617136,0.03055218532448822,0.06346201805384519,0.052202861258626616,0.01844473458500287,0.029929623754933757,0.03005819491018924,0.007208987837483992,0.0877286495235711,0.13218987475110608,0.09239395092110733,0.029066466566674137,0.1730858818803684,0.0044123557555210855,0.047335058441692515,0.0052325755806306926,0.043414604414401814,0.05176859482339888,0.015539977859374728,0.051783458667069196,0.021626290364698708,0.09162884942527078,0.11683214599178846,0.019095030328243955,0.16588321569688977,0.006495845767401252,0.059234865467537146,0.054275078238370744
ENSG00000003096,KLHL13,0.03111305794889285,0.02764218876119371,0.021620879013349723,0.0003038540117377281,0.02775071619476449,0.007691973523914122,0.030063969601777006,0.012975451199024421,0.007019554736385232,0.01709799333974967,0.031084436763402404,0.01872773943691189,0.03989113217983442,0.010395754002329435,0.07765108931444234,0.06763317624640666,0.00613896659885929,0.0064686736820769855,0.04001508901623953,0.007063499310649096,0.009288181021923645,0.003173765730136169,0.050887249087116435,0.07356152018185344,0.028746298372199296,0.012384664740170182,0.035436841032139024,0.0008536254515614568,0.034714749314868405,0.017606050597460475,0.04080928576062125,0.01650072142054436,0.003297647325914265,0.04269551693299244,0.018957631649287623,0.025064655528592276
ENSG00000003137,CYP26B1,0.009822425649774938,0.003142995163363143,0.0015498542564838344,0.006917324370101549,0.005997087507462898,0.019125880314336874,0.01316496781541664,0.010028918406494287,0.005337117450998109,0.006533655639865804,0.014990719024182813,0.004265877556806867,0.006986799641370423,0.0037819213237246215,0.00022452340789749867,0.002236810797811111,0.0013345573445495505,0.002007737703736992,0.005290264657423339,0.006574434894795965,0.005393268664157876,0.003531129248497196,0.007008712087357703,0.007553430766152664,0.0034286283515256575,0.0010508299687110954,0.012409062457355392,0.003479498453601469,0.010652015723118845,0.002043070020697136,0.0025537529096210823,0.0068241564355267,0.0038977518668013417,0.004091009219425791,0.0014767218560457623,0.005848768884434086
ENSG00000003147,ICA1,0.022302732979936166,0.12634829260908337,0.08513481127942409,0.01023223323031687,0.033935864788844715,0.16800542163286916,0.06962532641823471,0.03785398499876089,0.08845805539640536,0.0931973309644322,0.23688747232068597,0.1389421554694643,0.003058516717744951,0.05862680002426157,0.19211241520187083,0.3000503410039006,0.00481668206149099,0.034996813464852033,0.14802647355257417,0.02335731887169024,0.019800857471096805,0.06254400914403267,0.030664922268664394,0.07401395076327144,0.0064494754979366915,0.09277095188769423,0.03354899646602151,0.012685574430486103,0.10381596157983529,0.04144553672315731,0.043942424111392736,0.023988952850481984,0.027121105103474378,0.08732609001188638,0.11247851879698542,0.07567332485980745
ENSG00000003249,DBNDD1,0.0033625134434530466,0.00291561020027688,0.00268596922566591,0.0017233354070678806,0.0006960098264457539,0.0012441015593123287,0.0009579037036803457,0.002588181682247074,0.0029593787925763296,0.0007711542120570336,0.00013053892172213387,0.012124277190181585,0.004227587711560209,0.0108479630142789,0.01211126430083358,0.009691692081707962,0.0005224524060388567,0.001692195691209558,0.0014743621451764628,0.027520316150943896,0.005464403073201916,0.004827990855012783,0.01284186998447333,0.006168351760310374,0.0034480850542597617,0.0031817125101332093,0.001787772520897935,0.003643218878899259,0.004526256047404973,0.0007793623765140006,0.006488182904467101,0.011274660568315957,0.001989385806631317,0.004599420465950321,0.006147893921798032,0.005069010696991601
ENSG00000003393,ALS2,0.06247919712851377,0.07756145392794826,0.059067539540938935,0.024467757039530774,0.021056535724577802,0.019009277520876815,0.010147865823262998,0.04943807955533902,0.04095988577360244,9.34509991944478e-05,0.005445019307507388,0.004649128608798664,0.007131846497741359,0.022887761656954532,0.1667542353048528,0.17904082421859357,0.011201627866929376,0.07179103286828988,0.07568039705099155,0.004310983950904599,0.028857653773132444,0.05888501300363058,0.030725123982375476,0.1113699306348838,0.05641472417790585,0.0394182639239199,0.0887204802815988,0.004064716598820142,0.036816940327921245,0.053307592686829344,0.10161644853000958,0.010030675339901983,0.022146118611823765,0.035937389205087544,0.13682921248630636,0.049380405255128455
ENSG00000003402,CFLAR,0.24111437231743985,0.1519832235537153,0.076604448239091,0.11714824660101196,0.13191578762565284,0.1987596263904377,0.0841085144392264,0.001120532947411712,0.07344270718413393,0.06754529120727006,0.30461960115099773,0.06368065695169034,0.10982556773552554,0.20232799793415757,0.1059955094623537,0.21168521937665546,0.009695194356269522,0.031541637890023844,0.24934423910259362,0.12910010905435187,0.1650364308845016,0.08812112140989391,0.009194988602454993,0.15410455093307437,0.03134672795589549,0.026606436670273938,0.34086445661453524,0.17685329006249811,0.26717894994339564,0.14475909343002896,0.21035815404930502,0.0035943186312164116,0.20146921932993866,0.19032219183860197,0.34021876804789297,0.1403310623406719
ENSG00000003436,TFPI,0.10965327372569215,0.2317329808261868,0.16082550404200124,0.008728784934071143,0.08258564097901774,0.13544514721284956,0.09010812976812577,0.06895559308153892,0.1587983153603389,0.1078300937386337,0.45848767950520036,0.2997894324822631,0.16033583726546694,0.06782110835861273,0.38096022347507935,0.3016966681309954,0.06097612646998453,0.19680945209992165,0.10964413798638281,0.013447947601954193,0.16414061515576966,0.19812327435304142,0.5647729964630352,0.3067936382864638,0.15578502084099402,0.1294415685554135,0.019479595246985344,0.03965166350765731,0.32803937915551695,0.0075355813779009045,0.1521978556962413,0.0024521075561360836,0.12094280823622891,0.08210828030821943,0.3095993944946166,0.16530559589367244
ENSG00000003509,NDUFAF7,0.024125805549553413,0.003358923534266253,0.006598654429147767,0.01722775733016159,6.889430179696492e-05,0.01868685618950072,0.020861712602518744,0.008937307865025924,0.008681717804803665,0.026592796553992895,0.0032850106927164845,0.0032394898644656513,0.0026771880689469493,0.015635558546849927,0.0094718498811119,0.020828484316648768,0.007933345016805851,0.0031643303408134095,0.027843006310205143,0.0016211079782019223,0.010404796789390356,0.01066280647258611,0.012151059659384936,0.004010538680334165,0.00018715919706608145,0.017253226797716088,0.017944237565289525,0.024122092692528112,0.018904355377428704,0.007043377378844878,0.001338533375443124,0.0045763848467451,0.014200194660193838,0.00303027161287139,0.00015976241074688868,0.010766531276974377
ENSG00000003756,RBM5,0.06910776875728442,0.07341609944973405,0.03348273125491293,0.013602478946287782,0.028423156267676747,0.009896288940501374,0.00813647208982832,0.10110742801466227,0.02554360342289348,0.008926909626747297,0.11128222006277155,0.007341632784067353,0.004175519159938919,0.042691588457804845,0.13416967680701458,0.15002153169420113,0.0010321614960928584,0.07619070629289518,0.06986970781159349,0.061520039362969715,0.023409197594928415,0.05048085750074124,0.0549331012061929,0.07210644294308852,0.025245343023525147,0.06078141045859411,0.04849818784144365,0.023100663094405394,0.030047603878676155,0.0002674202525791841,0.041887578243075846,0.024323668351787273,0.08581728169416811,0.0003605759428335362,0.06285328088038884,0.0466871523887516
