human_ensembl_id,mouse_ensembl_id,pct_identity,seq_divergence
ENSG00000004838,ENSMUSG00000010044,88.6364,11.363600000000005
ENSG00000148965,ENSMUSG00000040017,57.6923,42.3077
ENSG00000166788,ENSMUSG00000006763,79.7468,20.253200000000007
ENSG00000133961,ENSMUSG00000021224,93.55850000000001,6.441499999999991
ENSG00000167705,ENSMUSG00000038195,71.8123,28.187700000000007
ENSG00000144771,ENSMUSG00000045776,63.08395,36.91605
ENSG00000100242,ENSMUSG00000042524,82.19,17.810000000000002
ENSG00000106070,ENSMUSG00000020176,78.15145,21.848550000000003
ENSG00000111837,ENSMUSG00000021363,83.6169,16.3831
ENSG00000060138,ENSMUSG00000030189,87.605,12.394999999999996
ENSG00000133256,ENSMUSG00000029491,93.33345,6.666550000000001
ENSG00000153317,ENSMUSG00000022377,95.3201,4.6799000000000035
ENSG00000169184,ENSMUSG00000070576,90.41585,9.584149999999994
ENSG00000162520,ENSMUSG00000001333,77.5333,22.466700000000003
ENSG00000177191,ENSMUSG00000059479,76.85275,23.14725
ENSG00000187867,ENSMUSG00000047986,53.50185,46.49815
ENSG00000174177,ENSMUSG00000049482,76.96799999999999,23.03200000000001
ENSG00000137473,ENSMUSG00000037101,74.63135,25.368650000000002
ENSG00000136270,ENSMUSG00000000384,75.6543,24.345699999999994
ENSG00000138399,ENSMUSG00000027086,67.9076,32.0924
ENSG00000118246,ENSMUSG00000025962,64.91815,35.08185
ENSG00000124279,ENSMUSG00000021532,64.5503,35.44970000000001
ENSG00000164896,ENSMUSG00000028959,89.2151,10.784899999999993
ENSG00000215251,ENSMUSG00000079043,72.49225,27.50775
ENSG00000007202,ENSMUSG00000010277,94.51775,5.482249999999993
ENSG00000140319,ENSMUSG00000009549,80.57485,19.425150000000002
ENSG00000054277,ENSMUSG00000026525,87.28235000000001,12.717649999999992
ENSG00000122375,ENSMUSG00000021799,73.0081,26.9919
ENSG00000060069,ENSMUSG00000033323,77.87615,22.123850000000004
ENSG00000124564,ENSMUSG00000036083,64.6586,35.34139999999999
ENSG00000172985,ENSMUSG00000037990,82.7277,17.2723
ENSG00000179632,ENSMUSG00000022553,94.1648,5.8352
ENSG00000169840,ENSMUSG00000053129,97.146,2.853999999999999
ENSG00000214513,ENSMUSG00000068302,56.6476,43.3524
ENSG00000118526,ENSMUSG00000045680,96.0894,3.9106000000000023
ENSG00000100425,ENSMUSG00000022387,90.0256,9.974400000000003
ENSG00000108352,ENSMUSG00000038020,94.4109,5.589100000000002
ENSG00000197894,ENSMUSG00000028138,92.246,7.754000000000005
ENSG00000120800,ENSMUSG00000004356,86.11410000000001,13.885899999999992
ENSG00000171853,ENSMUSG00000020628,75.84225,24.157749999999993
ENSG00000090382,ENSMUSG00000020177,60.2067,39.7933
ENSG00000140749,ENSMUSG00000035004,62.347449999999995,37.652550000000005
ENSG00000144426,ENSMUSG00000073664,89.82079999999999,10.179200000000009
ENSG00000144560,ENSMUSG00000030315,90.24445,9.75555
ENSG00000023445,ENSMUSG00000032000,74.12955,25.870450000000005
ENSG00000110330,ENSMUSG00000057367,83.7418,16.258200000000002
ENSG00000139832,ENSMUSG00000031504,82.65559999999999,17.344400000000007
ENSG00000171222,ENSMUSG00000046229,67.5643,32.4357
ENSG00000095485,ENSMUSG00000025200,89.1164,10.883600000000001
ENSG00000172456,ENSMUSG00000028573,91.02455,8.975449999999995
ENSG00000197417,ENSMUSG00000005951,87.42175,12.578249999999997
ENSG00000093217,ENSMUSG00000035769,86.49305,13.506950000000003
ENSG00000196475,ENSMUSG00000050553,84.5529,15.447100000000006
ENSG00000175066,ENSMUSG00000041440,80.71675,19.283249999999995
ENSG00000198168,ENSMUSG00000074093,80.5195,19.480500000000006
ENSG00000196468,ENSMUSG00000031230,99.5169,0.4830999999999932
ENSG00000184661,ENSMUSG00000048922,51.2933,48.7067
ENSG00000148773,ENSMUSG00000031004,41.2933,58.7067
ENSG00000105989,ENSMUSG00000010797,96.3889,3.6110999999999933
ENSG00000078403,ENSMUSG00000026743,93.1648,6.8352
ENSG00000149257,ENSMUSG00000070436,94.85040000000001,5.149599999999992
ENSG00000013364,ENSMUSG00000030681,89.7676,10.232399999999998
ENSG00000135018,ENSMUSG00000005312,88.47455,11.525450000000006
ENSG00000116977,ENSMUSG00000057554,79.62105,20.378950000000003
ENSG00000186522,ENSMUSG00000019917,82.4838,17.516199999999998
ENSG00000132554,ENSMUSG00000037627,75.89255,24.10745
ENSG00000165072,ENSMUSG00000033207,89.9417,10.058300000000003
ENSG00000169946,ENSMUSG00000022306,93.9183,6.081699999999998
ENSG00000179588,ENSMUSG00000049577,74.1652,25.8348
ENSG00000084090,ENSMUSG00000027367,91.79155,8.20845
ENSG00000204954,ENSMUSG00000063320,79.7772,20.222800000000007
ENSG00000167881,ENSMUSG00000020780,95.36765,4.632350000000002
ENSG00000164037,ENSMUSG00000050150,62.727050000000006,37.272949999999994
ENSG00000164038,ENSMUSG00000037994,80.44964999999999,19.55035000000001
ENSG00000153094,ENSMUSG00000027381,87.31190000000001,12.688099999999991
ENSG00000204314,ENSMUSG00000015476,97.3856,2.6144000000000034
ENSG00000130985,ENSMUSG00000001924,95.5577,4.442300000000003
ENSG00000060688,ENSMUSG00000074088,98.182,1.8179999999999978
ENSG00000122477,ENSMUSG00000027961,85.1198,14.880200000000002
ENSG00000052749,ENSMUSG00000035049,90.5093,9.490700000000004
ENSG00000179314,ENSMUSG00000020811,85.78960000000001,14.210399999999993
ENSG00000007237,ENSMUSG00000033066,96.8487,3.151300000000006
ENSG00000204220,ENSMUSG00000024309,99.2248,0.7751999999999981
ENSG00000138629,ENSMUSG00000055720,97.6316,2.368399999999994
ENSG00000102794,ENSMUSG00000022126,81.738,18.262
ENSG00000110931,ENSMUSG00000029471,91.6667,8.333299999999994
ENSG00000159082,ENSMUSG00000022973,85.04235,14.957650000000001
ENSG00000011347,ENSMUSG00000024743,97.8879,2.112099999999998
ENSG00000105245,ENSMUSG00000063160,95.4674,4.532600000000002
ENSG00000175764,ENSMUSG00000026885,76.2807,23.719300000000004
ENSG00000138604,ENSMUSG00000032252,95.87049999999999,4.129500000000007
ENSG00000170100,ENSMUSG00000067430,39.2819,60.7181
ENSG00000173762,ENSMUSG00000025163,48.66075,51.33925
ENSG00000145882,ENSMUSG00000024579,93.42779999999999,6.572200000000009
ENSG00000116005,ENSMUSG00000029998,78.8119,21.188100000000006
ENSG00000215218,ENSMUSG00000052981,75.53020000000001,24.469799999999992
ENSG00000173699,ENSMUSG00000026226,33.2559,66.7441
ENSG00000172943,ENSMUSG00000041229,94.77289999999999,5.227100000000007
ENSG00000103353,ENSMUSG00000030870,89.0069,10.993099999999998
ENSG00000142669,ENSMUSG00000028843,95.6989,4.301100000000005
ENSG00000263639,ENSMUSG00000021907,43.172650000000004,56.827349999999996
ENSG00000215183,ENSMUSG00000078719,91.3669,8.633099999999999
ENSG00000175213,ENSMUSG00000075040,67.41585,32.584149999999994
ENSG00000124496,ENSMUSG00000064043,88.38990000000001,11.610099999999989
ENSG00000173418,ENSMUSG00000002728,100.0,0.0
ENSG00000103540,ENSMUSG00000033904,69.9779,30.022099999999995
ENSG00000077063,ENSMUSG00000000416,85.4744,14.525599999999997
ENSG00000101019,ENSMUSG00000005882,88.2195,11.780500000000004
ENSG00000180767,ENSMUSG00000056643,78.29079999999999,21.70920000000001
ENSG00000116221,ENSMUSG00000028622,79.9054,20.0946
ENSG00000119446,ENSMUSG00000026889,98.9474,1.0525999999999982
ENSG00000133315,ENSMUSG00000036278,86.11195000000001,13.888049999999993
ENSG00000177294,ENSMUSG00000070388,83.84195,16.158050000000003
ENSG00000186666,ENSMUSG00000037525,78.34774999999999,21.65225000000001
ENSG00000146834,ENSMUSG00000029726,88.8817,11.118300000000005
ENSG00000174808,ENSMUSG00000082361,77.74709999999999,22.25290000000001
ENSG00000143851,ENSMUSG00000031506,92.35065,7.649349999999998
ENSG00000124507,ENSMUSG00000040276,95.3683,4.631699999999995
ENSG00000100266,ENSMUSG00000016664,93.8272,6.172799999999995
ENSG00000165912,ENSMUSG00000027257,94.3396,5.660399999999996
ENSG00000142224,ENSMUSG00000016524,67.9892,32.0108
ENSG00000162891,ENSMUSG00000026416,75.0,25.0
ENSG00000162892,ENSMUSG00000026420,62.79435000000001,37.20564999999999
ENSG00000136634,ENSMUSG00000016529,73.0337,26.966300000000004
ENSG00000176547,ENSMUSG00000075069,84.27045,15.729550000000003
ENSG00000070423,ENSMUSG00000035890,93.5907,6.409300000000002
ENSG00000143340,ENSMUSG00000015484,85.37385,14.626149999999996
ENSG00000178473,ENSMUSG00000044988,63.39005,36.60995
ENSG00000145040,ENSMUSG00000049699,59.5567,40.4433
ENSG00000143641,ENSMUSG00000089704,96.05619999999999,3.94380000000001
ENSG00000185988,ENSMUSG00000035486,51.3343,48.6657
ENSG00000134294,ENSMUSG00000022462,88.3172,11.6828
ENSG00000101162,ENSMUSG00000016255,91.796,8.203999999999994
ENSG00000186104,ENSMUSG00000030670,88.6228,11.377200000000002
ENSG00000167759,ENSMUSG00000054046,78.1196,21.880399999999995
ENSG00000167755,ENSMUSG00000050063,67.22525,32.77475
ENSG00000100448,ENSMUSG00000040314,67.0633,32.9367
ENSG00000092009,ENSMUSG00000022225,72.23685,27.763149999999996
ENSG00000170260,ENSMUSG00000052763,79.636,20.364000000000004
ENSG00000158805,ENSMUSG00000001065,80.6189,19.381100000000004
ENSG00000172331,ENSMUSG00000038871,92.278,7.721999999999994
ENSG00000164708,ENSMUSG00000020475,92.0949,7.9051000000000045
ENSG00000151176,ENSMUSG00000029598,80.81295,19.18705
ENSG00000121316,ENSMUSG00000030214,77.6071,22.392899999999997
ENSG00000148123,ENSMUSG00000063446,96.3077,3.692300000000003
ENSG00000121542,ENSMUSG00000034473,96.7427,3.2573000000000008
ENSG00000128271,ENSMUSG00000020178,81.2657,18.734300000000005
ENSG00000170425,ENSMUSG00000018500,87.6506,12.349400000000003
ENSG00000282608,ENSMUSG00000000562,73.46955,26.530450000000002
ENSG00000163485,ENSMUSG00000042429,94.7853,5.2146999999999935
ENSG00000165644,ENSMUSG00000021773,85.4962,14.503799999999998
ENSG00000198863,ENSMUSG00000035007,89.25104999999999,10.748950000000008
ENSG00000134690,ENSMUSG00000028873,77.6996,22.300399999999996
ENSG00000186687,ENSMUSG00000020268,83.6538,16.346199999999996
ENSG00000002822,ENSMUSG00000029554,80.97565,19.02435
ENSG00000107537,ENSMUSG00000026664,78.1065,21.893500000000003
ENSG00000092421,ENSMUSG00000019647,94.32855,5.671449999999993
ENSG00000135740,ENSMUSG00000014786,95.20635,4.7936499999999995
ENSG00000138175,ENSMUSG00000025035,98.3516,1.6483999999999952
ENSG00000109255,ENSMUSG00000029236,73.5632,26.436800000000005
ENSG00000109016,ENSMUSG00000042569,77.7812,22.2188
ENSG00000197024,ENSMUSG00000062519,91.3619,8.638099999999994
ENSG00000111275,ENSMUSG00000029455,94.59495000000001,5.405049999999989
ENSG00000115963,ENSMUSG00000017144,100.0,0.0
ENSG00000133216,ENSMUSG00000028664,99.4425,0.5575000000000045
ENSG00000186810,ENSMUSG00000050232,85.71445,14.28555
ENSG00000160683,ENSMUSG00000047880,83.1105,16.889499999999998
ENSG00000163464,ENSMUSG00000048480,63.90885,36.09115
ENSG00000180871,ENSMUSG00000026180,70.93195,29.06805
ENSG00000121966,ENSMUSG00000045382,90.3041,9.695899999999995
ENSG00000168060,ENSMUSG00000054999,81.3477,18.652299999999997
ENSG00000077616,ENSMUSG00000043943,88.1081,11.891900000000007
ENSG00000086205,ENSMUSG00000001773,85.08670000000001,14.913299999999992
ENSG00000177694,ENSMUSG00000102758,77.9874,22.012600000000006
ENSG00000072274,ENSMUSG00000022797,76.42835,23.571650000000005
ENSG00000106327,ENSMUSG00000029716,84.92835,15.071650000000005
ENSG00000203724,ENSMUSG00000079283,67.68505,32.314949999999996
ENSG00000135473,ENSMUSG00000005682,96.6103,3.389700000000005
ENSG00000169288,ENSMUSG00000029486,76.87450000000001,23.125499999999988
ENSG00000173113,ENSMUSG00000038812,80.8,19.200000000000003
ENSG00000182601,ENSMUSG00000078591,89.0661,10.933899999999994
ENSG00000143751,ENSMUSG00000038806,66.96405,33.03595
ENSG00000183431,ENSMUSG00000028902,99.2016,0.7984000000000009
ENSG00000059378,ENSMUSG00000038507,80.7406,19.2594
ENSG00000155366,ENSMUSG00000002233,100.0,0.0
ENSG00000143878,ENSMUSG00000054364,100.0,0.0
ENSG00000067560,ENSMUSG00000007815,99.4819,0.518100000000004
ENSG00000119487,ENSMUSG00000038696,97.1264,2.873599999999996
ENSG00000077984,ENSMUSG00000068129,71.28115,28.718850000000003
ENSG00000186577,ENSMUSG00000062753,96.0784,3.921599999999998
ENSG00000088543,ENSMUSG00000037977,83.4387,16.561300000000003
ENSG00000113312,ENSMUSG00000041278,83.2192,16.7808
ENSG00000121769,ENSMUSG00000028773,85.7143,14.285700000000006
ENSG00000153558,ENSMUSG00000032507,95.9811,4.018900000000002
ENSG00000108306,ENSMUSG00000020883,99.7706,0.22939999999999827
ENSG00000004700,ENSMUSG00000030243,85.11955,14.880449999999996
ENSG00000118162,ENSMUSG00000006021,88.22595,11.774050000000003
ENSG00000181982,ENSMUSG00000045790,81.97295,18.027050000000003
ENSG00000161911,ENSMUSG00000023993,66.68684999999999,33.31315000000001
ENSG00000135632,ENSMUSG00000033706,90.1684,9.831599999999995
ENSG00000110344,ENSMUSG00000059890,96.52080000000001,3.4791999999999916
ENSG00000130939,ENSMUSG00000028960,92.5342,7.4658000000000015
ENSG00000100650,ENSMUSG00000021134,98.52535,1.474649999999997
ENSG00000143162,ENSMUSG00000040713,76.8182,23.181799999999996
ENSG00000175874,ENSMUSG00000050967,83.04595,16.954049999999995
ENSG00000109113,ENSMUSG00000002059,94.9807,5.019300000000001
ENSG00000169896,ENSMUSG00000030786,73.0518,26.9482
ENSG00000070886,ENSMUSG00000028661,95.17175,4.828249999999997
ENSG00000100156,ENSMUSG00000032988,83.7471,16.252899999999997
ENSG00000184347,ENSMUSG00000056427,94.0249,5.975099999999998
ENSG00000126264,ENSMUSG00000064109,72.57385,27.426150000000007
ENSG00000171960,ENSMUSG00000060288,100.0,0.0
ENSG00000241852,ENSMUSG00000044551,62.10685,37.89315
ENSG00000143632,ENSMUSG00000031972,100.0,0.0
ENSG00000241404,ENSMUSG00000015467,80.2048,19.795199999999994
ENSG00000145979,ENSMUSG00000021368,90.785,9.215000000000003
ENSG00000159189,ENSMUSG00000036896,73.72735,26.27265
ENSG00000166143,ENSMUSG00000027317,81.78795,18.212050000000005
ENSG00000173457,ENSMUSG00000073730,73.36265,26.637349999999998
ENSG00000198729,ENSMUSG00000040653,91.18625,8.813749999999999
ENSG00000167641,ENSMUSG00000037166,85.034,14.965999999999994
ENSG00000088002,ENSMUSG00000003271,68.39150000000001,31.608499999999992
ENSG00000065325,ENSMUSG00000049928,78.04995,21.950050000000005
ENSG00000111802,ENSMUSG00000035958,64.76185000000001,35.23814999999999
ENSG00000230601,ENSMUSG00000058935,49.659099999999995,50.340900000000005
ENSG00000072756,ENSMUSG00000013736,92.6267,7.3733
ENSG00000082269,ENSMUSG00000026153,84.2113,15.788700000000006
ENSG00000066697,ENSMUSG00000039693,96.3636,3.6363999999999947
ENSG00000175899,ENSMUSG00000030111,72.3881,27.611900000000006
ENSG00000214212,ENSMUSG00000057191,70.376,29.623999999999995
ENSG00000108561,ENSMUSG00000018446,86.27695,13.72305
ENSG00000138813,ENSMUSG00000012042,56.09875,43.90125
ENSG00000135222,ENSMUSG00000063157,46.8327,53.1673
ENSG00000164163,ENSMUSG00000058355,100.0,0.0
ENSG00000167468,ENSMUSG00000075706,92.8934,7.1066
ENSG00000187821,ENSMUSG00000047171,92.11775,7.882249999999999
ENSG00000170153,ENSMUSG00000047747,94.62865,5.371350000000007
ENSG00000141401,ENSMUSG00000024525,90.3125,9.6875
ENSG00000139549,ENSMUSG00000023000,96.4646,3.5353999999999957
ENSG00000167378,ENSMUSG00000041037,80.0217,19.978300000000004
ENSG00000139117,ENSMUSG00000052560,97.64635,2.353650000000002
ENSG00000163738,ENSMUSG00000029376,88.48245,11.51755
ENSG00000173237,ENSMUSG00000042041,69.2436,30.7564
ENSG00000198130,ENSMUSG00000041426,81.9716,18.028400000000005
ENSG00000165406,ENSMUSG00000025702,82.91135,17.08865
ENSG00000268655,ENSMUSG00000118462,55.0454,44.9546
ENSG00000162344,ENSMUSG00000031073,47.92725,52.07275
ENSG00000165832,ENSMUSG00000025086,80.95235,19.047650000000004
ENSG00000197702,ENSMUSG00000030770,92.0459,7.954099999999997
ENSG00000188677,ENSMUSG00000022438,90.8095,9.1905
ENSG00000138964,ENSMUSG00000022439,79.4562,20.543800000000005
ENSG00000121892,ENSMUSG00000029202,98.08955,1.9104499999999973
ENSG00000197746,ENSMUSG00000004207,65.74119999999999,34.25880000000001
ENSG00000169045,ENSMUSG00000007850,94.5215,5.478499999999997
ENSG00000126945,ENSMUSG00000045427,99.1091,0.890900000000002
ENSG00000198826,ENSMUSG00000041219,69.37545,30.62455
ENSG00000165801,ENSMUSG00000004562,86.4954,13.504599999999996
ENSG00000108733,ENSMUSG00000018733,89.415,10.584999999999994
ENSG00000144580,ENSMUSG00000026174,99.6656,0.33440000000000225
ENSG00000204334,ENSMUSG00000075302,45.42475,54.57525
ENSG00000174851,ENSMUSG00000024875,92.4915,7.508499999999998
ENSG00000167645,ENSMUSG00000030588,89.28205,10.717950000000002
ENSG00000155097,ENSMUSG00000022295,98.1675,1.832499999999996
ENSG00000143882,ENSMUSG00000020566,87.66035,12.339650000000006
ENSG00000185436,ENSMUSG00000062157,59.7277,40.2723
ENSG00000146006,ENSMUSG00000071862,98.15719999999999,1.842800000000011
ENSG00000248771,ENSMUSG00000074300,61.9718,38.0282
ENSG00000067955,ENSMUSG00000031885,98.9305,1.069500000000005
ENSG00000028203,ENSMUSG00000036099,83.68610000000001,16.31389999999999
ENSG00000174788,ENSMUSG00000004630,79.2157,20.7843
ENSG00000152611,ENSMUSG00000039676,94.7115,5.288499999999999
ENSG00000143842,ENSMUSG00000070643,89.72135,10.278649999999999
ENSG00000077157,ENSMUSG00000073557,89.99065,10.009349999999998
ENSG00000113327,ENSMUSG00000020436,99.05175,0.9482500000000016
ENSG00000183569,ENSMUSG00000058586,64.57475000000001,35.42524999999999
ENSG00000106025,ENSMUSG00000029669,98.0328,1.9672000000000054
ENSG00000104517,ENSMUSG00000037487,98.23115,1.7688500000000005
ENSG00000181958,ENSMUSG00000075090,83.121,16.879000000000005
ENSG00000166860,ENSMUSG00000044617,88.764,11.236000000000004
ENSG00000167220,ENSMUSG00000025421,89.1892,10.8108
ENSG00000178951,ENSMUSG00000035011,88.47985,11.520150000000001
ENSG00000116525,ENSMUSG00000041000,99.1579,0.8421000000000021
ENSG00000162755,ENSMUSG00000045259,83.5481,16.451899999999995
ENSG00000175756,ENSMUSG00000065990,68.6721,31.3279
ENSG00000172375,ENSMUSG00000032120,90.9348,9.065200000000004
ENSG00000157617,ENSMUSG00000045975,72.2701,27.7299
ENSG00000100348,ENSMUSG00000005354,88.5542,11.445800000000006
ENSG00000102606,ENSMUSG00000031511,89.01859999999999,10.981400000000008
ENSG00000124766,ENSMUSG00000076431,84.3618,15.638199999999998
ENSG00000135750,ENSMUSG00000033998,94.9405,5.0595
ENSG00000178741,ENSMUSG00000000088,86.50225,13.497749999999996
ENSG00000014123,ENSMUSG00000040359,90.6113,9.3887
ENSG00000184166,ENSMUSG00000058275,86.859,13.141000000000005
ENSG00000196570,ENSMUSG00000044444,88.3212,11.678799999999995
ENSG00000108518,ENSMUSG00000018293,95.7143,4.285700000000006
ENSG00000070087,ENSMUSG00000027805,99.2857,0.7142999999999944
ENSG00000163421,ENSMUSG00000030069,82.924,17.075999999999993
ENSG00000101974,ENSMUSG00000062949,94.5084,5.491600000000005
ENSG00000243477,ENSMUSG00000079334,72.49119999999999,27.508800000000008
ENSG00000165985,ENSMUSG00000049630,99.6078,0.39220000000000255
ENSG00000128833,ENSMUSG00000033590,89.2652,10.734800000000007
ENSG00000148834,ENSMUSG00000025068,71.518,28.482
ENSG00000159374,ENSMUSG00000030041,71.577,28.423000000000002
ENSG00000154240,ENSMUSG00000020728,84.5039,15.496099999999998
ENSG00000214216,ENSMUSG00000051777,81.08765,18.912350000000004
ENSG00000242114,ENSMUSG00000004748,86.747,13.253
ENSG00000144034,ENSMUSG00000054226,85.1429,14.857100000000003
ENSG00000061455,ENSMUSG00000069378,95.21415,4.785849999999996
ENSG00000215421,ENSMUSG00000048410,74.94435,25.05565
ENSG00000244694,ENSMUSG00000042256,93.5313,6.468699999999998
ENSG00000141012,ENSMUSG00000015027,83.8775,16.122500000000002
ENSG00000100065,ENSMUSG00000033170,88.992,11.007999999999996
ENSG00000079557,ENSMUSG00000029369,67.27795,32.722049999999996
ENSG00000081051,ENSMUSG00000054932,63.9216,36.0784
ENSG00000163631,ENSMUSG00000029368,72.47335,27.526650000000004
ENSG00000145321,ENSMUSG00000035540,77.68455,22.31545
ENSG00000143458,ENSMUSG00000038766,81.10065,18.89935
ENSG00000240720,ENSMUSG00000040367,65.85050000000001,34.14949999999999
ENSG00000288859,ENSMUSG00000063954,100.0,0.0
