gene_stable_id	protein_stable_id	species	identity	homology_type	homology_gene_stable_id	homology_protein_stable_id	homology_species	homology_identity	dn	ds	goc_score	wga_coverage	is_high_confidence	homology_id
ENSG00000003436	ENSP00000233156	homo_sapiens	58.5526	ortholog_one2one	ENSMUSG00000027082	ENSMUSP00000107347	mus_musculus	58.1699	NULL	NULL	50	89.70	1	89759887
ENSG00000003509	ENSP00000002125	homo_sapiens	82.7664	ortholog_one2one	ENSMUSG00000024082	ENSMUSP00000024887	mus_musculus	83.7156	NULL	NULL	100	100.00	1	89776112
ENSG00000003756	ENSP00000343054	homo_sapiens	97.6687	ortholog_one2one	ENSMUSG00000032580	ENSMUSP00000138379	mus_musculus	97.6687	NULL	NULL	100	100.00	1	89761155
ENSG00000003987	ENSP00000180173	homo_sapiens	94.5455	ortholog_one2one	ENSMUSG00000039431	ENSMUSP00000043851	mus_musculus	94.5455	NULL	NULL	100	100.00	1	89765415
ENSG00000003989	ENSP00000419140	homo_sapiens	88.1459	ortholog_one2one	ENSMUSG00000031596	ENSMUSP00000112848	mus_musculus	86.0534	NULL	NULL	100	100.00	1	89767607
ENSG00000004059	ENSP00000000233	homo_sapiens	100	ortholog_one2one	ENSMUSG00000020440	ENSMUSP00000020717	mus_musculus	100	NULL	NULL	100	100.00	1	89758865
ENSG00000004139	ENSP00000468032	homo_sapiens	93.7845	ortholog_one2one	ENSMUSG00000050132	ENSMUSP00000103922	mus_musculus	88.8743	NULL	NULL	100	100.00	1	89769559
ENSG00000004142	ENSP00000475924	homo_sapiens	95.1087	ortholog_one2one	ENSMUSG00000001100	ENSMUSP00000001127	mus_musculus	95.1087	NULL	NULL	100	100.00	1	89766487
ENSG00000004399	ENSP00000317128	homo_sapiens	91.4805	ortholog_one2one	ENSMUSG00000030123	ENSMUSP00000015511	mus_musculus	91.4805	NULL	NULL	75	100.00	1	89767635
ENSG00000004455	ENSP00000499935	homo_sapiens	94.9791	ortholog_one2one	ENSMUSG00000028792	ENSMUSP00000030583	mus_musculus	94.9791	NULL	NULL	100	100.00	1	89766282
ENSG00000004478	ENSP00000001008	homo_sapiens	89.5425	ortholog_one2one	ENSMUSG00000030357	ENSMUSP00000032508	mus_musculus	89.738	NULL	NULL	50	100.00	1	89768607
ENSG00000004487	ENSP00000383042	homo_sapiens	97.831	ortholog_one2one	ENSMUSG00000036940	ENSMUSP00000101473	mus_musculus	98.1672	NULL	NULL	100	100.00	1	89765274
ENSG00000004534	ENSP00000266022	homo_sapiens	88.8691	ortholog_one2one	ENSMUSG00000032582	ENSMUSP00000138400	mus_musculus	89.2665	NULL	NULL	100	100.00	1	89760467
ENSG00000004660	ENSP00000323118	homo_sapiens	93.4653	ortholog_one2one	ENSMUSG00000020785	ENSMUSP00000090613	mus_musculus	93.4653	NULL	NULL	100	100.00	1	89756247
ENSG00000004700	ENSP00000416739	homo_sapiens	85.0539	ortholog_one2one	ENSMUSG00000030243	ENSMUSP00000107434	mus_musculus	85.1852	NULL	NULL	100	100.00	1	89765406
ENSG00000004766	ENSP00000307666	homo_sapiens	96.2656	ortholog_one2one	ENSMUSG00000001376	ENSMUSP00000001412	mus_musculus	96.2656	NULL	NULL	100	100.00	1	89755324
ENSG00000004779	ENSP00000007516	homo_sapiens	85.8974	ortholog_one2one	ENSMUSG00000030869	ENSMUSP00000033157	mus_musculus	85.8974	NULL	NULL	100	100.00	1	89775061
ENSG00000004799	ENSP00000005178	homo_sapiens	92.944	ortholog_one2one	ENSMUSG00000019577	ENSMUSP00000019721	mus_musculus	92.7184	NULL	NULL	100	100.00	1	89769972
ENSG00000004838	ENSP00000231749	homo_sapiens	88.6364	ortholog_one2one	ENSMUSG00000010044	ENSMUSP00000010188	mus_musculus	88.6364	NULL	NULL	100	100.00	1	89761309
ENSG00000004846	ENSP00000384881	homo_sapiens	77.9634	ortholog_one2one	ENSMUSG00000072791	ENSMUSP00000046177	mus_musculus	78.0876	NULL	NULL	100	100.00	1	89754706
ENSG00000004864	ENSP00000265631	homo_sapiens	95.4074	ortholog_one2one	ENSMUSG00000015112	ENSMUSP00000139571	mus_musculus	95.2663	NULL	NULL	100	100.00	1	89758340
ENSG00000004866	ENSP00000325673	homo_sapiens	99.3068	ortholog_one2one	ENSMUSG00000029534	ENSMUSP00000080341	mus_musculus	99.3068	NULL	NULL	100	100.00	1	89773728
ENSG00000004897	ENSP00000066544	homo_sapiens	97.0874	ortholog_one2one	ENSMUSG00000020687	ENSMUSP00000102575	mus_musculus	96.2696	NULL	NULL	50	100.00	1	89772773
ENSG00000004939	ENSP00000262418	homo_sapiens	82.4369	ortholog_one2one	ENSMUSG00000006574	ENSMUSP00000006749	mus_musculus	80.8396	NULL	NULL	100	100.00	1	89756952
ENSG00000004948	ENSP00000389295	homo_sapiens	78.0591	ortholog_one2one	ENSMUSG00000023964	ENSMUSP00000075070	mus_musculus	69.4184	NULL	NULL	75	100.00	1	89768747
ENSG00000004975	ENSP00000005340	homo_sapiens	96.6033	ortholog_one2one	ENSMUSG00000020888	ENSMUSP00000140073	mus_musculus	96.6033	NULL	NULL	100	100.00	1	89759057
ENSG00000005001	ENSP00000161006	homo_sapiens	74.1325	ortholog_one2one	ENSMUSG00000045027	ENSMUSP00000039808	mus_musculus	76.5472	NULL	NULL	25	100.00	1	89766037
ENSG00000005020	ENSP00000005587	homo_sapiens	90.2507	ortholog_one2one	ENSMUSG00000059182	ENSMUSP00000145462	mus_musculus	90.5028	NULL	NULL	100	100.00	1	89756016
ENSG00000005059	ENSP00000378145	homo_sapiens	73.5119	ortholog_one2one	ENSMUSG00000027994	ENSMUSP00000029624	mus_musculus	73.5119	NULL	NULL	100	100.00	1	89774665
ENSG00000005073	ENSP00000006015	homo_sapiens	96.4856	ortholog_one2one	ENSMUSG00000038210	ENSMUSP00000040920	mus_musculus	96.4856	NULL	NULL	100	100.00	1	89771363
ENSG00000005100	ENSP00000225296	homo_sapiens	92.5035	ortholog_one2one	ENSMUSG00000040620	ENSMUSP00000104167	mus_musculus	93.6963	NULL	NULL	100	100.00	1	89756362
ENSG00000005102	ENSP00000321684	homo_sapiens	81.4961	ortholog_one2one	ENSMUSG00000001493	ENSMUSP00000051158	mus_musculus	81.8182	NULL	NULL	100	100.00	1	89769785
ENSG00000005108	ENSP00000406482	homo_sapiens	90.525	ortholog_one2one	ENSMUSG00000032625	ENSMUSP00000131662	mus_musculus	91.13	NULL	NULL	75	100.00	1	89761295
ENSG00000005156	ENSP00000367787	homo_sapiens	88.2061	ortholog_one2one	ENSMUSG00000020697	ENSMUSP00000021039	mus_musculus	87.5984	NULL	NULL	100	100.00	1	89756948
ENSG00000005175	ENSP00000005386	homo_sapiens	78.9474	ortholog_one2one	ENSMUSG00000022466	ENSMUSP00000023104	mus_musculus	79.5455	NULL	NULL	100	100.00	1	89775573
ENSG00000005187	ENSP00000289416	homo_sapiens	85.3242	ortholog_one2one	ENSMUSG00000030935	ENSMUSP00000102139	mus_musculus	80.3858	NULL	NULL	50	97.99	1	89770028
ENSG00000005189	ENSP00000261377	homo_sapiens	66.5375	ortholog_one2one	ENSMUSG00000030924	ENSMUSP00000102130	mus_musculus	67.8524	NULL	NULL	100	100.00	1	89755338
ENSG00000005194	ENSP00000377914	homo_sapiens	81.0897	ortholog_one2one	ENSMUSG00000031781	ENSMUSP00000125451	mus_musculus	81.877	NULL	NULL	100	100.00	1	89768723
ENSG00000005238	ENSP00000319897	homo_sapiens	91.0781	ortholog_one2one	ENSMUSG00000036002	ENSMUSP00000103592	mus_musculus	91.0781	NULL	NULL	100	100.00	1	89761270
ENSG00000005243	ENSP00000480707	homo_sapiens	89.0476	ortholog_one2one	ENSMUSG00000018672	ENSMUSP00000018816	mus_musculus	91.2195	NULL	NULL	100	100.00	1	89757549
ENSG00000005249	ENSP00000265717	homo_sapiens	97.1292	ortholog_one2one	ENSMUSG00000002997	ENSMUSP00000039797	mus_musculus	97.5962	NULL	NULL	100	100.00	1	89754454
ENSG00000005339	ENSP00000262367	homo_sapiens	95.864	ortholog_one2one	ENSMUSG00000022521	ENSMUSP00000023165	mus_musculus	95.9033	NULL	NULL	100	99.98	1	89758626
ENSG00000005379	ENSP00000345824	homo_sapiens	82.1217	ortholog_one2one	ENSMUSG00000034156	ENSMUSP00000048063	mus_musculus	82.6111	NULL	NULL	100	100.00	1	89762070
ENSG00000005381	ENSP00000225275	homo_sapiens	83.2215	ortholog_one2one	ENSMUSG00000009350	ENSMUSP00000020779	mus_musculus	86.351	NULL	NULL	100	100.00	1	89754364
ENSG00000005421	ENSP00000222381	homo_sapiens	82.2535	ortholog_one2one	ENSMUSG00000002588	ENSMUSP00000002663	mus_musculus	82.2535	NULL	NULL	100	100.00	1	89758696
ENSG00000005469	ENSP00000331981	homo_sapiens	85.6209	ortholog_one2one	ENSMUSG00000003623	ENSMUSP00000003720	mus_musculus	85.6209	NULL	NULL	100	100.00	1	89772942
ENSG00000005471	ENSP00000496956	homo_sapiens	90.9304	ortholog_one2one	ENSMUSG00000042476	ENSMUSP00000003717	mus_musculus	91.1442	NULL	NULL	100	100.00	1	89770152
ENSG00000005483	ENSP00000312379	homo_sapiens	89.6125	ortholog_one2one	ENSMUSG00000029004	ENSMUSP00000110781	mus_musculus	89.1328	NULL	NULL	100	100.00	1	89768424
ENSG00000005486	ENSP00000006777	homo_sapiens	87.3626	ortholog_one2one	ENSMUSG00000039917	ENSMUSP00000049060	mus_musculus	88.0886	NULL	NULL	100	100.00	1	89766207
ENSG00000005513	ENSP00000293894	homo_sapiens	82.0628	ortholog_one2one	ENSMUSG00000024176	ENSMUSP00000025003	mus_musculus	78.8793	NULL	NULL	100	100.00	1	89760907
ENSG00000005844	ENSP00000349252	homo_sapiens	69.6581	ortholog_one2one	ENSMUSG00000030830	ENSMUSP00000113396	mus_musculus	67.8601	NULL	NULL	100	98.29	1	89769947
ENSG00000005882	ENSP00000420927	homo_sapiens	97.543	ortholog_one2one	ENSMUSG00000038967	ENSMUSP00000041447	mus_musculus	97.543	NULL	NULL	100	100.00	1	89769973
ENSG00000005884	ENSP00000315190	homo_sapiens	85.6327	ortholog_one2one	ENSMUSG00000001507	ENSMUSP00000113556	mus_musculus	84.2697	NULL	NULL	100	100.00	1	89757066
ENSG00000005961	ENSP00000262407	homo_sapiens	80.077	ortholog_one2one	ENSMUSG00000034664	ENSMUSP00000099375	mus_musculus	80.5421	NULL	NULL	100	100.00	1	89754779
ENSG00000005981	ENSP00000321388	homo_sapiens	92.4883	ortholog_one2one	ENSMUSG00000042607	ENSMUSP00000040331	mus_musculus	92.4883	NULL	NULL	100	100.00	1	89761083
ENSG00000006007	ENSP00000261386	homo_sapiens	87.3112	ortholog_one2one	ENSMUSG00000033917	ENSMUSP00000046371	mus_musculus	87.3112	NULL	NULL	50	100.00	1	89776606
ENSG00000006025	ENSP00000007414	homo_sapiens	92.2803	ortholog_one2one	ENSMUSG00000038534	ENSMUSP00000087474	mus_musculus	92.8315	NULL	NULL	100	100.00	1	89767240
ENSG00000006042	ENSP00000463245	homo_sapiens	98.6726	ortholog_one2one	ENSMUSG00000035413	ENSMUSP00000042825	mus_musculus	98.6726	NULL	NULL	100	100.00	1	89774599
ENSG00000006047	ENSP00000007699	homo_sapiens	90.1099	ortholog_one2one	ENSMUSG00000018554	ENSMUSP00000018698	mus_musculus	91.3649	NULL	NULL	100	100.00	1	89765884
ENSG00000006062	ENSP00000478552	homo_sapiens	84.0549	ortholog_one2one	ENSMUSG00000020941	ENSMUSP00000021324	mus_musculus	84.5011	NULL	NULL	100	100.00	1	89756852
ENSG00000006116	ENSP00000005284	homo_sapiens	98.7302	ortholog_one2one	ENSMUSG00000066189	ENSMUSP00000081664	mus_musculus	98.7302	NULL	NULL	100	100.00	1	89768816
ENSG00000006118	ENSP00000405823	homo_sapiens	87.1945	ortholog_one2one	ENSMUSG00000024736	ENSMUSP00000025645	mus_musculus	87.6228	NULL	NULL	100	100.00	1	89774840
ENSG00000006125	ENSP00000483185	homo_sapiens	99.8948	ortholog_one2one	ENSMUSG00000035152	ENSMUSP00000018875	mus_musculus	99.8948	NULL	NULL	100	100.00	1	89768217
ENSG00000006128	ENSP00000321106	homo_sapiens	95.3488	ortholog_one2one	ENSMUSG00000061762	ENSMUSP00000139347	mus_musculus	94.6154	NULL	NULL	75	100.00	1	89761919
ENSG00000006210	ENSP00000006053	homo_sapiens	65.2393	ortholog_one2one	ENSMUSG00000031778	ENSMUSP00000034230	mus_musculus	65.5696	NULL	NULL	100	100.00	1	89765826
ENSG00000006282	ENSP00000006658	homo_sapiens	84.414	ortholog_one2one	ENSMUSG00000020867	ENSMUSP00000042572	mus_musculus	85.6962	NULL	NULL	100	100.00	1	89755667
ENSG00000006283	ENSP00000352011	homo_sapiens	94.6992	ortholog_one2one	ENSMUSG00000020866	ENSMUSP00000103418	mus_musculus	94.5401	NULL	NULL	100	100.00	1	89769027
ENSG00000006377	ENSP00000428480	homo_sapiens	98.6348	ortholog_one2one	ENSMUSG00000029754	ENSMUSP00000124204	mus_musculus	97.3064	NULL	NULL	100	100.00	1	89772405
ENSG00000006432	ENSP00000451612	homo_sapiens	94.7464	ortholog_one2one	ENSMUSG00000042724	ENSMUSP00000152201	mus_musculus	95.0909	NULL	NULL	100	100.00	1	89768984
ENSG00000006451	ENSP00000005257	homo_sapiens	99.5146	ortholog_one2one	ENSMUSG00000008859	ENSMUSP00000009003	mus_musculus	99.5146	NULL	NULL	100	100.00	1	89755335
ENSG00000006453	ENSP00000005260	homo_sapiens	88.454	ortholog_one2one	ENSMUSG00000038859	ENSMUSP00000053129	mus_musculus	87.9377	NULL	NULL	100	100.00	1	89765076
ENSG00000006459	ENSP00000380692	homo_sapiens	90.2232	ortholog_one2one	ENSMUSG00000042599	ENSMUSP00000002305	mus_musculus	90.3191	NULL	NULL	100	100.00	1	89766050
ENSG00000006468	ENSP00000405327	homo_sapiens	97.9036	ortholog_one2one	ENSMUSG00000004151	ENSMUSP00000093442	mus_musculus	97.9036	NULL	NULL	100	100.00	1	89771729
ENSG00000006530	ENSP00000497280	homo_sapiens	91.7062	ortholog_one2one	ENSMUSG00000029916	ENSMUSP00000031977	mus_musculus	91.924	NULL	NULL	100	100.00	1	89767866
ENSG00000006534	ENSP00000473990	homo_sapiens	83.7607	ortholog_one2one	ENSMUSG00000024885	ENSMUSP00000056276	mus_musculus	83.7607	NULL	NULL	100	100.00	1	89772312
ENSG00000006555	ENSP00000360323	homo_sapiens	84.1828	ortholog_one2one	ENSMUSG00000034919	ENSMUSP00000035773	mus_musculus	84.331	NULL	NULL	100	100.00	1	89755489
ENSG00000006576	ENSP00000400958	homo_sapiens	89.2994	ortholog_one2one	ENSMUSG00000039987	ENSMUSP00000114087	mus_musculus	93.842	NULL	NULL	100	98.55	1	89756052
ENSG00000006625	ENSP00000275428	homo_sapiens	81.9149	ortholog_one2one	ENSMUSG00000002797	ENSMUSP00000120154	mus_musculus	81.9149	NULL	NULL	100	100.00	1	89776910
ENSG00000006634	ENSP00000265728	homo_sapiens	66.6172	ortholog_one2one	ENSMUSG00000002297	ENSMUSP00000132906	mus_musculus	67.7225	NULL	NULL	100	100.00	1	89767037
ENSG00000006652	ENSP00000384477	homo_sapiens	94.0133	ortholog_one2one	ENSMUSG00000001627	ENSMUSP00000001672	mus_musculus	94.4321	NULL	NULL	75	100.00	1	89768166
ENSG00000006695	ENSP00000261643	homo_sapiens	81.9413	ortholog_one2one	ENSMUSG00000042148	ENSMUSP00000040138	mus_musculus	81.9413	NULL	NULL	100	100.00	1	89776927
ENSG00000006704	ENSP00000408477	homo_sapiens	85.8051	ortholog_one2one	ENSMUSG00000023079	ENSMUSP00000098217	mus_musculus	73.3696	NULL	NULL	100	95.19	1	89765603
ENSG00000006715	ENSP00000309457	homo_sapiens	97.1897	ortholog_one2one	ENSMUSG00000041236	ENSMUSP00000072729	mus_musculus	97.3036	NULL	NULL	100	100.00	1	89767441
ENSG00000006740	ENSP00000368994	homo_sapiens	93.5208	ortholog_one2one	ENSMUSG00000033389	ENSMUSP00000090681	mus_musculus	93.9803	NULL	NULL	100	99.93	1	89761680
ENSG00000006744	ENSP00000337445	homo_sapiens	82.0823	ortholog_one2one	ENSMUSG00000020549	ENSMUSP00000071788	mus_musculus	81.5884	NULL	NULL	100	100.00	1	89765097
ENSG00000006747	ENSP00000297029	homo_sapiens	91.4685	ortholog_one2one	ENSMUSG00000002565	ENSMUSP00000002640	mus_musculus	91.4685	NULL	NULL	50	100.00	1	89771257
ENSG00000006788	ENSP00000252172	homo_sapiens	95.9236	ortholog_one2one	ENSMUSG00000060180	ENSMUSP00000104324	mus_musculus	95.9236	NULL	NULL	100	100.00	1	89767090
ENSG00000006831	ENSP00000349616	homo_sapiens	92.487	ortholog_one2one	ENSMUSG00000030168	ENSMUSP00000032272	mus_musculus	92.487	NULL	NULL	50	100.00	1	89770261
ENSG00000006837	ENSP00000265334	homo_sapiens	78.3784	ortholog_one2one	ENSMUSG00000020389	ENSMUSP00000113303	mus_musculus	76.0656	NULL	NULL	100	100.00	1	89769956
ENSG00000007001	ENSP00000005756	homo_sapiens	87.6972	ortholog_one2one	ENSMUSG00000026839	ENSMUSP00000060437	mus_musculus	82.2485	NULL	NULL	100	98.59	1	89756126
ENSG00000007038	ENSP00000005995	homo_sapiens	65.2866	ortholog_one2one	ENSMUSG00000024116	ENSMUSP00000024928	mus_musculus	63.2716	NULL	NULL	50	30.90	0	89761897
ENSG00000007168	ENSP00000380378	homo_sapiens	99.7561	ortholog_one2one	ENSMUSG00000020745	ENSMUSP00000021091	mus_musculus	99.7561	NULL	NULL	100	100.00	1	89775153
ENSG00000007171	ENSP00000327251	homo_sapiens	80.399	ortholog_one2one	ENSMUSG00000020826	ENSMUSP00000018610	mus_musculus	81.0315	NULL	NULL	100	100.00	1	89775006
ENSG00000007174	ENSP00000262442	homo_sapiens	87.4721	ortholog_one2one	ENSMUSG00000056752	ENSMUSP00000079494	mus_musculus	87.5112	NULL	NULL	100	100.00	1	89755132
ENSG00000007202	ENSP00000436773	homo_sapiens	94.4966	ortholog_one2one	ENSMUSG00000010277	ENSMUSP00000010421	mus_musculus	94.5389	NULL	NULL	100	100.00	1	89761760
ENSG00000007216	ENSP00000316202	homo_sapiens	76.1824	ortholog_one2one	ENSMUSG00000001095	ENSMUSP00000001122	mus_musculus	76.9625	NULL	NULL	75	100.00	1	89754251
ENSG00000007237	ENSP00000407552	homo_sapiens	96.8487	ortholog_one2one	ENSMUSG00000033066	ENSMUSP00000104321	mus_musculus	96.8487	NULL	NULL	75	100.00	1	89769905
ENSG00000007312	ENSP00000006750	homo_sapiens	68.559	ortholog_one2one	ENSMUSG00000040592	ENSMUSP00000048239	mus_musculus	54.5139	NULL	NULL	100	100.00	1	89767528
ENSG00000007314	ENSP00000396320	homo_sapiens	92.3203	ortholog_one2one	ENSMUSG00000001027	ENSMUSP00000021056	mus_musculus	92.0695	NULL	NULL	100	100.00	1	89765426
ENSG00000007341	ENSP00000350734	homo_sapiens	86.4348	ortholog_one2one	ENSMUSG00000045576	ENSMUSP00000058455	mus_musculus	88.9088	NULL	NULL	100	100.00	1	89773727
ENSG00000007372	ENSP00000492024	homo_sapiens	99.7706	ortholog_one2one	ENSMUSG00000027168	ENSMUSP00000087870	mus_musculus	99.7706	NULL	NULL	100	100.00	1	89757022
ENSG00000007376	ENSP00000007264	homo_sapiens	82.3718	ortholog_one2one	ENSMUSG00000041199	ENSMUSP00000158547	mus_musculus	83.9869	NULL	NULL	100	100.00	1	89761799
ENSG00000007384	ENSP00000262316	homo_sapiens	95.5556	ortholog_one2one	ENSMUSG00000020282	ENSMUSP00000020524	mus_musculus	95.4439	NULL	NULL	25	100.00	1	89756574
ENSG00000007392	ENSP00000293872	homo_sapiens	97.035	ortholog_one2one	ENSMUSG00000024188	ENSMUSP00000110627	mus_musculus	97.035	NULL	NULL	50	100.00	1	89773499
ENSG00000007402	ENSP00000390329	homo_sapiens	96.238	ortholog_one2one	ENSMUSG00000010066	ENSMUSP00000130451	mus_musculus	95.0735	NULL	NULL	100	100.00	1	89773613
ENSG00000007516	ENSP00000407242	homo_sapiens	88.8889	ortholog_one2one	ENSMUSG00000047507	ENSMUSP00000138188	mus_musculus	89.0435	NULL	NULL	75	100.00	1	89771372
ENSG00000007520	ENSP00000007390	homo_sapiens	75.641	ortholog_one2one	ENSMUSG00000015126	ENSMUSP00000068511	mus_musculus	73.065	NULL	NULL	100	100.00	1	89762140
ENSG00000007541	ENSP00000326674	homo_sapiens	82.4441	ortholog_one2one	ENSMUSG00000025728	ENSMUSP00000094981	mus_musculus	74.727	NULL	NULL	100	100.00	1	89761935
ENSG00000007545	ENSP00000380559	homo_sapiens	84.2396	ortholog_one2one	ENSMUSG00000038002	ENSMUSP00000156906	mus_musculus	83.1907	NULL	NULL	75	100.00	1	89767140
ENSG00000007866	ENSP00000345772	homo_sapiens	97.4713	ortholog_one2one	ENSMUSG00000002249	ENSMUSP00000110447	mus_musculus	91.1828	NULL	NULL	100	100.00	1	89761497
ENSG00000007908	ENSP00000331736	homo_sapiens	72.7869	ortholog_one2one	ENSMUSG00000026582	ENSMUSP00000027874	mus_musculus	72.549	NULL	NULL	50	100.00	1	89770222
ENSG00000007923	ENSP00000366800	homo_sapiens	96.0644	ortholog_one2one	ENSMUSG00000039768	ENSMUSP00000051643	mus_musculus	96.0644	NULL	NULL	100	95.36	1	89769822
ENSG00000007933	ENSP00000356729	homo_sapiens	79.5113	ortholog_one2one	ENSMUSG00000026691	ENSMUSP00000028010	mus_musculus	79.2135	NULL	NULL	100	100.00	1	89772830
ENSG00000007968	ENSP00000355249	homo_sapiens	83.2952	ortholog_one2one	ENSMUSG00000018983	ENSMUSP00000050047	mus_musculus	82.167	NULL	NULL	100	100.00	1	89755859
ENSG00000008018	ENSP00000262193	homo_sapiens	92.1162	ortholog_one2one	ENSMUSG00000014769	ENSMUSP00000014913	mus_musculus	92.5	NULL	NULL	100	100.00	1	89767884
ENSG00000008118	ENSP00000354861	homo_sapiens	92.2269	ortholog_one2one	ENSMUSG00000016179	ENSMUSP00000016323	mus_musculus	92.0335	NULL	NULL	100	100.00	1	89756922
ENSG00000008130	ENSP00000341679	homo_sapiens	90.3587	ortholog_one2one	ENSMUSG00000029063	ENSMUSP00000101238	mus_musculus	91.7995	NULL	NULL	100	100.00	1	89775728
ENSG00000008226	ENSP00000308597	homo_sapiens	69.5726	ortholog_one2one	ENSMUSG00000038060	ENSMUSP00000122380	mus_musculus	70.1321	NULL	NULL	75	100.00	1	89761474
ENSG00000008256	ENSP00000297044	homo_sapiens	98.9975	ortholog_one2one	ENSMUSG00000018001	ENSMUSP00000112157	mus_musculus	98.9975	NULL	NULL	100	100.00	1	89761550
ENSG00000008277	ENSP00000412085	homo_sapiens	87.7593	ortholog_one2one	ENSMUSG00000040537	ENSMUSP00000086122	mus_musculus	91.2621	NULL	NULL	100	100.00	1	89758618
