human_ensembl_id,pct_identity,seq_divergence,ensembl_gene_id,mean_expression_divergence
ENSG00000075043,95.1781,4.821899999999999,ENSG00000075043,0.00027483774714133404
ENSG00000146966,82.62985,17.370149999999995,ENSG00000146966,0.039578050213648935
ENSG00000175984,83.4431,16.5569,ENSG00000175984,0.07681337128662492
ENSG00000166444,93.0869,6.9131,ENSG00000166444,0.03836353704440114
ENSG00000162777,89.65039999999999,10.34960000000001,ENSG00000162777,0.03384400513241753
ENSG00000143839,70.29875,29.70125,ENSG00000143839,0.0017839358677394037
ENSG00000140199,98.1739,1.8260999999999967,ENSG00000140199,0.09446578551911752
ENSG00000104047,73.6842,26.315799999999996,ENSG00000104047,0.026942817442934086
ENSG00000137207,96.41499999999999,3.585000000000008,ENSG00000137207,0.04559401553977768
ENSG00000119782,97.2222,2.777799999999999,ENSG00000119782,0.010170999139246793
ENSG00000166682,78.50915,21.490849999999995,ENSG00000166682,0.001321831133306507
ENSG00000150275,76.74685,23.253150000000005,ENSG00000150275,0.003734416930195054
ENSG00000141027,91.8683,8.131699999999995,ENSG00000141027,0.07645576579936939
ENSG00000168397,94.6565,5.343500000000006,ENSG00000168397,0.014264034458468385
ENSG00000125703,90.393,9.607,ENSG00000125703,0.022182392366898916
ENSG00000130734,86.2869,13.713099999999997,ENSG00000130734,0.015688063166034327
ENSG00000090470,91.22815,8.77185,ENSG00000090470,0.023696643038745233
ENSG00000167642,70.6349,29.365099999999998,ENSG00000167642,0.12429544760408319
ENSG00000172345,83.5681,16.4319,ENSG00000172345,0.02784023999594456
ENSG00000110066,87.3304,12.669600000000003,ENSG00000110066,0.033349057993075124
ENSG00000166343,77.94354999999999,22.056450000000012,ENSG00000166343,0.0031905840180435803
ENSG00000165724,100.0,0.0,ENSG00000165724,0.011047516793700425
ENSG00000004838,88.6364,11.363600000000005,ENSG00000004838,0.0016544550482974537
ENSG00000148965,57.6923,42.3077,ENSG00000148965,0.014864704579673517
ENSG00000166788,79.7468,20.253200000000007,ENSG00000166788,0.013949208339581609
ENSG00000133961,93.55850000000001,6.441499999999991,ENSG00000133961,0.1263037831965891
ENSG00000167705,71.8123,28.187700000000007,ENSG00000167705,0.016678349352813975
ENSG00000144771,63.08395,36.91605,ENSG00000144771,0.0023878561001052616
ENSG00000100242,82.19,17.810000000000002,ENSG00000100242,0.07097125987439927
ENSG00000106070,78.15145,21.848550000000003,ENSG00000106070,0.11400017908334902
ENSG00000111837,83.6169,16.3831,ENSG00000111837,0.015126054906257819
ENSG00000060138,87.605,12.394999999999996,ENSG00000060138,0.19365199453867454
ENSG00000133256,93.33345,6.666550000000001,ENSG00000133256,0.008121516868464277
ENSG00000153317,95.3201,4.6799000000000035,ENSG00000153317,0.20911443199120755
ENSG00000169184,90.41585,9.584149999999994,ENSG00000169184,0.030040327620686494
ENSG00000162520,77.5333,22.466700000000003,ENSG00000162520,0.019551342212599177
ENSG00000177191,76.85275,23.14725,ENSG00000177191,0.016767682821718453
ENSG00000187867,53.50185,46.49815,ENSG00000187867,0.01236158681752228
ENSG00000174177,76.96799999999999,23.03200000000001,ENSG00000174177,0.01046873523223149
ENSG00000137473,74.63135,25.368650000000002,ENSG00000137473,0.0009007583846792275
ENSG00000136270,75.6543,24.345699999999994,ENSG00000136270,0.012870685029331483
ENSG00000138399,67.9076,32.0924,ENSG00000138399,0.03419603259363355
ENSG00000118246,64.91815,35.08185,ENSG00000118246,0.016771681096978706
ENSG00000124279,64.5503,35.44970000000001,ENSG00000124279,0.0048888632476119225
ENSG00000164896,89.2151,10.784899999999993,ENSG00000164896,0.015952653530351968
ENSG00000215251,72.49225,27.50775,ENSG00000215251,0.005912953768521853
ENSG00000007202,94.51775,5.482249999999993,ENSG00000007202,0.026980625720631923
ENSG00000140319,80.57485,19.425150000000002,ENSG00000140319,0.13463813099738553
ENSG00000054277,87.28235000000001,12.717649999999992,ENSG00000054277,0.03163853934982467
ENSG00000122375,73.0081,26.9919,ENSG00000122375,9.099907226899892e-05
ENSG00000060069,77.87615,22.123850000000004,ENSG00000060069,0.023914034354744818
ENSG00000124564,64.6586,35.34139999999999,ENSG00000124564,0.0052199779858077885
ENSG00000172985,82.7277,17.2723,ENSG00000172985,0.07927476368184079
ENSG00000179632,94.1648,5.8352,ENSG00000179632,0.041450428745102415
ENSG00000169840,97.146,2.853999999999999,ENSG00000169840,2.304812088330382e-05
ENSG00000214513,56.6476,43.3524,ENSG00000214513,0.0001516985137387074
ENSG00000118526,96.0894,3.9106000000000023,ENSG00000118526,0.07378413772292662
ENSG00000100425,90.0256,9.974400000000003,ENSG00000100425,0.03664708716943492
ENSG00000108352,94.4109,5.589100000000002,ENSG00000108352,0.021606312887928414
ENSG00000197894,92.246,7.754000000000005,ENSG00000197894,0.061308122152975944
ENSG00000120800,86.11410000000001,13.885899999999992,ENSG00000120800,0.019743436162545234
ENSG00000171853,75.84225,24.157749999999993,ENSG00000171853,0.018548003593144916
ENSG00000090382,60.2067,39.7933,ENSG00000090382,0.41993863294321293
ENSG00000140749,62.347449999999995,37.652550000000005,ENSG00000140749,0.07764665584379515
ENSG00000144426,89.82079999999999,10.179200000000009,ENSG00000144426,0.08854529942952827
ENSG00000144560,90.24445,9.75555,ENSG00000144560,0.08016430313041248
ENSG00000023445,74.12955,25.870450000000005,ENSG00000023445,0.1071981570614477
ENSG00000110330,83.7418,16.258200000000002,ENSG00000110330,0.03863125588797604
ENSG00000139832,82.65559999999999,17.344400000000007,ENSG00000139832,0.07358215569414454
ENSG00000171222,67.5643,32.4357,ENSG00000171222,0.06824856246398532
ENSG00000095485,89.1164,10.883600000000001,ENSG00000095485,0.024171652575488076
ENSG00000172456,91.02455,8.975449999999995,ENSG00000172456,0.0655774433304618
ENSG00000197417,87.42175,12.578249999999997,ENSG00000197417,0.004176288415394017
ENSG00000093217,86.49305,13.506950000000003,ENSG00000093217,0.023583632277199326
ENSG00000196475,84.5529,15.447100000000006,ENSG00000196475,0.0007296080572247125
ENSG00000175066,80.71675,19.283249999999995,ENSG00000175066,0.03793939628327227
ENSG00000198168,80.5195,19.480500000000006,ENSG00000198168,0.04537036452348757
ENSG00000196468,99.5169,0.4830999999999932,ENSG00000196468,0.003474298858680777
ENSG00000184661,51.2933,48.7067,ENSG00000184661,0.012823209173687717
ENSG00000148773,41.2933,58.7067,ENSG00000148773,0.05279587030788232
ENSG00000105989,96.3889,3.6110999999999933,ENSG00000105989,0.014429150421119915
ENSG00000078403,93.1648,6.8352,ENSG00000078403,0.07914242632167043
ENSG00000149257,94.85040000000001,5.149599999999992,ENSG00000149257,0.08612592882006317
ENSG00000013364,89.7676,10.232399999999998,ENSG00000013364,0.06471485312133292
ENSG00000135018,88.47455,11.525450000000006,ENSG00000135018,0.036259917517258246
ENSG00000116977,79.62105,20.378950000000003,ENSG00000116977,0.02934393181301672
ENSG00000186522,82.4838,17.516199999999998,ENSG00000186522,0.04204277476333542
ENSG00000132554,75.89255,24.10745,ENSG00000132554,0.016224802005705096
ENSG00000165072,89.9417,10.058300000000003,ENSG00000165072,0.08143007106775174
ENSG00000169946,93.9183,6.081699999999998,ENSG00000169946,0.11004158621991596
ENSG00000179588,74.1652,25.8348,ENSG00000179588,0.03344360568879504
ENSG00000084090,91.79155,8.20845,ENSG00000084090,0.0349949596428634
ENSG00000204954,79.7772,20.222800000000007,ENSG00000204954,0.013494473307914517
ENSG00000167881,95.36765,4.632350000000002,ENSG00000167881,0.030118204146212798
ENSG00000164037,62.727050000000006,37.272949999999994,ENSG00000164037,0.009765628676465143
ENSG00000164038,80.44964999999999,19.55035000000001,ENSG00000164038,0.03550886463254173
ENSG00000153094,87.31190000000001,12.688099999999991,ENSG00000153094,0.09102335686995529
ENSG00000204314,97.3856,2.6144000000000034,ENSG00000204314,0.00541147841249405
ENSG00000130985,95.5577,4.442300000000003,ENSG00000130985,0.03468719378161724
ENSG00000060688,98.182,1.8179999999999978,ENSG00000060688,0.04021881050178494
ENSG00000122477,85.1198,14.880200000000002,ENSG00000122477,0.00410286210706942
ENSG00000052749,90.5093,9.490700000000004,ENSG00000052749,0.0711393592059623
ENSG00000179314,85.78960000000001,14.210399999999993,ENSG00000179314,0.006824006225682683
ENSG00000007237,96.8487,3.151300000000006,ENSG00000007237,0.18392862436869326
ENSG00000204220,99.2248,0.7751999999999981,ENSG00000204220,0.02063708429163571
ENSG00000138629,97.6316,2.368399999999994,ENSG00000138629,0.02967670752303016
ENSG00000102794,81.738,18.262,ENSG00000102794,0.005998408626329897
ENSG00000110931,91.6667,8.333299999999994,ENSG00000110931,0.059160662131441964
ENSG00000159082,85.04235,14.957650000000001,ENSG00000159082,0.05410189263496269
ENSG00000011347,97.8879,2.112099999999998,ENSG00000011347,0.026805989409392918
ENSG00000105245,95.4674,4.532600000000002,ENSG00000105245,0.014729596731155287
ENSG00000175764,76.2807,23.719300000000004,ENSG00000175764,0.015400311223741518
ENSG00000138604,95.87049999999999,4.129500000000007,ENSG00000138604,0.028994749441642095
ENSG00000170100,39.2819,60.7181,ENSG00000170100,0.005003660106894148
ENSG00000173762,48.66075,51.33925,ENSG00000173762,0.12037106051848535
ENSG00000145882,93.42779999999999,6.572200000000009,ENSG00000145882,0.010389634037593291
ENSG00000116005,78.8119,21.188100000000006,ENSG00000116005,0.03480497702275012
ENSG00000215218,75.53020000000001,24.469799999999992,ENSG00000215218,0.008503933024447312
ENSG00000173699,33.2559,66.7441,ENSG00000173699,0.00044454740193368333
ENSG00000172943,94.77289999999999,5.227100000000007,ENSG00000172943,0.020634441722655536
ENSG00000103353,89.0069,10.993099999999998,ENSG00000103353,0.015184217102697435
ENSG00000142669,95.6989,4.301100000000005,ENSG00000142669,0.2345144771130651
ENSG00000263639,43.172650000000004,56.827349999999996,ENSG00000263639,0.05369864680277751
ENSG00000215183,91.3669,8.633099999999999,ENSG00000215183,0.004059368154922049
ENSG00000175213,67.41585,32.584149999999994,ENSG00000175213,0.0026982058365218158
ENSG00000124496,88.38990000000001,11.610099999999989,ENSG00000124496,0.068843133940115
ENSG00000173418,100.0,0.0,ENSG00000173418,0.03864083642950754
ENSG00000103540,69.9779,30.022099999999995,ENSG00000103540,0.01631953657820369
ENSG00000077063,85.4744,14.525599999999997,ENSG00000077063,0.07010303861043879
ENSG00000101019,88.2195,11.780500000000004,ENSG00000101019,0.01677025762045679
ENSG00000180767,78.29079999999999,21.70920000000001,ENSG00000180767,0.011912642648341602
ENSG00000116221,79.9054,20.0946,ENSG00000116221,0.03406735168786289
ENSG00000119446,98.9474,1.0525999999999982,ENSG00000119446,0.022109453562275755
ENSG00000133315,86.11195000000001,13.888049999999993,ENSG00000133315,0.020132311435575513
ENSG00000177294,83.84195,16.158050000000003,ENSG00000177294,0.0028395894979695076
ENSG00000186666,78.34774999999999,21.65225000000001,ENSG00000186666,0.005476488824302956
ENSG00000146834,88.8817,11.118300000000005,ENSG00000146834,0.015610735916608325
ENSG00000174808,77.74709999999999,22.25290000000001,ENSG00000174808,0.0073346607959714274
ENSG00000143851,92.35065,7.649349999999998,ENSG00000143851,0.03684320552045173
ENSG00000124507,95.3683,4.631699999999995,ENSG00000124507,0.008010207569996684
ENSG00000100266,93.8272,6.172799999999995,ENSG00000100266,0.08831874561230094
ENSG00000165912,94.3396,5.660399999999996,ENSG00000165912,0.03173043414707928
ENSG00000142224,67.9892,32.0108,ENSG00000142224,0.004591149259158649
ENSG00000162891,75.0,25.0,ENSG00000162891,0.0023535134348985735
ENSG00000162892,62.79435000000001,37.20564999999999,ENSG00000162892,0.0061696574520421245
ENSG00000136634,73.0337,26.966300000000004,ENSG00000136634,0.03121677154277802
ENSG00000176547,84.27045,15.729550000000003,ENSG00000176547,4.4044116634148805e-05
ENSG00000070423,93.5907,6.409300000000002,ENSG00000070423,0.03975589276314514
ENSG00000143340,85.37385,14.626149999999996,ENSG00000143340,0.0061847560711859135
ENSG00000178473,63.39005,36.60995,ENSG00000178473,0.0002062986904349957
ENSG00000145040,59.5567,40.4433,ENSG00000145040,0.0006567733893203026
ENSG00000143641,96.05619999999999,3.94380000000001,ENSG00000143641,0.10442785955751809
ENSG00000185988,51.3343,48.6657,ENSG00000185988,0.002630361580210213
ENSG00000134294,88.3172,11.6828,ENSG00000134294,0.07446648151116086
ENSG00000101162,91.796,8.203999999999994,ENSG00000101162,0.007920847278271408
ENSG00000186104,88.6228,11.377200000000002,ENSG00000186104,0.014711579782712187
ENSG00000167759,78.1196,21.880399999999995,ENSG00000167759,0.004023178547060337
ENSG00000167755,67.22525,32.77475,ENSG00000167755,0.009053347929736708
ENSG00000100448,67.0633,32.9367,ENSG00000100448,0.042709916621539876
ENSG00000092009,72.23685,27.763149999999996,ENSG00000092009,0.013510155101176017
ENSG00000170260,79.636,20.364000000000004,ENSG00000170260,0.00865706816204753
ENSG00000158805,80.6189,19.381100000000004,ENSG00000158805,0.01860948244028781
ENSG00000172331,92.278,7.721999999999994,ENSG00000172331,0.029883593802222004
ENSG00000164708,92.0949,7.9051000000000045,ENSG00000164708,0.008355195096843675
ENSG00000151176,80.81295,19.18705,ENSG00000151176,0.03851116829088528
ENSG00000121316,77.6071,22.392899999999997,ENSG00000121316,0.12239288718470392
ENSG00000148123,96.3077,3.692300000000003,ENSG00000148123,0.008419363458912775
ENSG00000121542,96.7427,3.2573000000000008,ENSG00000121542,0.02845390718385714
ENSG00000128271,81.2657,18.734300000000005,ENSG00000128271,0.01142663935729215
ENSG00000170425,87.6506,12.349400000000003,ENSG00000170425,0.016078823072108218
ENSG00000282608,73.46955,26.530450000000002,ENSG00000282608,0.013886701421533183
ENSG00000163485,94.7853,5.2146999999999935,ENSG00000163485,0.01328474052460726
ENSG00000165644,85.4962,14.503799999999998,ENSG00000165644,0.03548943837967654
ENSG00000198863,89.25104999999999,10.748950000000008,ENSG00000198863,0.010215135051767311
ENSG00000134690,77.6996,22.300399999999996,ENSG00000134690,0.01761404638890275
ENSG00000186687,83.6538,16.346199999999996,ENSG00000186687,0.019599080052319515
ENSG00000002822,80.97565,19.02435,ENSG00000002822,0.004854351077282598
ENSG00000107537,78.1065,21.893500000000003,ENSG00000107537,0.04170688167040209
ENSG00000092421,94.32855,5.671449999999993,ENSG00000092421,0.09166330516106617
ENSG00000135740,95.20635,4.7936499999999995,ENSG00000135740,0.003820062572233226
ENSG00000138175,98.3516,1.6483999999999952,ENSG00000138175,0.039497116827275885
ENSG00000109255,73.5632,26.436800000000005,ENSG00000109255,0.013340617590925051
ENSG00000109016,77.7812,22.2188,ENSG00000109016,0.03236385840447353
ENSG00000197024,91.3619,8.638099999999994,ENSG00000197024,0.014564132359451865
ENSG00000111275,94.59495000000001,5.405049999999989,ENSG00000111275,0.13730209470742838
ENSG00000115963,100.0,0.0,ENSG00000115963,0.09975590357939838
ENSG00000133216,99.4425,0.5575000000000045,ENSG00000133216,0.023486028870880953
ENSG00000186810,85.71445,14.28555,ENSG00000186810,0.0181083024835498
ENSG00000160683,83.1105,16.889499999999998,ENSG00000160683,0.026422279976408548
ENSG00000163464,63.90885,36.09115,ENSG00000163464,0.02611195607472085
ENSG00000180871,70.93195,29.06805,ENSG00000180871,0.06719466283556996
ENSG00000121966,90.3041,9.695899999999995,ENSG00000121966,0.22904679384891072
ENSG00000168060,81.3477,18.652299999999997,ENSG00000168060,0.01789894479351379
ENSG00000077616,88.1081,11.891900000000007,ENSG00000077616,0.007951819056720402
ENSG00000086205,85.08670000000001,14.913299999999992,ENSG00000086205,0.003548857278233301
ENSG00000177694,77.9874,22.012600000000006,ENSG00000177694,0.15234988518768935
ENSG00000072274,76.42835,23.571650000000005,ENSG00000072274,0.12656579562665193
ENSG00000106327,84.92835,15.071650000000005,ENSG00000106327,0.03645233761792483
ENSG00000203724,67.68505,32.314949999999996,ENSG00000203724,0.007723616173737869
ENSG00000135473,96.6103,3.389700000000005,ENSG00000135473,0.010511727055271146
ENSG00000169288,76.87450000000001,23.125499999999988,ENSG00000169288,0.0610488631692954
ENSG00000173113,80.8,19.200000000000003,ENSG00000173113,0.08351718649190219
ENSG00000182601,89.0661,10.933899999999994,ENSG00000182601,0.005582615535364747
ENSG00000143751,66.96405,33.03595,ENSG00000143751,0.019389021287943824
ENSG00000183431,99.2016,0.7984000000000009,ENSG00000183431,0.02780632559443523
ENSG00000059378,80.7406,19.2594,ENSG00000059378,0.017372160494306014
ENSG00000155366,100.0,0.0,ENSG00000155366,0.11253988534283521
ENSG00000143878,100.0,0.0,ENSG00000143878,0.14046666470867103
ENSG00000067560,99.4819,0.518100000000004,ENSG00000067560,0.11421036629615829
ENSG00000119487,97.1264,2.873599999999996,ENSG00000119487,0.057045250543561216
ENSG00000077984,71.28115,28.718850000000003,ENSG00000077984,0.12307045711327715
ENSG00000186577,96.0784,3.921599999999998,ENSG00000186577,0.027819118878775535
ENSG00000088543,83.4387,16.561300000000003,ENSG00000088543,0.002944474003972711
ENSG00000113312,83.2192,16.7808,ENSG00000113312,0.021193530462072424
ENSG00000121769,85.7143,14.285700000000006,ENSG00000121769,0.012305779037116415
ENSG00000153558,95.9811,4.018900000000002,ENSG00000153558,0.02689134771082677
ENSG00000108306,99.7706,0.22939999999999827,ENSG00000108306,0.048331145504273504
ENSG00000004700,85.11955,14.880449999999996,ENSG00000004700,0.03349830590041639
ENSG00000118162,88.22595,11.774050000000003,ENSG00000118162,0.007218412073968123
ENSG00000181982,81.97295,18.027050000000003,ENSG00000181982,0.026595557178324913
ENSG00000161911,66.68684999999999,33.31315000000001,ENSG00000161911,0.005875402602019642
ENSG00000135632,90.1684,9.831599999999995,ENSG00000135632,0.005982016328262775
ENSG00000110344,96.52080000000001,3.4791999999999916,ENSG00000110344,0.026483847506128543
ENSG00000130939,92.5342,7.4658000000000015,ENSG00000130939,0.04544752655308351
ENSG00000100650,98.52535,1.474649999999997,ENSG00000100650,0.1129210937967414
ENSG00000143162,76.8182,23.181799999999996,ENSG00000143162,0.13892463925408452
ENSG00000175874,83.04595,16.954049999999995,ENSG00000175874,0.003803553598564448
ENSG00000109113,94.9807,5.019300000000001,ENSG00000109113,0.07571246415003914
ENSG00000169896,73.0518,26.9482,ENSG00000169896,0.09338538788547956
ENSG00000070886,95.17175,4.828249999999997,ENSG00000070886,0.0005011324603007693
ENSG00000100156,83.7471,16.252899999999997,ENSG00000100156,0.0013825433178795787
ENSG00000184347,94.0249,5.975099999999998,ENSG00000184347,0.059734017789521206
ENSG00000126264,72.57385,27.426150000000007,ENSG00000126264,0.11327569119380672
ENSG00000171960,100.0,0.0,ENSG00000171960,0.02289389831590025
ENSG00000241852,62.10685,37.89315,ENSG00000241852,0.004345737762371642
ENSG00000143632,100.0,0.0,ENSG00000143632,0.022687740458751358
ENSG00000241404,80.2048,19.795199999999994,ENSG00000241404,0.004721316281498046
ENSG00000145979,90.785,9.215000000000003,ENSG00000145979,0.02331808644084934
ENSG00000159189,73.72735,26.27265,ENSG00000159189,0.17829829005873202
ENSG00000166143,81.78795,18.212050000000005,ENSG00000166143,0.042551494594376835
ENSG00000173457,73.36265,26.637349999999998,ENSG00000173457,0.07865278776008987
ENSG00000198729,91.18625,8.813749999999999,ENSG00000198729,0.023369094635840287
ENSG00000167641,85.034,14.965999999999994,ENSG00000167641,0.11253695602623279
ENSG00000088002,68.39150000000001,31.608499999999992,ENSG00000088002,0.025620563202988254
ENSG00000065325,78.04995,21.950050000000005,ENSG00000065325,0.0022005342713384488
ENSG00000111802,64.76185000000001,35.23814999999999,ENSG00000111802,0.034992556100817446
ENSG00000230601,49.659099999999995,50.340900000000005,ENSG00000230601,0.0007996309801999424
ENSG00000072756,92.6267,7.3733,ENSG00000072756,0.023009465028051974
ENSG00000082269,84.2113,15.788700000000006,ENSG00000082269,0.06787106256770056
ENSG00000066697,96.3636,3.6363999999999947,ENSG00000066697,0.014659871410822988
ENSG00000175899,72.3881,27.611900000000006,ENSG00000175899,0.12780510944091078
ENSG00000214212,70.376,29.623999999999995,ENSG00000214212,0.06405466841180672
ENSG00000108561,86.27695,13.72305,ENSG00000108561,0.08318982314650508
ENSG00000138813,56.09875,43.90125,ENSG00000138813,0.0003336041580597108
ENSG00000135222,46.8327,53.1673,ENSG00000135222,0.0003373713897566349
ENSG00000164163,100.0,0.0,ENSG00000164163,0.03383458862149645
ENSG00000167468,92.8934,7.1066,ENSG00000167468,0.16073390546039182
ENSG00000187821,92.11775,7.882249999999999,ENSG00000187821,4.5379291622558764e-05
ENSG00000170153,94.62865,5.371350000000007,ENSG00000170153,0.03522016297476734
ENSG00000141401,90.3125,9.6875,ENSG00000141401,0.0664478162112165
ENSG00000139549,96.4646,3.5353999999999957,ENSG00000139549,0.00295352384593162
ENSG00000167378,80.0217,19.978300000000004,ENSG00000167378,0.008957013612799656
ENSG00000139117,97.64635,2.353650000000002,ENSG00000139117,0.14051604745901256
ENSG00000163738,88.48245,11.51755,ENSG00000163738,0.047456604341906905
ENSG00000173237,69.2436,30.7564,ENSG00000173237,0.005550103705131896
ENSG00000198130,81.9716,18.028400000000005,ENSG00000198130,0.03930692024780636
ENSG00000165406,82.91135,17.08865,ENSG00000165406,0.02878786206900998
ENSG00000268655,55.0454,44.9546,ENSG00000268655,0.00012700107505923266
ENSG00000162344,47.92725,52.07275,ENSG00000162344,0.00035047000870605164
ENSG00000165832,80.95235,19.047650000000004,ENSG00000165832,0.007966328143799715
ENSG00000197702,92.0459,7.954099999999997,ENSG00000197702,0.05613553946096413
ENSG00000188677,90.8095,9.1905,ENSG00000188677,0.06530115739078604
ENSG00000138964,79.4562,20.543800000000005,ENSG00000138964,0.0628436676313697
ENSG00000121892,98.08955,1.9104499999999973,ENSG00000121892,0.0614464400584453
ENSG00000197746,65.74119999999999,34.25880000000001,ENSG00000197746,0.21491484484603698
ENSG00000169045,94.5215,5.478499999999997,ENSG00000169045,0.08022840275472345
