human_ensembl_id,pct_identity,seq_divergence,ensembl_gene_id,gene_name,mean_expression_divergence
ENSG00000146839,30.78685,69.21315,ENSG00000146839,ZAN,0.004250291351676008
ENSG00000131068,30.82115,69.17885,ENSG00000131068,DEFB118,0.00011323927361031757
ENSG00000258597,31.181350000000002,68.81864999999999,ENSG00000258597,SERPINA2,0.0001064330155725792
ENSG00000120937,32.24065,67.75935,ENSG00000120937,NPPB,0.00373845825660901
ENSG00000175820,32.73915,67.26085,ENSG00000175820,CCDC168,0.0013201028561084008
ENSG00000176988,32.89915,67.10085000000001,ENSG00000176988,FMR1NB,0.00045692126229618607
ENSG00000189139,32.95225,67.04775000000001,ENSG00000189139,FSCB,0.0001775659810061337
ENSG00000081386,32.9827,67.0173,ENSG00000081386,ZNF510,0.0059670564292620566
ENSG00000188655,33.07755,66.92245,ENSG00000188655,RNASE9,6.545479864147777e-05
ENSG00000221900,33.13365,66.86635,ENSG00000221900,POM121L12,0.00011743582305887042
ENSG00000173699,33.2559,66.7441,ENSG00000173699,SPATA3,0.00044454740193368333
ENSG00000251258,33.2714,66.7286,ENSG00000251258,RFPL4B,4.8192874967989773e-05
ENSG00000187569,33.68555,66.31445,ENSG00000187569,DPPA3,0.0005874859473487882
ENSG00000163424,33.90205,66.09795,ENSG00000163424,TEX55,0.00024342092499007227
ENSG00000184788,34.2301,65.7699,ENSG00000184788,SATL1,0.001506809458684254
ENSG00000147082,34.324600000000004,65.6754,ENSG00000147082,CCNB3,0.001641065200832501
ENSG00000187533,34.44315,65.55685,ENSG00000187533,PRR27,0.0022791810965211495
ENSG00000147896,34.49615,65.50385,ENSG00000147896,IFNK,0.00018295320832468204
ENSG00000203963,34.8548,65.1452,ENSG00000203963,C1orf141,0.003318794806498285
ENSG00000155833,35.23745,64.76255,ENSG00000155833,CYLC2,0.0005112853151755981
ENSG00000203870,35.67055,64.32945000000001,ENSG00000203870,SMIM9,0.0006664952609381057
ENSG00000204644,35.8362,64.16380000000001,ENSG00000204644,ZFP57,0.0019360453677783572
ENSG00000153495,36.30215,63.69785,ENSG00000153495,TEX29,0.0019004809545120176
ENSG00000177673,36.67305,63.32695,ENSG00000177673,TEX44,0.0002756235120620572
ENSG00000184601,36.931799999999996,63.068200000000004,ENSG00000184601,C14orf180,0.0010468363739842147
ENSG00000165837,37.19365,62.80635,ENSG00000165837,ERICH6B,0.0003592570393936946
ENSG00000147378,37.357150000000004,62.642849999999996,ENSG00000147378,FATE1,0.00029751273386725445
ENSG00000197915,37.4835,62.5165,ENSG00000197915,HRNR,0.0009961032788771823
ENSG00000185958,37.51555,62.48445,ENSG00000185958,FAM186A,0.0012137269857368505
ENSG00000184361,37.7877,62.2123,ENSG00000184361,SPATA32,0.0018118566246182518
ENSG00000168454,38.17659999999999,61.82340000000001,ENSG00000168454,TXNDC2,0.0009393652149600988
ENSG00000132016,38.4386,61.5614,ENSG00000132016,BRME1,0.0034811902158807784
ENSG00000171827,38.4495,61.5505,ENSG00000171827,ZNF570,0.007994953523642169
ENSG00000153498,38.7729,61.2271,ENSG00000153498,SPACA7,0.0009254489151929551
ENSG00000163825,38.841300000000004,61.158699999999996,ENSG00000163825,RTP3,0.006395534598394366
ENSG00000158901,38.98075,61.01925,ENSG00000158901,WFDC8,0.00017918264750939263
ENSG00000187166,39.2482,60.7518,ENSG00000187166,H1-7,0.000674965414338718
ENSG00000170100,39.2819,60.7181,ENSG00000170100,ZNF778,0.005003660106894148
ENSG00000132874,39.3525,60.6475,ENSG00000132874,SLC14A2,0.003371811732644776
ENSG00000178404,39.3972,60.6028,ENSG00000178404,CEP295NL,0.002639549948367144
ENSG00000214700,39.4225,60.5775,ENSG00000214700,C12orf71,0.00028141759275714416
ENSG00000178279,39.483450000000005,60.516549999999995,ENSG00000178279,TNP2,0.002388685301285766
ENSG00000237353,39.5949,60.4051,ENSG00000237353,PATE4,0.0006114570178237035
ENSG00000262152,39.6507,60.3493,ENSG00000262152,GREP1,0.00022558575188156245
ENSG00000183035,39.75445,60.24555,ENSG00000183035,CYLC1,0.00025943859686929343
ENSG00000180043,39.7792,60.2208,ENSG00000180043,GARIN5B,0.0001627659764323826
ENSG00000100583,39.7911,60.2089,ENSG00000100583,SAMD15,0.0016816718261991519
ENSG00000283758,40.1458,59.8542,ENSG00000283758,PMIS2,2.571986928493634e-05
ENSG00000186453,40.174350000000004,59.825649999999996,ENSG00000186453,FAM228A,0.0008272899056277657
ENSG00000229972,40.36255,59.63745,ENSG00000229972,IQCF3,0.00026023412149818925
ENSG00000180305,40.40935,59.59065,ENSG00000180305,WFDC10A,0.00034658035186988596
ENSG00000125975,40.42055,59.57945,ENSG00000125975,C20orf173,0.00019230854045215216
ENSG00000178397,40.46255,59.53745,ENSG00000178397,FAM220A,0.0001430891989376248
ENSG00000167105,40.501999999999995,59.498000000000005,ENSG00000167105,TMEM92,0.007352513485371947
ENSG00000198088,40.5451,59.4549,ENSG00000198088,NUP62CL,0.006049997879491385
ENSG00000125903,40.78445,59.21555,ENSG00000125903,DEFB129,3.125858410276308e-05
ENSG00000165643,40.92675,59.07325,ENSG00000165643,SOHLH1,0.00010836069649856802
ENSG00000113520,41.0364,58.9636,ENSG00000113520,IL4,0.0008734381379410849
ENSG00000284779,41.2868,58.7132,ENSG00000284779,,5.471445697739561e-08
ENSG00000239704,41.3628,58.6372,ENSG00000239704,CDRT4,0.0005493853698061651
ENSG00000147183,41.4596,58.5404,ENSG00000147183,CPXCR1,0.00010716041764669079
ENSG00000112273,41.72285,58.27715,ENSG00000112273,HDGFL1,0.0003777859289345429
ENSG00000260456,41.731,58.269,ENSG00000260456,C16orf95,0.002204420907589088
ENSG00000215853,41.8803,58.1197,ENSG00000215853,RPTN,0.00021016095289612714
ENSG00000131864,42.24805,57.75195,ENSG00000131864,USP29,7.693319899583396e-05
ENSG00000163530,42.405100000000004,57.594899999999996,ENSG00000163530,DPPA2,0.00040807080433203475
ENSG00000205307,42.470650000000006,57.529349999999994,ENSG00000205307,SAP25,0.001274417630121914
ENSG00000182898,42.510149999999996,57.489850000000004,ENSG00000182898,TCHHL1,6.842475685315405e-05
ENSG00000168703,42.5861,57.4139,ENSG00000168703,WFDC12,0.0014032669893396426
ENSG00000183638,42.62245,57.37755,ENSG00000183638,RP1L1,0.0006376089062011621
ENSG00000179058,42.6376,57.3624,ENSG00000179058,C9orf50,0.002027193511035937
ENSG00000186838,42.76045,57.23955,ENSG00000186838,SELENOV,0.0017910515135980468
ENSG00000104953,42.847350000000006,57.152649999999994,ENSG00000104953,TLE6,0.00674111614627991
ENSG00000101446,42.9392,57.0608,ENSG00000101446,SPINT3,0.00014251193135224658
ENSG00000177025,43.369550000000004,56.630449999999996,ENSG00000177025,C19orf18,0.005352434026301527
ENSG00000022556,43.5509,56.4491,ENSG00000022556,NLRP2,0.008749055613258014
ENSG00000226763,43.77135,56.22865,ENSG00000226763,SRRM5,0.00096008870220712
ENSG00000215695,43.78105,56.21895,ENSG00000215695,RSC1A1,0.0017193807630348748
ENSG00000180697,43.893950000000004,56.106049999999996,ENSG00000180697,C3orf22,0.0012293330064669014
ENSG00000182698,43.936099999999996,56.063900000000004,ENSG00000182698,RESP18,0.001047097464171218
ENSG00000153531,44.01635,55.98365,ENSG00000153531,ADPRHL1,0.004950233573702253
ENSG00000179133,44.14775,55.85225,ENSG00000179133,C10orf67,0.0017183709835238696
ENSG00000260220,44.16015,55.83985,ENSG00000260220,CCDC187,0.0016746371110189502
ENSG00000120210,44.19045,55.80955,ENSG00000120210,INSL6,0.0065768316255654475
ENSG00000283434,44.2957,55.7043,ENSG00000283434,CSNK2A2IP,0.0002956988635337227
ENSG00000171872,44.30115,55.69885,ENSG00000171872,KLF17,0.0001140436538374611
ENSG00000134020,44.3951,55.6049,ENSG00000134020,PEBP4,0.005975011922132729
ENSG00000204300,44.400949999999995,55.599050000000005,ENSG00000204300,TMEM225,6.441684766026112e-05
ENSG00000176358,44.61155,55.38845,ENSG00000176358,TAC4,0.002068830026346157
ENSG00000171054,44.62845,55.37155,ENSG00000171054,OR13H1,1.2211221091308502e-05
ENSG00000258484,44.78445,55.21555,ENSG00000258484,SPESP1,0.007332735409840122
ENSG00000178804,44.80245,55.19755,ENSG00000178804,H1-8,0.0001871127655444495
ENSG00000240563,44.838049999999996,55.161950000000004,ENSG00000240563,L1TD1,0.004656260260679725
ENSG00000224383,44.8418,55.1582,ENSG00000224383,PRR29,0.0011637160744677089
ENSG00000099866,45.0194,54.9806,ENSG00000099866,MADCAM1,0.0017800393086247676
ENSG00000183888,45.1955,54.8045,ENSG00000183888,SRARP,0.0008179901836498659
ENSG00000204334,45.42475,54.57525,ENSG00000204334,ERICH2,0.005068754555648172
ENSG00000164299,45.4854,54.5146,ENSG00000164299,SPZ1,0.0015275364033724
ENSG00000129646,45.59325,54.40675,ENSG00000129646,QRICH2,0.0034922748390813587
ENSG00000211891,45.717299999999994,54.282700000000006,ENSG00000211891,IGHE,0.002653657182137895
ENSG00000204542,45.75535,54.24465,ENSG00000204542,C6orf15,0.0008791752658855637
ENSG00000257446,45.7703,54.2297,ENSG00000257446,ZNF878,0.0023667016041052976
ENSG00000165935,45.7986,54.2014,ENSG00000165935,SMCO2,0.0052097768963822524
ENSG00000105428,46.07685,53.92315,ENSG00000105428,ZNRF4,0.0010440209885126013
ENSG00000155754,46.123850000000004,53.876149999999996,ENSG00000155754,C2CD6,0.00630675696676779
ENSG00000211693,46.1667,53.8333,ENSG00000211693,TRGV11,6.832068705169213e-05
ENSG00000180083,46.1943,53.8057,ENSG00000180083,WFDC11,0.00012478803877887253
ENSG00000181215,46.237899999999996,53.762100000000004,ENSG00000181215,C4orf50,0.0010659959659986599
ENSG00000174038,46.2516,53.7484,ENSG00000174038,SPATA31G1,0.0003567813982963197
ENSG00000165131,46.25835,53.74165,ENSG00000165131,LLCFC1,0.00018151753342496074
ENSG00000283268,46.2772,53.7228,ENSG00000283268,TEX54,0.0016816667830208804
ENSG00000196433,46.331500000000005,53.668499999999995,ENSG00000196433,ASMT,2.5692187212267465e-05
ENSG00000177414,46.465,53.535,ENSG00000177414,UBE2U,0.0016424270995068848
ENSG00000188958,46.582899999999995,53.417100000000005,ENSG00000188958,UTS2B,0.0016434585988464939
ENSG00000226174,46.6349,53.3651,ENSG00000226174,TEX22,0.005811729038172353
ENSG00000225614,46.6978,53.3022,ENSG00000225614,ZNF469,0.0046041743231313844
ENSG00000149651,46.712450000000004,53.287549999999996,ENSG00000149651,SPINT4,0.00029370777938264966
ENSG00000186136,46.796800000000005,53.203199999999995,ENSG00000186136,TAS2R42,9.754545055157958e-05
ENSG00000135222,46.8327,53.1673,ENSG00000135222,CSN2,0.0003373713897566349
ENSG00000204583,46.876850000000005,53.123149999999995,ENSG00000204583,LRCOL1,0.0014036565274733559
ENSG00000188993,46.91875,53.08125,ENSG00000188993,LRRC66,0.007734858325588894
ENSG00000185056,46.96965,53.03035,ENSG00000185056,C5orf47,0.0009152155404867883
ENSG00000177558,47.108450000000005,52.891549999999995,ENSG00000177558,FAM187B,0.004264659698481069
ENSG00000181109,47.114000000000004,52.885999999999996,ENSG00000181109,OR52P1,0.0003824723339080579
ENSG00000213413,47.134249999999994,52.865750000000006,ENSG00000213413,PVRIG,0.0011347981799552243
ENSG00000248109,47.34425,52.65575,ENSG00000248109,MARCOL,0.0001630967189934499
ENSG00000198883,47.35825,52.64175,ENSG00000198883,PNMA5,0.002756390058382206
ENSG00000205883,47.376599999999996,52.623400000000004,ENSG00000205883,DEFB135,0.00011229012498033467
ENSG00000126856,47.3941,52.6059,ENSG00000126856,PRDM7,0.0012348131889979306
ENSG00000142530,47.509100000000004,52.490899999999996,ENSG00000142530,GARIN5A,0.0022917178312490015
ENSG00000283439,47.5107,52.4893,ENSG00000283439,SPEM3,0.00016077085005453855
ENSG00000187997,47.612300000000005,52.387699999999995,ENSG00000187997,C17orf99,0.003077938373838439
ENSG00000178965,47.67045,52.32955,ENSG00000178965,ERICH3,0.0008788372483757764
ENSG00000219435,47.7268,52.2732,ENSG00000219435,CATSPERZ,0.00024154253474884872
ENSG00000152672,47.731399999999994,52.268600000000006,ENSG00000152672,CLEC4F,0.00681016979525282
ENSG00000205832,47.7692,52.2308,ENSG00000205832,C16orf96,0.0008635065322115194
ENSG00000152595,47.7732,52.2268,ENSG00000152595,MEPE,0.0007929826877549707
ENSG00000182264,47.8467,52.1533,ENSG00000182264,IZUMO1,0.0014885537114730206
ENSG00000187516,47.8632,52.1368,ENSG00000187516,H2AP,7.566669802822052e-05
ENSG00000162344,47.92725,52.07275,ENSG00000162344,FGF19,0.00035047000870605164
ENSG00000248385,47.9453,52.0547,ENSG00000248385,TARM1,0.00545809074880374
ENSG00000243641,48.037800000000004,51.962199999999996,ENSG00000243641,OR13C7,3.4278498917637306e-05
ENSG00000237524,48.1419,51.8581,ENSG00000237524,TEX51,0.00016805597379942054
ENSG00000179165,48.16165,51.83835,ENSG00000179165,PXT1,0.0031422626744727505
ENSG00000169777,48.17255,51.82745,ENSG00000169777,TAS2R1,0.00011547374780198671
ENSG00000171487,48.18915,51.81085,ENSG00000171487,NLRP5,0.0003013972302342989
ENSG00000149609,48.1902,51.8098,ENSG00000149609,C20orf144,0.001506007748404822
ENSG00000143001,48.206450000000004,51.793549999999996,ENSG00000143001,TMEM61,0.00636046367760561
ENSG00000214782,48.2339,51.7661,ENSG00000214782,MS4A18,0.00016403567112013856
ENSG00000172689,48.3146,51.6854,ENSG00000172689,MS4A10,0.001635468710313391
ENSG00000106410,48.331050000000005,51.668949999999995,ENSG00000106410,NOBOX,0.0001523083778798887
ENSG00000162641,48.331649999999996,51.668350000000004,ENSG00000162641,AKNAD1,0.004829381400202223
ENSG00000179841,48.46655,51.53345,ENSG00000179841,AKAP5,0.007074733504477472
ENSG00000049247,48.5838,51.4162,ENSG00000049247,UTS2,0.006750601492544979
ENSG00000162897,48.637100000000004,51.362899999999996,ENSG00000162897,FCAMR,0.0009250891535924645
ENSG00000176302,48.64015,51.35985,ENSG00000176302,FOXR1,0.00016870677548946615
ENSG00000215545,48.64255,51.35745,ENSG00000215545,DEFB116,0.0004441601496064567
ENSG00000214842,48.69499999999999,51.30500000000001,ENSG00000214842,RAD51AP2,0.001535831685583817
ENSG00000237489,48.7037,51.2963,ENSG00000237489,C10orf143,0.006390736891187858
ENSG00000171855,48.78945,51.21055,ENSG00000171855,IFNB1,0.00021747735692696248
ENSG00000203942,48.9748,51.0252,ENSG00000203942,C10orf62,0.0017105565705665307
ENSG00000185522,48.975449999999995,51.024550000000005,ENSG00000185522,LMNTD2,0.002949571652468541
ENSG00000188334,49.0573,50.9427,ENSG00000188334,BSPH1,0.0001960498427772005
ENSG00000147206,49.097750000000005,50.902249999999995,ENSG00000147206,NXF3,0.001560519090453082
ENSG00000282936,49.098349999999996,50.901650000000004,ENSG00000282936,,0.00032604936429385135
ENSG00000167525,49.23755,50.76245,ENSG00000167525,PROCA1,0.004938960700563409
ENSG00000251154,49.35065,50.64935,ENSG00000251154,PTTG1IP2,0.00015994705235079687
ENSG00000183559,49.4016,50.5984,ENSG00000183559,C10orf120,0.00017982378224884295
ENSG00000120669,49.436949999999996,50.563050000000004,ENSG00000120669,SOHLH2,0.00044120369210028446
ENSG00000105072,49.4682,50.5318,ENSG00000105072,C19orf44,0.008018417357778935
ENSG00000230601,49.659099999999995,50.340900000000005,ENSG00000230601,TEX48,0.0007996309801999424
ENSG00000144031,49.710499999999996,50.289500000000004,ENSG00000144031,ANKRD53,0.0041082319139204805
ENSG00000215547,49.7191,50.2809,ENSG00000215547,DEFB115,7.642790940322115e-05
ENSG00000137463,49.7222,50.2778,ENSG00000137463,MGARP,0.0068829188908986075
ENSG00000185982,49.74795,50.25205,ENSG00000185982,DEFB128,2.8848205290431653e-05
ENSG00000174898,49.7826,50.2174,ENSG00000174898,CATSPERD,0.004639394848574768
ENSG00000237452,49.846050000000005,50.153949999999995,ENSG00000237452,MEIOSIN,0.00028057710069364115
ENSG00000240021,49.92095,50.07905,ENSG00000240021,TEX35,0.0009308022131842524
ENSG00000214279,50.008849999999995,49.991150000000005,ENSG00000214279,SCART1,0.0042459767207573594
ENSG00000162592,50.047200000000004,49.952799999999996,ENSG00000162592,CCDC27,0.0005077465134237057
ENSG00000152591,50.055400000000006,49.944599999999994,ENSG00000152591,DSPP,0.00018625148595123765
ENSG00000184949,50.14805,49.85195,ENSG00000184949,FAM227A,0.002956218120643288
ENSG00000187658,50.1909,49.8091,ENSG00000187658,C5orf52,0.0037937150605284226
ENSG00000212916,50.33715,49.66285,ENSG00000212916,MAP10,0.005378554356559773
ENSG00000112539,50.3493,49.6507,ENSG00000112539,C6orf118,0.0015948740596860942
ENSG00000142528,50.37585,49.62415,ENSG00000142528,ZNF473,0.004721245970881475
ENSG00000143006,50.528999999999996,49.471000000000004,ENSG00000143006,DMRTB1,0.00010195812392060331
ENSG00000173988,50.536550000000005,49.463449999999995,ENSG00000173988,LRRC63,0.008582222299862987
ENSG00000158553,50.573,49.427,ENSG00000158553,POM121L2,0.0002569773386888228
ENSG00000170423,50.61149999999999,49.38850000000001,ENSG00000170423,KRT78,0.0019194590992026108
ENSG00000110680,50.676,49.324,ENSG00000110680,CALCA,0.0050356285882510125
ENSG00000177291,50.6846,49.3154,ENSG00000177291,GJD4,0.00017356317016490965
ENSG00000284308,50.79315,49.20685,ENSG00000284308,C2orf81,0.001480134967102121
ENSG00000189157,50.82415,49.17585,ENSG00000189157,FAM47E,0.008158058951058075
ENSG00000120337,50.8638,49.1362,ENSG00000120337,TNFSF18,0.002497591244916037
ENSG00000286105,50.927099999999996,49.072900000000004,ENSG00000286105,TMEM217B,0.0
ENSG00000163395,50.92745,49.07255,ENSG00000163395,IGFN1,0.001509290408405568
ENSG00000148386,50.94645,49.05355,ENSG00000148386,LCN9,8.790618139863683e-05
ENSG00000149507,50.968199999999996,49.031800000000004,ENSG00000149507,OOSP2,4.6546886780873685e-05
ENSG00000022976,50.974599999999995,49.025400000000005,ENSG00000022976,ZNF839,0.006763615400186672
ENSG00000205884,51.0,49.0,ENSG00000205884,DEFB136,0.00016444749798758294
ENSG00000283199,51.081,48.919,ENSG00000283199,C13orf46,0.005694795240224039
ENSG00000130487,51.08725,48.91275,ENSG00000130487,KLHDC7B,0.004110378113371096
ENSG00000214510,51.321600000000004,48.678399999999996,ENSG00000214510,SPINK13,0.0012612492272241903
ENSG00000185988,51.3343,48.6657,ENSG00000185988,PLK5,0.002630361580210213
ENSG00000143994,51.3497,48.6503,ENSG00000143994,ABHD1,0.0019801852953815666
ENSG00000189023,51.4029,48.5971,ENSG00000189023,MAGEB16,0.0008508507339059637
ENSG00000167094,51.42765,48.57235,ENSG00000167094,TTC16,0.004898914851920939
ENSG00000083838,51.4716,48.5284,ENSG00000083838,ZNF446,0.004504736067488699
ENSG00000204930,51.5398,48.4602,ENSG00000204930,FAM221B,0.00033667232241456417
ENSG00000176571,51.5974,48.4026,ENSG00000176571,CNBD1,0.004847364789940824
ENSG00000172738,51.6563,48.3437,ENSG00000172738,TMEM217,0.00309775509959654
ENSG00000186970,51.673950000000005,48.326049999999995,ENSG00000186970,KRTAP15-1,4.7475814325667914e-05
ENSG00000237136,51.71835,48.28165,ENSG00000237136,C4orf51,0.001383497893999167
ENSG00000175262,51.7365,48.2635,ENSG00000175262,CIROZ,0.0013341628681467978
ENSG00000133863,51.82185,48.17815,ENSG00000133863,TEX15,0.0034409318575423127
ENSG00000152936,51.826,48.174,ENSG00000152936,LMNTD1,0.0015640252343553436
ENSG00000206107,51.84145,48.15855,ENSG00000206107,KRTAP27-1,1.3063959565205652e-05
ENSG00000255009,51.8425,48.1575,ENSG00000255009,UBTFL1,9.452983298305729e-05
ENSG00000153157,51.8913,48.1087,ENSG00000153157,SYCP2L,0.004878586039210887
ENSG00000203784,51.904799999999994,48.095200000000006,ENSG00000203784,LELP1,0.002623203141434458
ENSG00000168634,51.97135,48.02865,ENSG00000168634,WFDC13,0.00045726114486222994
ENSG00000204006,52.0199,47.9801,ENSG00000204006,C1orf185,0.0003621963626945838
ENSG00000169064,52.02975,47.97025,ENSG00000169064,ZBBX,0.0007312745483630524
ENSG00000164743,52.05475,47.94525,ENSG00000164743,C8orf48,0.0012712701488393659
ENSG00000155530,52.09315000000001,47.90684999999999,ENSG00000155530,LRGUK,0.005098500305224554
ENSG00000196289,52.18135,47.81865,ENSG00000196289,BECN2,1.4876267816425315e-06
ENSG00000128519,52.213,47.787,ENSG00000128519,TAS2R16,3.0677278151387364e-05
ENSG00000183631,52.2639,47.7361,ENSG00000183631,PRR32,0.00014481809026054983
ENSG00000182223,52.31145,47.68855,ENSG00000182223,ZAR1,9.600712014913807e-05
ENSG00000162571,52.314099999999996,47.685900000000004,ENSG00000162571,TTLL10,0.006666210402146897
ENSG00000166152,52.341049999999996,47.658950000000004,ENSG00000166152,C16orf78,0.0003664405570455244
ENSG00000124251,52.4022,47.5978,ENSG00000124251,TP53TG5,0.00416870918612816
ENSG00000165182,52.4244,47.5756,ENSG00000165182,CXorf58,0.0015681618562736815
ENSG00000175518,52.4245,47.5755,ENSG00000175518,UBQLNL,0.0010778963672349524
ENSG00000187642,52.47935,47.52065,ENSG00000187642,PERM1,0.0011338314551038176
ENSG00000196748,52.4804,47.5196,ENSG00000196748,CLPSL2,0.002072205796436535
ENSG00000120160,52.5419,47.4581,ENSG00000120160,EQTN,0.0004768431329892883
ENSG00000170777,52.56875,47.43125,ENSG00000170777,TPD52L3,0.0003797385703667956
ENSG00000105278,52.577200000000005,47.422799999999995,ENSG00000105278,ZFR2,0.003126458521311619
ENSG00000260286,52.579499999999996,47.420500000000004,ENSG00000260286,ARMH2,0.000816905925098181
ENSG00000183439,52.58115,47.41885,ENSG00000183439,TRIM61,0.004498095228557178
ENSG00000132026,52.59625,47.40375,ENSG00000132026,RTBDN,0.0005862866137992545
ENSG00000133665,52.660250000000005,47.339749999999995,ENSG00000133665,DYDC2,0.00028917396178498097
ENSG00000236398,52.7077,47.2923,ENSG00000236398,TAS2R39,8.203817946956093e-05
ENSG00000287363,52.708349999999996,47.291650000000004,ENSG00000287363,CIMIP3,0.0012082954283986727
ENSG00000214642,52.7116,47.2884,ENSG00000214642,DEFB113,8.587198310583311e-06
ENSG00000176979,52.72295,47.27705,ENSG00000176979,TRIM60,0.0002697141553579951
ENSG00000160051,52.8708,47.1292,ENSG00000160051,IQCC,0.005247232008397983
ENSG00000196844,52.9073,47.0927,ENSG00000196844,PATE2,0.00017520406270768744
ENSG00000204659,52.99295,47.00705,ENSG00000204659,CBY3,0.0005054702742235932
ENSG00000170613,53.03175,46.96825,ENSG00000170613,GARIN3,0.0006315904603421551
ENSG00000174225,53.0851,46.9149,ENSG00000174225,ARL13A,0.0004464301965173012
ENSG00000158077,53.142250000000004,46.857749999999996,ENSG00000158077,NLRP14,0.0016117356755459555
ENSG00000183248,53.1661,46.8339,ENSG00000183248,PRR36,0.002802097450311052
ENSG00000260325,53.17785,46.82215,ENSG00000260325,HSPB9,0.0006842064017772093
ENSG00000176401,53.25985,46.74015,ENSG00000176401,EID2B,0.007111528111415547
ENSG00000147223,53.349149999999995,46.650850000000005,ENSG00000147223,RIPPLY1,0.0009893849314213737
ENSG00000179813,53.4303,46.5697,ENSG00000179813,FAM216B,0.00042138394478493827
ENSG00000125831,53.4303,46.5697,ENSG00000125831,CST11,8.300479549779996e-05
ENSG00000136694,53.46125,46.53875,ENSG00000136694,IL36A,0.00010479571051158364
ENSG00000272856,53.481,46.519,ENSG00000272856,SCPPPQ1,0.0006706852744463798
ENSG00000229453,53.549350000000004,46.450649999999996,ENSG00000229453,SPINK8,0.001702477811960248
ENSG00000180205,53.55355,46.44645,ENSG00000180205,WFDC9,0.0001436768661178909
ENSG00000261949,53.630449999999996,46.369550000000004,ENSG00000261949,GFY,6.1001836852224135e-05
ENSG00000215187,53.65025,46.34975,ENSG00000215187,CIMIP2B,0.0012123739287018564
ENSG00000162006,53.7006,46.2994,ENSG00000162006,MSLNL,0.0002737409391666276
ENSG00000131126,53.70765,46.29235,ENSG00000131126,TEX101,0.0010619357885420814
ENSG00000145975,53.75175,46.24825,ENSG00000145975,FAM217A,0.0072231347762411295
ENSG00000265763,53.76765,46.23235,ENSG00000265763,ZNF488,0.00030193620125110377
ENSG00000186007,53.822500000000005,46.177499999999995,ENSG00000186007,LEMD1,0.0030955463909351955
ENSG00000189299,53.84525,46.15475,ENSG00000189299,FOXR2,2.7659685547676814e-05
ENSG00000186143,53.8844,46.1156,ENSG00000186143,PRR30,0.00023649442873072273
ENSG00000256162,53.8941,46.1059,ENSG00000256162,SMLR1,0.0031951650935192807
ENSG00000184530,53.979,46.021,ENSG00000184530,C6orf58,0.001686947412534651
ENSG00000163645,53.99575,46.00425,ENSG00000163645,ERICH6,0.001862492253195917
ENSG00000170965,54.06125,45.93875,ENSG00000170965,PLAC1,0.0022497382772168613
ENSG00000163810,54.06785,45.93215,ENSG00000163810,TGM4,0.0006041379106642968
ENSG00000205002,54.112399999999994,45.887600000000006,ENSG00000205002,AARD,0.006642294541371005
