human_ensembl_id,pct_identity,seq_divergence,ensembl_gene_id_x,mean_expression_divergence,ensembl_gene_id_y,gene_name,is_ribosomal,is_histone,is_hsp,is_any_confound
ENSG00000100425,90.0256,9.974400000000005,ENSG00000100425,0.0366470871694349,ENSG00000100425,BRD1,False,False,False,False
ENSG00000108352,94.4109,5.589100000000002,ENSG00000108352,0.0216063128879284,ENSG00000108352,RAPGEFL1,False,False,False,False
ENSG00000197894,92.246,7.754000000000005,ENSG00000197894,0.0613081221529759,ENSG00000197894,ADH5,False,False,False,False
ENSG00000120800,86.11410000000001,13.885899999999992,ENSG00000120800,0.0197434361625452,ENSG00000120800,UTP20,False,False,False,False
ENSG00000171853,75.84225,24.157749999999993,ENSG00000171853,0.0185480035931449,ENSG00000171853,TRAPPC12,False,False,False,False
ENSG00000090382,60.2067,39.7933,ENSG00000090382,0.4199386329432129,ENSG00000090382,LYZ,False,False,False,False
ENSG00000140749,62.347449999999995,37.652550000000005,ENSG00000140749,0.0776466558437951,ENSG00000140749,IGSF6,False,False,False,False
ENSG00000144426,89.82079999999999,10.179200000000009,ENSG00000144426,0.0885452994295282,ENSG00000144426,NBEAL1,False,False,False,False
ENSG00000144560,90.24445,9.75555,ENSG00000144560,0.0801643031304124,ENSG00000144560,VGLL4,False,False,False,False
ENSG00000023445,74.12955,25.870450000000005,ENSG00000023445,0.1071981570614477,ENSG00000023445,BIRC3,False,False,False,False
ENSG00000110330,83.7418,16.258200000000002,ENSG00000110330,0.038631255887976,ENSG00000110330,BIRC2,False,False,False,False
ENSG00000139832,82.65559999999999,17.344400000000007,ENSG00000139832,0.0735821556941445,ENSG00000139832,RAB20,False,False,False,False
ENSG00000171222,67.5643,32.4357,ENSG00000171222,0.0682485624639853,ENSG00000171222,SCAND1,False,False,False,False
ENSG00000095485,89.1164,10.8836,ENSG00000095485,0.024171652575488,ENSG00000095485,CWF19L1,False,False,False,False
ENSG00000172456,91.02455,8.975449999999995,ENSG00000172456,0.0655774433304618,ENSG00000172456,FGGY,False,False,False,False
ENSG00000197417,87.42175,12.578249999999995,ENSG00000197417,0.004176288415394,ENSG00000197417,SHPK,False,False,False,False
ENSG00000093217,86.49305,13.506950000000003,ENSG00000093217,0.0235836322771993,ENSG00000093217,XYLB,False,False,False,False
ENSG00000196475,84.5529,15.447100000000006,ENSG00000196475,0.0007296080572247,ENSG00000196475,GK2,False,False,False,False
ENSG00000175066,80.71675,19.283249999999995,ENSG00000175066,0.0379393962832722,ENSG00000175066,GK5,False,False,False,False
ENSG00000198168,80.5195,19.480500000000006,ENSG00000198168,0.0453703645234875,ENSG00000198168,SVIP,False,False,False,False
ENSG00000196468,99.5169,0.4830999999999932,ENSG00000196468,0.0034742988586807,ENSG00000196468,FGF16,False,False,False,False
ENSG00000184661,51.2933,48.7067,ENSG00000184661,0.0128232091736877,ENSG00000184661,CDCA2,False,False,False,False
ENSG00000148773,41.2933,58.7067,ENSG00000148773,0.0527958703078823,ENSG00000148773,MKI67,False,False,False,False
ENSG00000105989,96.3889,3.6110999999999938,ENSG00000105989,0.0144291504211199,ENSG00000105989,WNT2,False,False,False,False
ENSG00000078403,93.1648,6.8352,ENSG00000078403,0.0791424263216704,ENSG00000078403,MLLT10,False,False,False,False
ENSG00000149257,94.8504,5.149599999999992,ENSG00000149257,0.0861259288200631,ENSG00000149257,SERPINH1,False,False,False,False
ENSG00000013364,89.7676,10.232399999999998,ENSG00000013364,0.0647148531213329,ENSG00000013364,MVP,False,False,False,False
ENSG00000135018,88.47455,11.525450000000006,ENSG00000135018,0.0362599175172582,ENSG00000135018,UBQLN1,False,False,False,False
ENSG00000116977,79.62105,20.378950000000003,ENSG00000116977,0.0293439318130167,ENSG00000116977,LGALS8,False,False,False,False
ENSG00000186522,82.4838,17.516199999999998,ENSG00000186522,0.0420427747633354,ENSG00000186522,SEPTIN10,False,False,False,False
ENSG00000132554,75.89255,24.10745,ENSG00000132554,0.016224802005705,ENSG00000132554,RGS22,False,False,False,False
ENSG00000165072,89.9417,10.058300000000004,ENSG00000165072,0.0814300710677517,ENSG00000165072,MAMDC2,False,False,False,False
ENSG00000169946,93.9183,6.081699999999998,ENSG00000169946,0.1100415862199159,ENSG00000169946,ZFPM2,False,False,False,False
ENSG00000179588,74.1652,25.8348,ENSG00000179588,0.033443605688795,ENSG00000179588,ZFPM1,False,False,False,False
ENSG00000084090,91.79155,8.20845,ENSG00000084090,0.0349949596428634,ENSG00000084090,STARD7,False,False,False,False
ENSG00000204954,79.7772,20.222800000000007,ENSG00000204954,0.0134944733079145,ENSG00000204954,UQCC6,False,False,False,False
ENSG00000167881,95.36765,4.632350000000002,ENSG00000167881,0.0301182041462127,ENSG00000167881,SRP68,False,False,False,False
ENSG00000164037,62.727050000000006,37.272949999999994,ENSG00000164037,0.0097656286764651,ENSG00000164037,SLC9B1,False,False,False,False
ENSG00000164038,80.44964999999999,19.55035000000001,ENSG00000164038,0.0355088646325417,ENSG00000164038,SLC9B2,False,False,False,False
ENSG00000153094,87.31190000000001,12.688099999999991,ENSG00000153094,0.0910233568699552,ENSG00000153094,BCL2L11,False,False,False,False
ENSG00000204314,97.3856,2.6144000000000034,ENSG00000204314,0.005411478412494,ENSG00000204314,PRRT1,False,False,False,False
ENSG00000130985,95.5577,4.442300000000003,ENSG00000130985,0.0346871937816172,ENSG00000130985,UBA1,False,False,False,False
ENSG00000060688,98.182,1.8179999999999976,ENSG00000060688,0.0402188105017849,ENSG00000060688,SNRNP40,False,False,False,False
ENSG00000122477,85.1198,14.880200000000002,ENSG00000122477,0.0041028621070694,ENSG00000122477,LRRC39,False,False,False,False
ENSG00000052749,90.5093,9.490700000000004,ENSG00000052749,0.0711393592059623,ENSG00000052749,RRP12,False,False,False,False
ENSG00000179314,85.78960000000001,14.210399999999993,ENSG00000179314,0.0068240062256826,ENSG00000179314,WSCD1,False,False,False,False
ENSG00000007237,96.8487,3.151300000000006,ENSG00000007237,0.1839286243686932,ENSG00000007237,GAS7,False,False,False,False
ENSG00000204220,99.2248,0.7751999999999981,ENSG00000204220,0.0206370842916357,ENSG00000204220,PFDN6,False,False,False,False
ENSG00000138629,97.6316,2.368399999999994,ENSG00000138629,0.0296767075230301,ENSG00000138629,UBL7,False,False,False,False
ENSG00000102794,81.738,18.262,ENSG00000102794,0.0059984086263298,ENSG00000102794,ACOD1,False,False,False,False
ENSG00000110931,91.6667,8.333299999999994,ENSG00000110931,0.0591606621314419,ENSG00000110931,CAMKK2,False,False,False,False
ENSG00000159082,85.04235,14.95765,ENSG00000159082,0.0541018926349626,ENSG00000159082,SYNJ1,False,False,False,False
ENSG00000011347,97.8879,2.112099999999998,ENSG00000011347,0.0268059894093929,ENSG00000011347,SYT7,False,False,False,False
ENSG00000105245,95.4674,4.532600000000002,ENSG00000105245,0.0147295967311552,ENSG00000105245,NUMBL,False,False,False,False
ENSG00000175764,76.2807,23.719300000000004,ENSG00000175764,0.0154003112237415,ENSG00000175764,TTLL11,False,False,False,False
ENSG00000138604,95.8705,4.129500000000007,ENSG00000138604,0.028994749441642,ENSG00000138604,GLCE,False,False,False,False
ENSG00000170100,39.2819,60.7181,ENSG00000170100,0.0050036601068941,ENSG00000170100,ZNF778,False,False,False,False
ENSG00000173762,48.66075,51.33925,ENSG00000173762,0.1203710605184853,ENSG00000173762,CD7,False,False,False,False
ENSG00000145882,93.4278,6.572200000000009,ENSG00000145882,0.0103896340375932,ENSG00000145882,PCYOX1L,False,False,False,False
ENSG00000116005,78.8119,21.18810000000001,ENSG00000116005,0.0348049770227501,ENSG00000116005,PCYOX1,False,False,False,False
ENSG00000215218,75.53020000000001,24.469799999999992,ENSG00000215218,0.0085039330244473,ENSG00000215218,UBE2QL1,False,False,False,False
ENSG00000173699,33.2559,66.7441,ENSG00000173699,0.0004445474019336,ENSG00000173699,SPATA3,False,False,False,False
ENSG00000172943,94.7729,5.227100000000007,ENSG00000172943,0.0206344417226555,ENSG00000172943,PHF8,False,False,False,False
ENSG00000103353,89.0069,10.993099999999998,ENSG00000103353,0.0151842171026974,ENSG00000103353,UBFD1,False,False,False,False
ENSG00000142669,95.6989,4.301100000000005,ENSG00000142669,0.2345144771130651,ENSG00000142669,SH3BGRL3,False,False,False,False
ENSG00000263639,43.17265,56.82735,ENSG00000263639,0.0536986468027775,ENSG00000263639,MSMB,False,False,False,False
ENSG00000215183,91.3669,8.633099999999999,ENSG00000215183,0.004059368154922,ENSG00000215183,MSMP,False,False,False,False
ENSG00000175213,67.41585,32.584149999999994,ENSG00000175213,0.0026982058365218,ENSG00000175213,ZNF408,False,False,False,False
ENSG00000124496,88.38990000000001,11.610099999999989,ENSG00000124496,0.068843133940115,ENSG00000124496,TRERF1,False,False,False,False
ENSG00000173418,100.0,0.0,ENSG00000173418,0.0386408364295075,ENSG00000173418,NAA20,False,False,False,False
ENSG00000103540,69.9779,30.022099999999995,ENSG00000103540,0.0163195365782036,ENSG00000103540,CCP110,False,False,False,False
ENSG00000077063,85.4744,14.525599999999995,ENSG00000077063,0.0701030386104387,ENSG00000077063,CTTNBP2,False,False,False,False
ENSG00000101019,88.2195,11.780500000000004,ENSG00000101019,0.0167702576204567,ENSG00000101019,UQCC1,False,False,False,False
ENSG00000180767,78.29079999999999,21.70920000000001,ENSG00000180767,0.0119126426483416,ENSG00000180767,CHST13,False,False,False,False
ENSG00000116221,79.9054,20.0946,ENSG00000116221,0.0340673516878628,ENSG00000116221,MRPL37,True,False,False,True
ENSG00000119446,98.9474,1.0525999999999982,ENSG00000119446,0.0221094535622757,ENSG00000119446,RBM18,False,False,False,False
ENSG00000133315,86.11195000000001,13.888049999999993,ENSG00000133315,0.0201323114355755,ENSG00000133315,MACROD1,False,False,False,False
ENSG00000177294,83.84195,16.158050000000003,ENSG00000177294,0.0028395894979695,ENSG00000177294,FBXO39,False,False,False,False
ENSG00000186666,78.34774999999999,21.65225000000001,ENSG00000186666,0.0054764888243029,ENSG00000186666,BCDIN3D,False,False,False,False
ENSG00000146834,88.8817,11.118300000000003,ENSG00000146834,0.0156107359166083,ENSG00000146834,MEPCE,False,False,False,False
ENSG00000174808,77.74709999999999,22.25290000000001,ENSG00000174808,0.0073346607959714,ENSG00000174808,BTC,False,False,False,False
ENSG00000143851,92.35065,7.649349999999998,ENSG00000143851,0.0368432055204517,ENSG00000143851,PTPN7,False,False,False,False
ENSG00000124507,95.3683,4.631699999999995,ENSG00000124507,0.0080102075699966,ENSG00000124507,PACSIN1,False,False,False,False
ENSG00000100266,93.8272,6.172799999999995,ENSG00000100266,0.0883187456123009,ENSG00000100266,PACSIN2,False,False,False,False
ENSG00000165912,94.3396,5.660399999999996,ENSG00000165912,0.0317304341470792,ENSG00000165912,PACSIN3,False,False,False,False
ENSG00000142224,67.9892,32.0108,ENSG00000142224,0.0045911492591586,ENSG00000142224,IL19,False,False,False,False
ENSG00000162891,75.0,25.0,ENSG00000162891,0.0023535134348985,ENSG00000162891,IL20,False,False,False,False
ENSG00000162892,62.79435000000001,37.20564999999999,ENSG00000162892,0.0061696574520421,ENSG00000162892,IL24,False,False,False,False
ENSG00000136634,73.0337,26.966300000000004,ENSG00000136634,0.031216771542778,ENSG00000136634,IL10,False,False,False,False
ENSG00000176547,84.27045,15.729550000000003,ENSG00000176547,4.4044116634148805e-05,ENSG00000176547,OR4C3,False,False,False,False
ENSG00000070423,93.5907,6.409300000000002,ENSG00000070423,0.0397558927631451,ENSG00000070423,RNF126,False,False,False,False
