gene_id,symbol,C_pearson,C_spearman,mean_expression,tau,quartile,master_tf_flag,procrustes_contribution,donor_split_C_A,donor_split_C_B
ENSG00000001629,ANKIB1,0.2981955696212788,0.2955182072829131,0.4719453725714285,0.3211750134754208,intermediate,0,0.0061436974053553,0.2822160301801242,0.2804455834287199
ENSG00000001630,CYP51A1,0.2838470424240955,0.3913165266106442,0.0511036066285714,0.7323859725640274,intermediate,0,0.0050215805710762,0.20731294273838766,0.3856577761680959
ENSG00000001631,KRIT1,0.4737760699623076,0.4725490196078432,0.1671108329142857,0.517302354175588,intermediate,0,0.0011633235667987,0.4758864121596785,0.46640495843606494
ENSG00000002016,RAD52,0.5282449308735476,0.5005602240896359,0.0876243077428571,0.48504978431655477,intermediate,0,0.0008816804441967,0.4335445285187496,0.3909009670412426
ENSG00000002330,BAD,0.4581385136333133,0.5372549019607844,0.1904568937714285,0.5355788347060229,intermediate,0,0.0012448327503861,0.43993472149734336,0.4226403366606661
ENSG00000002549,LAP3,0.0161294471727218,0.2260504201680672,0.3180492065142857,0.5706206800353668,divergent,0,0.0083264233132378,-0.03176133427439839,0.10901493298453943
ENSG00000002587,HS3ST1,0.8404251476858244,0.6459383753501401,0.0935121366057142,0.953818627149956,conserved,0,0.0024513599982499,0.8303735108253404,0.8708564017573591
ENSG00000002745,WNT16,0.0992266972352666,0.3163556113278676,0.0032989001984285,0.9762143247101162,intermediate,0,0.0003235622892011,0.01174037086032845,0.09493576599429213
ENSG00000002746,HECW1,0.1288778210693308,0.265883745645956,0.0151776330285714,0.85649033410512,intermediate,0,0.0001014361564357,0.1686935495706567,0.016886742771183506
ENSG00000002822,MAD1L1,0.2431062783194924,-0.0198879551820728,0.0131890594828571,0.8224441669744538,intermediate,0,0.0006058192634097,0.22049461512660343,-0.028740044470439357
ENSG00000002834,LASP1,0.4446504496809123,0.4089635854341736,0.3776994242857142,0.49436651886020067,intermediate,0,0.0023014968791521,0.4712789391604708,0.4072348609635702
ENSG00000002919,SNX11,-0.0089416623734202,0.0543417366946778,0.0695382748285714,0.46826310324084236,divergent,0,0.0010046898283494,-0.038895675875472165,0.07872768176250138
ENSG00000002933,TMEM176A,0.1003402275585667,0.3159663865546219,0.1527649621514285,0.848742086909274,intermediate,0,0.0084032732720062,0.14239454780444152,0.08107981349381185
ENSG00000003056,M6PR,0.6314737960685116,0.7100840336134455,0.3918887186857143,0.5569538603428213,conserved,0,0.0053112994595447,0.6020170992398132,0.6549402714331692
ENSG00000003096,KLHL13,0.4645629810018856,0.6204626611079884,0.0796952977371428,0.7534738902832313,intermediate,0,0.0011407290474792,0.4278670478255444,0.413828543643386
ENSG00000003137,CYP26B1,0.6884058822332672,0.5603810811170461,0.0144597299852571,0.8678823167714373,conserved,0,0.0007712464576823,0.6005925626253273,0.5546113857524696
ENSG00000003147,ICA1,0.7770268653635397,0.6652661064425771,0.2161147317342857,0.7730035903388992,conserved,0,0.003807420305366,0.7137381083791895,0.805260440845369
ENSG00000003249,DBNDD1,0.4670650124703019,0.3479201336050374,0.0123584979997142,0.8986417756150454,intermediate,0,0.0001414931868875,0.33268293956562545,0.4007973763648704
ENSG00000003393,ALS2,0.7180990981083116,0.4196078431372548,0.1320746790857143,0.8100637278979431,conserved,0,0.0030757516777238,0.7831492252486594,0.5902166170252721
ENSG00000003402,CFLAR,0.1200942005094036,0.0910364145658263,1.029418075714286,0.5513364156110531,intermediate,0,0.0128686929960899,0.1338161620169001,-0.0700968103220394
ENSG00000003436,TFPI,0.6975431305129421,0.5927170868347339,0.52006519,0.755042931757303,conserved,0,0.015635248602114,0.7227933846394231,0.6493049828961882
ENSG00000003509,NDUFAF7,-0.0947948352940351,-0.1963585434173669,0.1171368547714285,0.37945154494376904,divergent,0,0.0015808224270338,-0.22580201317071646,0.19947190920865943
ENSG00000003756,RBM5,0.2668296015938463,0.1694677871148459,0.44512963,0.27196059139616663,intermediate,0,0.0026459541135659,0.28628349941421366,0.1363957869170448
ENSG00000003987,MTMR7,0.3091602181244725,0.2699068568843183,0.0173768787477142,0.7349704906053719,intermediate,0,0.0001600905016707,0.6976100392874682,0.21232897020148322
ENSG00000003989,SLC7A2,0.7700207376164228,0.627170868347339,0.1804757050399999,0.9259239470230948,conserved,0,0.0162419976570291,0.7971805417111432,0.8022998805159304
ENSG00000004059,ARF5,0.1604531721274458,0.2436974789915966,0.3013613031142856,0.5088066410616883,intermediate,0,0.0104001443443624,0.0299841107112605,0.2346490049220121
ENSG00000004139,SARM1,-0.0513475523735027,0.1219341574799977,0.0429610329999999,0.6590443703164776,divergent,0,0.0007232987650334,-0.04984324278138186,-0.0013825023335203351
ENSG00000004142,POLDIP2,0.5401781361369485,0.5361344537815127,0.1599567655714285,0.4726868475604386,intermediate,0,0.0028573499451756,0.4176921576504662,0.4338964360716848
ENSG00000004399,PLXND1,0.6676070430711216,0.6352941176470589,0.1774653333599999,0.7173030612817731,conserved,0,0.0046773016075417,0.6535563268493009,0.6602658694091486
ENSG00000004455,AK2,0.3530900344674038,0.3450980392156863,0.2902034628571429,0.5376828970403978,intermediate,0,0.0071859553713638,0.35855396273517803,0.3476828423455539
ENSG00000004468,CD38,0.0855440048583071,0.3324929971988796,0.1852210791285714,0.87582681478667,divergent,0,0.004704267433872,0.08916796140373648,0.0920262558678006
ENSG00000004478,FKBP4,0.5197356608327343,0.3913165266106442,0.2049549129428571,0.6885281966216714,intermediate,0,0.008507239488306,0.44385168209325987,0.5693902094774356
ENSG00000004487,KDM1A,0.5033720605278065,0.4120448179271709,0.2535358573428571,0.5853443949275472,intermediate,0,0.0013131053329923,0.5330036535147965,0.4270889204757796
ENSG00000004534,RBM6,0.3145052319530332,0.2705882352941177,0.8751157005714286,0.35192950193214284,intermediate,0,0.0118809700847022,0.31476887565674766,0.2413706938137928
ENSG00000004660,CAMKK1,-0.2009105110452812,-0.0955182072829131,0.0475645012114285,0.6601467362851031,divergent,0,0.0007968676190072,-0.16382138628694615,-0.07172059765459764
ENSG00000004700,RECQL,0.5133525620913377,0.5515406162464986,0.2368179483428571,0.5067177715696258,intermediate,0,0.0038723446337084,0.5971381008936532,0.25591136091729044
ENSG00000004766,VPS50,0.1902832186317916,0.1554621848739496,0.2244318599428571,0.3731662079369972,intermediate,0,0.0037675519016928,0.15744416652272933,0.232558455917371
ENSG00000004776,HSPB6,0.5684630965105656,0.3492997198879552,0.1475458510857143,0.8648627173551146,intermediate,0,0.000496509707755,0.4810005867875941,0.4382211320698655
ENSG00000004777,ARHGAP33,0.397617867112667,0.2894368283969543,0.0176575521371428,0.7798677353622521,intermediate,0,0.0001479792332284,0.46778656606983726,0.15791805236467985
ENSG00000004779,NDUFAB1,0.3514646205438452,0.257703081232493,0.4343195178571428,0.46347935488101194,intermediate,0,0.003913048748361,0.28532701089183704,0.2592598440214871
ENSG00000004799,PDK4,0.0114242242406649,0.4839524664119909,0.5653066586000001,0.7069192497838174,divergent,0,0.0107124204431764,0.024396755109857244,0.06623705220932864
ENSG00000004809,SLC22A16,,,0.0304145452171428,0.896969331080543,,0,0.000248711843862,,
ENSG00000004838,ZMYND10,0.2006245167999537,0.3098907378577265,0.0067326140085714,0.6397642186573377,intermediate,0,7.133743355387098e-05,0.21690201148724303,0.2018557106779582
ENSG00000004846,ABCB5,-0.0853666929037329,0.0748637105906372,0.0186872019542857,0.8707002009312861,divergent,0,0.0001779336821215,-0.06612589658263217,-0.13341365770812988
ENSG00000004848,ARX,-0.0389310500886214,-0.1139634416563294,0.0059515792542857,0.9950620387835362,divergent,0,2.859599943450156e-05,-0.04526617018935142,-0.04546646721837203
ENSG00000004864,SLC25A13,0.71235103808394,0.2563025210084034,0.4472190754285714,0.7264620221218587,conserved,0,0.0133772397980921,0.7796547831734894,0.5087509244247418
ENSG00000004866,ST7,0.5745403540324937,0.5969187675070028,0.1084224859142857,0.5794777520919082,intermediate,0,0.0019851619912169,0.6046116545957906,0.34737216535916615
ENSG00000004897,CDC27,0.1687204929724824,0.2358543417366947,0.4212358099999999,0.5790623554079601,intermediate,0,0.0066136439237788,0.14973197727350118,-0.08990925675630237
ENSG00000004939,SLC4A1,0.0950519347940333,0.3183730146532769,0.0059702277685714,0.8108393948947634,divergent,0,6.92384784060464e-05,0.03857399051758905,0.16493970481741632
ENSG00000004948,CALCR,0.0337355950516724,0.1697020222013373,0.0030808239709142,0.8835045435616294,divergent,0,8.111421143648435e-05,0.19779701767273383,-0.15533154965427984
ENSG00000004961,HCCS,0.458110130416644,0.3207282913165266,0.0826112681428571,0.5875016208294171,intermediate,0,0.0011538756008497,0.40373917871661313,0.4477914482173419
ENSG00000004975,DVL2,0.6274607919687808,0.5851540616246499,0.0604871598857142,0.49612317884977936,conserved,0,0.0003795979433578,0.6514050586402527,0.34817353338158674
ENSG00000005001,PRSS22,0.8846756735027844,0.473279162434064,0.0582144845402685,0.9349804036519094,conserved,0,7.185665725609372e-05,0.8331139287097855,0.9128079160772505
ENSG00000005007,UPF1,0.3738257691664622,0.323249299719888,0.2054696922857142,0.333865917783668,intermediate,0,0.001107138340996,0.24852689889770835,0.1666812505475702
ENSG00000005020,SKAP2,0.6840740987448759,0.7103641456582634,0.6487341030571429,0.6640962285738042,conserved,0,0.0083929755694742,0.6740651827375943,0.6794859782145184
ENSG00000005022,SLC25A5,0.433165797857124,0.5067226890756302,0.8384830948571428,0.4527668915121701,intermediate,0,0.0176662794745532,0.14790014731768608,0.5326657903176378
ENSG00000005059,MCUB,0.1741820078036115,0.4277310924369748,0.3333281193714286,0.6892790989378563,intermediate,0,0.0096662874820688,0.1708678383532758,0.1849999532836277
ENSG00000005073,HOXA11,0.593169748185459,0.6402735330768823,0.0048548962108571,0.9453573631384781,conserved,0,1.4359385373188457e-05,0.9719763814567333,0.12238369903455797
ENSG00000005100,DHX33,0.5545008393454518,0.4997198879551821,0.0890805578571428,0.5205280578630936,intermediate,0,0.0010767398310923,0.45512264470486574,0.5433648845516065
ENSG00000005102,MEOX1,0.3296737163194662,0.3312556909867218,0.011668497602,0.9782614110134771,intermediate,0,0.0012301172095541,0.24568798780626155,0.5263478657378676
ENSG00000005108,THSD7A,0.6512607527170488,0.5270558718165568,0.0876878247285714,0.9227914898801001,conserved,0,0.0044578100541262,0.555249226315584,0.6096855307287288
ENSG00000005156,LIG3,0.6643350259353601,0.4425770308123249,0.0745767087142857,0.4995797928143974,conserved,0,0.0004444059109277,0.460088809477357,0.4631224316194544
ENSG00000005175,RPAP3,0.6242942048438601,0.5638655462184874,0.1581069384,0.3628712779852301,conserved,0,0.0016165100625772,0.6371146902958457,0.40386770510399
ENSG00000005187,ACSM3,0.0063780972248096,0.2914828987309595,0.2061695216285714,0.9206368301165366,divergent,0,0.0023282315809274,0.007746315248984515,-0.010407089769175322
ENSG00000005189,REXO5,0.3702859915096427,0.3318376335278082,0.0401099881485714,0.8167049951797664,intermediate,0,0.0003057300573245,0.491556533894538,0.19816146659138237
ENSG00000005194,CIAPIN1,0.5284057462150098,0.3764705882352941,0.1180973858571428,0.48420403947310575,intermediate,0,0.0017756661908698,0.477227441462574,0.5217192375189087
ENSG00000005206,SPPL2B,0.5979022925454698,0.377136467591772,0.1118713581999999,0.7203468482200666,conserved,0,0.0013576708115499,0.46875838326562014,0.6232320948823189
ENSG00000005238,ATOSB,0.1010341589293046,0.2680672268907563,0.0787074813,0.6464359599058651,intermediate,0,0.0010812599030976,0.21212190354092844,0.00761399768655129
ENSG00000005243,COPZ2,0.84977867606042,0.7053221288515408,0.0827334105428571,0.8228305389509144,conserved,0,0.0025938465553322,0.8460861012590234,0.7674924623913608
ENSG00000005249,PRKAR2B,0.1622023579735109,0.2454469135292662,0.1359008607314286,0.8106946091172357,intermediate,0,0.0015100721600199,0.2323810348100668,0.0779495346021519
ENSG00000005302,MSL3,-0.3601450928227551,-0.3481792717086834,0.1952321364571428,0.7333526249046023,divergent,0,0.0017081986214686,-0.2680332802644872,-0.3143898542957967
ENSG00000005339,CREBBP,-0.1940494567103414,-0.1453781512605041,0.7863568525714286,0.4951763088879288,divergent,0,0.0092976456585245,-0.2601835466145031,-0.10120665655648643
ENSG00000005379,TSPOAP1,0.217855143239952,0.2888098873336464,0.0540187014857142,0.755013577703088,intermediate,0,0.0007182221078706,0.12906210279261981,0.42954804343440683
ENSG00000005381,MPO,0.6338948954887921,0.739687655010942,0.1208075644060771,0.9731971995118428,conserved,0,0.0014636230451707,0.7176994971038156,0.4764614620488966
ENSG00000005421,PON1,0.9982216392108432,0.1307129252610113,0.0326348820944,0.9950110871850233,conserved,0,0.015300796680463,0.9961643765154341,0.9976002728976286
ENSG00000005436,GCFC2,0.157332101227367,0.2208838159349092,0.1470669929428571,0.7152360366042713,intermediate,0,0.0035946454892167,0.16007335649539176,0.4082191431033566
ENSG00000005448,WDR54,0.1143594118619137,0.1610644257703081,0.0733820418971428,0.7258821893803608,intermediate,0,0.001718163075125,0.06499367380820688,0.17150680665059678
ENSG00000005469,CROT,0.2211533866740214,0.3773109243697479,0.110460069,0.8568945969357837,intermediate,0,0.011872604130162,0.20780288753841406,0.16356851872554615
ENSG00000005471,ABCB4,0.9766527051607986,0.3323059811024084,0.0579809599702857,0.9865926077309664,conserved,0,0.0127027374125723,0.9759178535777021,0.9806883256453985
ENSG00000005483,KMT2E,-0.007870503044489,-0.038375350140056,1.3421903702857143,0.39205548234045473,divergent,0,0.0237541293080504,-0.023985889197984375,-0.09941551628662926
ENSG00000005486,RHBDD2,0.1056378899757908,0.1095238095238095,0.1491983422571428,0.469531720799134,intermediate,0,0.0017054554905369,0.18653720355335984,-0.02084592587583391
ENSG00000005513,SOX8,0.3596567362266202,0.7390543070386579,0.0056182506977142,0.8794486192174764,intermediate,0,8.126582452034046e-05,0.40348239617703596,0.3487174461714552
ENSG00000005700,IBTK,0.4248605167788514,0.3142857142857143,0.3644796979142857,0.5251791855837871,intermediate,0,0.0051204347012612,0.30571269516284094,0.5095651761871117
ENSG00000005810,MYCBP2,0.585754868026202,0.5672268907563025,0.9496469565714286,0.4226470095706001,intermediate,0,0.0119116293310879,0.5202261797172556,0.6345540339093824
ENSG00000005812,FBXL3,0.4331375249027109,0.3815126050420168,0.2686671345714286,0.47018246568398564,intermediate,0,0.0022911412034633,0.45199325210483987,0.19888372272300656
ENSG00000005844,ITGAL,0.7993923546150249,0.849859943977591,0.2152779701942856,0.8270263741743836,conserved,0,0.0062453346843018,0.681118072127963,0.8298991331628437
ENSG00000005882,PDK2,0.4522791144159206,0.6680672268907563,0.0770043253514285,0.6236301707387265,intermediate,0,0.002039476794011,0.39265245344616084,0.47048544609605725
ENSG00000005884,ITGA3,0.9113749615801776,0.6677871148459383,0.1100496905228571,0.8960240657989144,conserved,0,0.0008355359839509,0.9067343617681634,0.8092293694640783
ENSG00000005889,ZFX,0.1406227562843967,0.0966386554621848,0.3990512994285714,0.35998984674294665,intermediate,0,0.0046182143317077,0.023122027405604012,0.20083410274123614
ENSG00000005893,LAMP2,0.5565682251285758,0.5722689075630253,0.5401078762857143,0.5027909543188801,intermediate,0,0.0116436837904429,0.560794810903022,0.5099414706177965
ENSG00000005961,ITGA2B,0.6222261432479069,-0.0148459383753501,0.0323569999828571,0.925622840278124,conserved,0,0.0002566592106537,0.5718287044836572,0.6245581241524147
ENSG00000005981,ASB4,-0.0079582372931104,0.249841966671608,0.0031794716791971,0.883860460040811,divergent,0,0.0004032249551224,0.06857587523526316,-0.05375135076884246
ENSG00000006007,GDE1,0.5128943935145173,0.4722689075630252,0.1924146655999999,0.4313624879227052,intermediate,0,0.0028624614206197,0.1911547553298789,0.6693218297531602
ENSG00000006015,REX1BD,0.0913636065317024,0.0638655462184874,0.3814878011428571,0.33346023138120684,divergent,0,0.0054261148170627,0.059228035311339494,0.12421088690254625
ENSG00000006016,CRLF1,0.6553968479249415,0.4318229578486525,0.0996508879857142,0.9190126583096735,conserved,0,0.0002519836380725,0.650357884808347,0.5932155941049246
ENSG00000006025,OSBPL7,0.1256503313710933,0.4207282913165266,0.05813385012,0.9179113757339129,intermediate,0,0.0005845246542442,0.0937592541271345,0.1089117854594566
ENSG00000006042,TMEM98,0.4331583459340782,0.7904761904761906,0.1218335238999999,0.809493093095869,intermediate,0,0.0011627731615953,0.46239512693858303,0.4001985541745302
ENSG00000006047,YBX2,0.3726538671797498,0.6006451612903225,0.0036200584202857,0.9535372764087675,intermediate,0,3.388979903832067e-05,0.29593172520906746,0.5117275399632601
ENSG00000006062,MAP3K14,0.3146582003385187,0.5005602240896359,0.2072454242,0.5442078137397516,intermediate,0,0.0022382115768587,0.3104836126543949,0.2867718812146081
ENSG00000006071,ABCC8,0.6122573776529668,0.4483566895810604,0.0044373549143714,0.7082713230650418,conserved,0,4.3527300725101754e-05,0.596137758167057,0.45412469648457593
ENSG00000006116,CACNG3,-0.0725706837872511,-0.1342162858586089,0.0022363589905714,0.8621347818026712,divergent,0,4.573679322313072e-05,-0.058362568453037465,-0.07003986942548344
ENSG00000006118,TMEM132A,0.730251203189147,0.7308123249299721,0.0194681047397142,0.9100110849226273,conserved,0,0.0003197523756562,0.7666102222334669,0.6331743816725159
ENSG00000006125,AP2B1,0.1940574128259092,-0.0868347338935574,0.5767139397142855,0.41519776527165586,intermediate,0,0.0066652020954353,-0.06866320918683914,0.15874350150939978
ENSG00000006128,TAC1,0.3792883434439807,0.7617775536038105,0.0142684507832,0.9464090752743428,intermediate,0,0.0001005303427379,0.36587959429337,0.04674611452606189
ENSG00000006194,ZNF263,0.1135351644356599,0.1431372549019608,0.1101033634,0.47887154188155195,intermediate,0,0.0018717867082609,0.037245721677794656,0.12141546494200968
ENSG00000006210,CX3CL1,0.5206538870892194,0.4145658263305322,0.0536642771914285,0.9116802374266779,intermediate,0,0.0023615775624361,0.3439892405359678,0.48506147507898695
ENSG00000006282,SPATA20,0.3975748455338654,0.5453580039424653,0.0785913809714285,0.6009393774057387,intermediate,0,0.0008568654179336,0.23253176841429604,0.40489906142836146
ENSG00000006283,CACNA1G,0.5861316715005244,0.4100967072286312,0.005501731762,0.86944530492879,intermediate,0,6.081721226584994e-05,0.7515691760620412,0.38629085551384795
ENSG00000006327,TNFRSF12A,0.6205018495590598,0.8019607843137255,0.1880887492,0.9119851742358267,conserved,0,0.004404236255643,0.33444990625170984,0.693753803603089
ENSG00000006377,DLX6,0.8823339921593314,0.0011682485690945,0.0018008797557708,0.9878839616855449,conserved,0,1.586324091955712e-06,0.6582923610749252,-0.0947960824478606
ENSG00000006432,MAP3K9,0.207947597535125,0.3591036414565826,0.06326091608,0.7659849002114916,intermediate,0,0.0014898444067143,0.193832060055573,0.25447174451085486
ENSG00000006451,RALA,0.6229741296196979,0.4627450980392157,0.3873072105714285,0.5637130658405594,conserved,0,0.002497015191558,0.42352913265765385,0.7455149946553828
ENSG00000006453,BAIAP2L1,0.8327588308540221,0.6168067226890757,0.2347890821228571,0.8778086226302265,conserved,0,0.0038807922897494,0.8135438545558612,0.8588602460694735
ENSG00000006459,KDM7A,,,0.4888388437142857,0.59768117297402,,0,0.0057874398625368,,
ENSG00000006468,ETV1,0.6628953488927668,0.384593837535014,0.0436008190991428,0.8723455439215289,conserved,0,0.0015375617258783,0.5257667146919699,0.6231468302529203
ENSG00000006530,AGK,0.3717592255099822,0.4722689075630252,0.1376666533885714,0.7078321866449635,intermediate,0,0.0015241090743698,0.2784724225854931,0.38853741002506376
ENSG00000006534,ALDH3B1,0.6335064737142194,0.6072829131652662,0.0818627490828571,0.7819319667135122,conserved,0,0.0016291139721569,0.5923609700138365,0.6499922979049599
ENSG00000006555,TTC22,0.5558728666622039,0.4626799181935978,0.0249742005599999,0.7953321946203129,intermediate,0,0.0003314942668414,0.5701328253754282,0.562552434643525
ENSG00000006576,PHTF2,0.285647261906704,0.4403361344537815,0.3696479891428572,0.670539726731454,intermediate,0,0.0086304394956745,0.46940059870822903,0.15332574058215412
ENSG00000006607,FARP2,0.3588504573062907,0.5263305322128852,0.3331719062857143,0.6505890549871891,intermediate,0,0.0054395024411242,0.35219595921932456,0.34635450827592357
ENSG00000006611,USH1C,0.8412241735078041,0.4551101072840203,0.0376401562728285,0.9338934772307774,conserved,0,1.91419665636877e-05,0.8131694974079176,0.8843201732383885
ENSG00000006625,GGCT,0.1528357182443339,0.1624649859943977,0.1718989609714285,0.6500999940338654,intermediate,0,0.0009537597036275,0.08170190606377446,0.15865481618551897
ENSG00000006634,DBF4,0.7382722540621912,0.7582633053221288,0.1740573173142857,0.5979182616811798,conserved,0,0.0035152142325183,0.7423997704161018,0.6794444888474708
ENSG00000006638,TBXA2R,0.3581601025839966,0.5201680672268908,0.0118944776994285,0.9265372740758946,intermediate,0,0.0023410701069884,0.32108343294218783,0.37973844973852316
ENSG00000006652,IFRD1,0.0994625809998712,0.365826330532213,0.3622250391428571,0.6536903282815468,intermediate,0,0.0065566394188994,0.1258734198620749,0.04386487223217763
ENSG00000006695,COX10,0.6029674870069897,0.5854341736694678,0.1455728452285714,0.6247002685388346,conserved,0,0.0019819204978512,0.6009291336031723,0.40809799628627275
ENSG00000006704,GTF2IRD1,0.5183575322023679,0.73109243697479,0.1317042205714285,0.763838577327825,intermediate,0,0.0029819205436799,0.47265979039564693,0.4518586319350564
ENSG00000006712,PAF1,0.2482527209679255,0.2795518207282913,0.1545727726285714,0.3920210374152432,intermediate,0,0.0014179717035039,0.23161690088035483,0.09980733213715676
ENSG00000006715,VPS41,0.2678269063972286,0.2196078431372549,0.3518100477142857,0.5396971144321758,intermediate,0,0.00298483836663,0.2125466296822363,0.33170179637604047
ENSG00000006740,ARHGAP44,0.395574482771224,0.7064956390047359,0.0828502918742857,0.8516493192709601,intermediate,0,0.0003607321828574,0.301168846588651,0.4034268503099648
ENSG00000006744,ELAC2,0.440786072471134,0.2319327731092436,0.1046654632857142,0.5206029954089791,intermediate,0,0.0007706817099919,0.36367667729751,0.18329862549003403
ENSG00000006747,SCIN,0.8196570974912197,0.4762387137329221,0.0757454834048571,0.9030099393890172,conserved,0,0.0003895101450983,0.7872906571351075,0.783473799946243
ENSG00000006788,MYH13,-0.1370144533152361,-0.1288220467283531,0.0099158362081857,0.9147412626541334,divergent,0,8.10461816424879e-05,-0.09775649796045807,-0.13751230073048054
ENSG00000006831,ADIPOR2,0.4729799461483991,0.3851540616246499,0.493632712,0.5421995107321185,intermediate,0,0.0099274025098737,0.4871345414982805,0.49192447580234194
ENSG00000006837,CDKL3,0.2044951496694903,0.4162464985994398,0.0076568933371428,0.6392582983418569,intermediate,0,0.000177440090616,0.12342689064112028,0.3056886379734964
ENSG00000007001,UPP2,0.7025591280226371,0.1802254227558332,0.0284878422228571,0.8376590041858674,conserved,0,0.0018803657552199,0.7593841270730937,-0.026680450469650886
ENSG00000007038,PRSS21,-0.0690704135019164,0.0038394562759312,0.0137643106645714,0.9408177250056219,divergent,0,0.000222791184419,-0.06691994699570493,-0.1273045490309853
ENSG00000007047,MARK4,-0.0058407565525133,-0.0764705882352941,0.1759627074285714,0.4280290040413577,divergent,0,0.0024789610338009,-0.04815834859836556,-0.0782158041119223
ENSG00000007062,PROM1,0.6807544556002871,0.6136284068553185,0.0795654422228571,0.9189656893770816,conserved,0,0.0013804282038081,0.6608083911553716,0.7428596261478682
ENSG00000007080,CCDC124,0.2429661567101061,0.1372549019607843,0.2142530763714285,0.5669471988195575,intermediate,0,0.0019670954837957,0.2374218121568027,0.13040263855125908
ENSG00000007168,PAFAH1B1,0.2452840865481234,0.2030812324929972,0.8792922105714286,0.2756378967827141,intermediate,0,0.006709831975486,0.20501176941700422,0.26466225014780476
ENSG00000007171,NOS2,0.0320272612573937,0.3996070283358401,0.0026345339181142,0.9169040813087926,divergent,0,0.0005675400990271,0.006789870568562621,0.16049066741050402
ENSG00000007174,DNAH9,0.3024213615966325,0.2848728489474038,0.0248675238714285,0.6496624864475194,intermediate,0,0.0002574731266999,0.39240728001250424,0.0405996068684801
ENSG00000007202,BLTP2,0.0379256769497194,0.1322128851540616,0.2029060962857142,0.4963115308882313,divergent,0,0.0012565676949904,0.03759906657238706,0.13186566302438155
ENSG00000007216,SLC13A2,0.9345121945538974,0.2845416699162821,0.0061587715663714,0.9721502600950583,conserved,0,0.0001011341750263,0.9555556233632543,0.9389293398142988
ENSG00000007237,GAS7,0.4273679690935715,0.6028011204481794,0.5182780058000002,0.7367199834297199,intermediate,0,0.0051437614647647,0.4073934910324744,0.5313371900976076
ENSG00000007255,TRAPPC6A,0.3627904384106886,0.5820728291316527,0.2130325195428571,0.6018879680089689,intermediate,0,0.0020714294970804,0.3075815411372075,0.24321612579815594
ENSG00000007264,MATK,0.1739222421391589,0.8030812324929973,0.0755170602371428,0.9172970176168714,intermediate,0,0.001696425655266,0.144460632636164,0.12470378925639546
ENSG00000007312,CD79B,0.9541731719872188,0.6935574229691878,0.0965715994614285,0.9451488401672714,conserved,0,0.0175579672370483,0.9636937239003571,0.9123861500694949
ENSG00000007314,SCN4A,-0.0325574670764843,0.225714320060309,0.0063505028625714,0.9635191538491057,divergent,0,0.0005229606618077,-0.02153820421451445,-0.015768974212937773
